gene,module,cell_type,tissue,regulation
GeneOther164,Other,SC,Ovary,Unchanged
GeneOther165,Other,SC,Ovary,Unchanged
GeneOther166,Other,SC,Ovary,Unchanged
GeneOther167,Other,SC,Ovary,Unchanged
GeneOther168,Other,SC,Ovary,Unchanged
GeneOther169,Other,SC,Ovary,Unchanged
GeneOther170,Other,SC,Ovary,Unchanged
GeneOther171,Other,SC,Ovary,Unchanged
GeneOther172,Other,SC,Ovary,Unchanged
GeneOther173,Other,SC,Ovary,Unchanged
GeneOther174,Other,SC,Ovary,Unchanged
GeneOther175,Other,SC,Ovary,Unchanged
GeneOther176,Other,SC,Ovary,Unchanged
GeneOther177,Other,SC,Ovary,Unchanged
GeneOther178,Other,SC,Ovary,Unchanged
GeneOther179,Other,SC,Ovary,Unchanged
GeneOther180,Other,SC,Ovary,Upregulated in T1DM
GeneOther181,Other,SC,Ovary,Unchanged
GeneOther182,Other,SC,Ovary,Unchanged
GeneOther183,Other,SC,Ovary,Unchanged
GeneOther184,Other,SC,Ovary,Unchanged
GeneOther185,Other,SC,Ovary,Unchanged
GeneOther186,Other,SC,Ovary,Unchanged
GeneOther187,Other,SC,Ovary,Unchanged
GeneOther188,Other,SC,Ovary,Unchanged
GeneOther189,Other,SC,Ovary,Unchanged
GeneOther190,Other,SC,Ovary,Unchanged
GeneOther191,Other,SC,Ovary,Unchanged
GeneOther192,Other,SC,Ovary,Unchanged
GeneOther193,Other,SC,Ovary,Unchanged
GeneOther194,Other,SC,Ovary,Unchanged
GeneOther195,Other,SC,Ovary,Unchanged
GeneOther196,Other,SC,Ovary,Unchanged
GeneOther197,Other,SC,Ovary,Unchanged
GeneOther198,Other,SC,Ovary,Unchanged
GeneOther199,Other,SC,Ovary,Unchanged
GeneOther200,Other,SC,Ovary,Unchanged
GeneOther201,Other,SC,Ovary,Unchanged
GeneOther202,Other,SC,Ovary,Unchanged
GeneOther203,Other,SC,Ovary,Unchanged
GeneOther204,Other,SC,Ovary,Unchanged
GeneOther205,Other,SC,Ovary,Unchanged
GeneOther206,Other,SC,Ovary,Unchanged
GeneOther207,Other,SC,Ovary,Unchanged
GeneOther208,Other,SC,Ovary,Unchanged
GeneOther209,Other,SC,Ovary,Unchanged
GeneOther210,Other,SC,Ovary,Unchanged
GeneOther211,Other,SC,Ovary,Unchanged
GeneOther212,Other,SC,Ovary,Unchanged
GeneOther213,Other,SC,Ovary,Unchanged
GeneOther214,Other,SC,Ovary,Unchanged
GeneOther215,Other,SC,Ovary,Unchanged
GeneOther216,Other,SC,Ovary,Unchanged
GeneOther217,Other,SC,Ovary,Unchanged
GeneOther218,Other,SC,Ovary,Unchanged
GeneOther219,Other,SC,Ovary,Unchanged
GeneOther220,Other,SC,Ovary,Unchanged
GeneOther221,Other,SC,Ovary,Unchanged
GeneOther222,Other,SC,Ovary,Unchanged
GeneOther223,Other,SC,Ovary,Unchanged
GeneOther224,Other,SC,Ovary,Unchanged
GeneOther225,Other,SC,Ovary,Unchanged
GeneOther226,Other,SC,Ovary,Unchanged
GeneOther227,Other,SC,Ovary,Unchanged
GeneOther228,Other,SC,Ovary,Unchanged
GeneOther229,Other,SC,Ovary,Unchanged
GeneOther230,Other,SC,Ovary,Unchanged
GeneOther231,Other,SC,Ovary,Unchanged
GeneOther232,Other,SC,Ovary,Unchanged
GeneOther233,Other,SC,Ovary,Unchanged
GeneOther234,Other,SC,Ovary,Unchanged
GeneOther235,Other,SC,Ovary,Unchanged
GeneOther236,Other,SC,Ovary,Unchanged
GeneOther237,Other,SC,Ovary,Unchanged
GeneOther238,Other,SC,Ovary,Unchanged
GeneOther239,Other,SC,Ovary,Unchanged
GeneOther240,Other,SC,Ovary,Unchanged
GeneOther241,Other,SC,Ovary,Unchanged
GeneOther242,Other,SC,Ovary,Unchanged
GeneOther243,Other,SC,Ovary,Unchanged
GeneOther244,Other,SC,Ovary,Unchanged
GeneOther245,Other,SC,Ovary,Unchanged
GeneOther246,Other,SC,Ovary,Unchanged
GeneOther247,Other,SC,Ovary,Unchanged
GeneOther248,Other,SC,Ovary,Unchanged
GeneOther249,Other,SC,Ovary,Unchanged
GeneOther250,Other,SC,Ovary,Unchanged
GeneOther251,Other,SC,Ovary,Unchanged
GeneOther252,Other,SC,Ovary,Unchanged
GeneOther253,Other,SC,Ovary,Unchanged
GeneOther254,Other,SC,Ovary,Unchanged
GeneOther255,Other,SC,Ovary,Unchanged
GeneOther256,Other,SC,Ovary,Unchanged
GeneOther257,Other,SC,Ovary,Unchanged
GeneOther258,Other,SC,Ovary,Unchanged
GeneOther259,Other,SC,Ovary,Unchanged
GeneOther260,Other,SC,Ovary,Unchanged
GeneOther261,Other,SC,Ovary,Unchanged
GeneOther262,Other,SC,Ovary,Unchanged
GeneOther263,Other,SC,Ovary,Unchanged
GeneOther264,Other,SC,Ovary,Unchanged
GeneOther265,Other,SC,Ovary,Unchanged
GeneOther266,Other,SC,Ovary,Unchanged
GeneOther267,Other,SC,Ovary,Unchanged
GeneOther268,Other,SC,Ovary,Unchanged
GeneOther269,Other,SC,Ovary,Unchanged
GeneOther270,Other,SC,Ovary,Unchanged
GeneOther271,Other,SC,Ovary,Unchanged
GeneOther272,Other,SC,Ovary,Unchanged
GeneOther273,Other,SC,Ovary,Unchanged
GeneOther274,Other,SC,Ovary,Unchanged
GeneOther275,Other,SC,Ovary,Unchanged
GeneOther276,Other,SC,Ovary,Unchanged
GeneOther277,Other,SC,Ovary,Unchanged
GeneOther278,Other,SC,Ovary,Unchanged
GeneOther279,Other,SC,Ovary,Unchanged
GeneOther280,Other,SC,Ovary,Unchanged
GeneOther281,Other,SC,Ovary,Unchanged
GeneOther282,Other,SC,Ovary,Unchanged
GeneOther283,Other,SC,Ovary,Unchanged
GeneOther284,Other,SC,Ovary,Unchanged
GeneOther285,Other,SC,Ovary,Unchanged
GeneOther286,Other,SC,Ovary,Unchanged
GeneOther287,Other,SC,Ovary,Unchanged
GeneOther288,Other,SC,Ovary,Unchanged
GeneOther289,Other,SC,Ovary,Unchanged
GeneOther290,Other,SC,Ovary,Unchanged
GeneOther291,Other,SC,Ovary,Unchanged
GeneOther292,Other,SC,Ovary,Unchanged
GeneOther293,Other,SC,Ovary,Unchanged
GeneOther294,Other,SC,Ovary,Unchanged
GeneOther295,Other,SC,Ovary,Unchanged
GeneOther296,Other,SC,Ovary,Unchanged
GeneOther297,Other,SC,Ovary,Unchanged
GeneOther298,Other,SC,Ovary,Unchanged
GeneOther299,Other,SC,Ovary,Unchanged
GeneOther300,Other,SC,Ovary,Unchanged
GeneOther001,Other,Theca,Ovary,Unchanged
GeneOther002,Other,Theca,Ovary,Unchanged
GeneOther003,Other,Theca,Ovary,Unchanged
GeneOther004,Other,Theca,Ovary,Unchanged
GeneOther005,Other,Theca,Ovary,Unchanged
GeneOther006,Other,Theca,Ovary,Unchanged
GeneOther007,Other,Theca,Ovary,Unchanged
GeneOther008,Other,Theca,Ovary,Unchanged
GeneOther009,Other,Theca,Ovary,Unchanged
GeneOther010,Other,Theca,Ovary,Unchanged
GeneOther011,Other,Theca,Ovary,Unchanged
GeneOther012,Other,Theca,Ovary,Unchanged
GeneOther013,Other,Theca,Ovary,Unchanged
GeneOther014,Other,Theca,Ovary,Unchanged
GeneOther015,Other,Theca,Ovary,Unchanged
GeneOther016,Other,Theca,Ovary,Unchanged
GeneOther017,Other,Theca,Ovary,Unchanged
GeneOther018,Other,Theca,Ovary,Unchanged
GeneOther019,Other,Theca,Ovary,Unchanged
GeneOther020,Other,Theca,Ovary,Unchanged
GeneOther021,Other,Theca,Ovary,Unchanged
GeneOther022,Other,Theca,Ovary,Unchanged
GeneOther023,Other,Theca,Ovary,Unchanged
GeneOther024,Other,Theca,Ovary,Unchanged
GeneOther025,Other,Theca,Ovary,Unchanged
GeneOther026,Other,Theca,Ovary,Unchanged
GeneOther027,Other,Theca,Ovary,Unchanged
GeneOther028,Other,Theca,Ovary,Unchanged
GeneOther029,Other,Theca,Ovary,Unchanged
GeneOther030,Other,Theca,Ovary,Unchanged
GeneOther031,Other,Theca,Ovary,Unchanged
GeneOther032,Other,Theca,Ovary,Unchanged
GeneOther033,Other,Theca,Ovary,Unchanged
GeneOther034,Other,Theca,Ovary,Unchanged
GeneOther035,Other,Theca,Ovary,Unchanged
GeneOther036,Other,Theca,Ovary,Unchanged
GeneOther037,Other,Theca,Ovary,Unchanged
GeneOther038,Other,Theca,Ovary,Unchanged
GeneOther039,Other,Theca,Ovary,Unchanged
GeneOther040,Other,Theca,Ovary,Unchanged
GeneOther041,Other,Theca,Ovary,Unchanged
GeneOther042,Other,Theca,Ovary,Unchanged
GeneOther043,Other,Theca,Ovary,Unchanged
GeneOther044,Other,Theca,Ovary,Unchanged
GeneOther045,Other,Theca,Ovary,Unchanged
GeneOther046,Other,Theca,Ovary,Unchanged
GeneOther047,Other,Theca,Ovary,Unchanged
GeneOther048,Other,Theca,Ovary,Unchanged
GeneOther049,Other,Theca,Ovary,Unchanged
GeneOther050,Other,Theca,Ovary,Unchanged
GeneOther051,Other,Theca,Ovary,Unchanged
GeneOther052,Other,Theca,Ovary,Unchanged
GeneOther053,Other,Theca,Ovary,Unchanged
GeneOther054,Other,Theca,Ovary,Unchanged
GeneOther055,Other,Theca,Ovary,Unchanged
GeneOther056,Other,Theca,Ovary,Unchanged
GeneOther057,Other,Theca,Ovary,Unchanged
GeneOther058,Other,Theca,Ovary,Unchanged
GeneOther059,Other,Theca,Ovary,Unchanged
GeneOther060,Other,Theca,Ovary,Unchanged
GeneOther061,Other,Theca,Ovary,Unchanged
GeneOther062,Other,Theca,Ovary,Unchanged
GeneOther063,Other,Theca,Ovary,Unchanged
GeneOther064,Other,Theca,Ovary,Unchanged
GeneOther065,Other,Theca,Ovary,Unchanged
GeneOther066,Other,Theca,Ovary,Unchanged
GeneOther067,Other,Theca,Ovary,Unchanged
GeneOther068,Other,Theca,Ovary,Unchanged
GeneOther069,Other,Theca,Ovary,Unchanged
GeneOther070,Other,Theca,Ovary,Unchanged
GeneOther071,Other,Theca,Ovary,Unchanged
GeneOther072,Other,Theca,Ovary,Unchanged
GeneOther073,Other,Theca,Ovary,Unchanged
GeneOther074,Other,Theca,Ovary,Unchanged
GeneOther075,Other,Theca,Ovary,Unchanged
GeneOther076,Other,Theca,Ovary,Unchanged
GeneOther077,Other,Theca,Ovary,Unchanged
GeneOther078,Other,Theca,Ovary,Unchanged
GeneOther079,Other,Theca,Ovary,Unchanged
GeneOther080,Other,Theca,Ovary,Unchanged
GeneOther081,Other,Theca,Ovary,Upregulated in T1DM
GeneOther082,Other,Theca,Ovary,Unchanged
GeneOther083,Other,Theca,Ovary,Unchanged
GeneOther084,Other,Theca,Ovary,Unchanged
GeneOther085,Other,Theca,Ovary,Unchanged
GeneOther086,Other,Theca,Ovary,Unchanged
GeneOther087,Other,Theca,Ovary,Unchanged
GeneOther088,Other,Theca,Ovary,Unchanged
GeneOther089,Other,Theca,Ovary,Unchanged
GeneOther090,Other,Theca,Ovary,Unchanged
GeneOther091,Other,Theca,Ovary,Unchanged
GeneOther092,Other,Theca,Ovary,Unchanged
GeneOther093,Other,Theca,Ovary,Unchanged
GeneOther094,Other,Theca,Ovary,Unchanged
GeneOther095,Other,Theca,Ovary,Unchanged
GeneOther096,Other,Theca,Ovary,Unchanged
GeneOther097,Other,Theca,Ovary,Unchanged
GeneOther098,Other,Theca,Ovary,Unchanged
GeneOther099,Other,Theca,Ovary,Unchanged
GeneOther100,Other,Theca,Ovary,Unchanged
GeneOther101,Other,Theca,Ovary,Unchanged
GeneOther102,Other,Theca,Ovary,Unchanged
GeneOther103,Other,Theca,Ovary,Unchanged
GeneOther104,Other,Theca,Ovary,Unchanged
GeneOther105,Other,Theca,Ovary,Unchanged
GeneOther106,Other,Theca,Ovary,Unchanged
GeneOther107,Other,Theca,Ovary,Unchanged
GeneOther108,Other,Theca,Ovary,Unchanged
GeneOther109,Other,Theca,Ovary,Unchanged
GeneOther110,Other,Theca,Ovary,Unchanged
GeneOther111,Other,Theca,Ovary,Unchanged
GeneOther112,Other,Theca,Ovary,Unchanged
GeneOther113,Other,Theca,Ovary,Unchanged
GeneOther114,Other,Theca,Ovary,Unchanged
GeneOther115,Other,Theca,Ovary,Unchanged
GeneOther116,Other,Theca,Ovary,Unchanged
GeneOther117,Other,Theca,Ovary,Unchanged
GeneOther118,Other,Theca,Ovary,Unchanged
GeneOther119,Other,Theca,Ovary,Unchanged
GeneOther120,Other,Theca,Ovary,Unchanged
GeneOther121,Other,Theca,Ovary,Unchanged
GeneOther122,Other,Theca,Ovary,Unchanged
GeneOther123,Other,Theca,Ovary,Unchanged
GeneOther124,Other,Theca,Ovary,Unchanged
GeneOther125,Other,Theca,Ovary,Unchanged
GeneOther126,Other,Theca,Ovary,Unchanged
GeneOther127,Other,Theca,Ovary,Unchanged
GeneOther128,Other,Theca,Ovary,Unchanged
GeneOther129,Other,Theca,Ovary,Unchanged
GeneOther130,Other,Theca,Ovary,Unchanged
GeneOther131,Other,Theca,Ovary,Unchanged
GeneOther132,Other,Theca,Ovary,Unchanged
GeneOther133,Other,Theca,Ovary,Unchanged
GeneOther134,Other,Theca,Ovary,Unchanged
GeneOther135,Other,Theca,Ovary,Unchanged
GeneOther136,Other,Theca,Ovary,Unchanged
GeneOther137,Other,Theca,Ovary,Unchanged
GeneOther138,Other,Theca,Ovary,Unchanged
GeneOther139,Other,Theca,Ovary,Unchanged
GeneOther140,Other,Theca,Ovary,Unchanged
GeneOther141,Other,Theca,Ovary,Unchanged
GeneOther142,Other,Theca,Ovary,Unchanged
GeneOther143,Other,Theca,Ovary,Unchanged
GeneOther144,Other,Theca,Ovary,Unchanged
GeneOther145,Other,Theca,Ovary,Unchanged
GeneOther146,Other,Theca,Ovary,Unchanged
GeneOther147,Other,Theca,Ovary,Unchanged
GeneOther148,Other,Theca,Ovary,Unchanged
GeneOther149,Other,Theca,Ovary,Unchanged
GeneOther150,Other,Theca,Ovary,Unchanged
GeneOther151,Other,Theca,Ovary,Unchanged
GeneOther152,Other,Theca,Ovary,Unchanged
GeneOther153,Other,Theca,Ovary,Unchanged
GeneOther154,Other,Theca,Ovary,Unchanged
GeneOther155,Other,Theca,Ovary,Unchanged
GeneOther156,Other,Theca,Ovary,Unchanged
GeneOther157,Other,Theca,Ovary,Unchanged
GeneOther158,Other,Theca,Ovary,Unchanged
GeneOther159,Other,Theca,Ovary,Unchanged
GeneOther160,Other,Theca,Ovary,Unchanged
GeneOther161,Other,Theca,Ovary,Unchanged
GeneOther162,Other,Theca,Ovary,Unchanged
GeneOther163,Other,Theca,Ovary,Unchanged
GeneOther164,Other,Theca,Ovary,Unchanged
GeneOther165,Other,Theca,Ovary,Unchanged
GeneOther166,Other,Theca,Ovary,Unchanged
GeneOther167,Other,Theca,Ovary,Unchanged
GeneOther168,Other,Theca,Ovary,Unchanged
GeneOther169,Other,Theca,Ovary,Unchanged
GeneOther170,Other,Theca,Ovary,Unchanged
GeneOther171,Other,Theca,Ovary,Unchanged
GeneOther172,Other,Theca,Ovary,Unchanged
GeneOther173,Other,Theca,Ovary,Unchanged
GeneOther174,Other,Theca,Ovary,Unchanged
GeneOther175,Other,Theca,Ovary,Unchanged
GeneOther176,Other,Theca,Ovary,Unchanged
GeneOther177,Other,Theca,Ovary,Unchanged
GeneOther178,Other,Theca,Ovary,Unchanged
GeneOther179,Other,Theca,Ovary,Unchanged
GeneOther180,Other,Theca,Ovary,Unchanged
GeneOther181,Other,Theca,Ovary,Unchanged
GeneOther182,Other,Theca,Ovary,Unchanged
GeneOther183,Other,Theca,Ovary,Unchanged
GeneOther184,Other,Theca,Ovary,Unchanged
GeneOther185,Other,Theca,Ovary,Unchanged
GeneOther186,Other,Theca,Ovary,Unchanged
GeneOther187,Other,Theca,Ovary,Unchanged
GeneOther188,Other,Theca,Ovary,Unchanged
GeneOther189,Other,Theca,Ovary,Unchanged
GeneOther190,Other,Theca,Ovary,Unchanged
GeneOther191,Other,Theca,Ovary,Unchanged
GeneOther192,Other,Theca,Ovary,Unchanged
GeneOther193,Other,Theca,Ovary,Unchanged
GeneOther194,Other,Theca,Ovary,Unchanged
GeneOther195,Other,Theca,Ovary,Unchanged
GeneOther196,Other,Theca,Ovary,Unchanged
GeneOther197,Other,Theca,Ovary,Unchanged
GeneOther198,Other,Theca,Ovary,Unchanged
GeneOther199,Other,Theca,Ovary,Unchanged
GeneOther200,Other,Theca,Ovary,Unchanged
GeneOther201,Other,Theca,Ovary,Unchanged
GeneOther202,Other,Theca,Ovary,Unchanged
GeneOther203,Other,Theca,Ovary,Unchanged
GeneOther204,Other,Theca,Ovary,Unchanged
GeneOther205,Other,Theca,Ovary,Unchanged
GeneOther206,Other,Theca,Ovary,Unchanged
GeneOther207,Other,Theca,Ovary,Unchanged
GeneOther208,Other,Theca,Ovary,Unchanged
GeneOther209,Other,Theca,Ovary,Unchanged
GeneOther210,Other,Theca,Ovary,Unchanged
GeneOther211,Other,Theca,Ovary,Unchanged
GeneOther212,Other,Theca,Ovary,Unchanged
GeneOther213,Other,Theca,Ovary,Unchanged
GeneOther214,Other,Theca,Ovary,Unchanged
GeneOther215,Other,Theca,Ovary,Unchanged
GeneOther216,Other,Theca,Ovary,Unchanged
GeneOther217,Other,Theca,Ovary,Unchanged
GeneOther218,Other,Theca,Ovary,Unchanged
GeneOther219,Other,Theca,Ovary,Unchanged
GeneOther220,Other,Theca,Ovary,Unchanged
GeneOther221,Other,Theca,Ovary,Unchanged
GeneOther222,Other,Theca,Ovary,Unchanged
GeneOther223,Other,Theca,Ovary,Unchanged
GeneOther224,Other,Theca,Ovary,Unchanged
GeneOther225,Other,Theca,Ovary,Unchanged
GeneOther226,Other,Theca,Ovary,Unchanged
GeneOther227,Other,Theca,Ovary,Unchanged
GeneOther228,Other,Theca,Ovary,Unchanged
GeneOther229,Other,Theca,Ovary,Unchanged
GeneOther230,Other,Theca,Ovary,Unchanged
GeneOther231,Other,Theca,Ovary,Unchanged
GeneOther232,Other,Theca,Ovary,Unchanged
GeneOther233,Other,Theca,Ovary,Unchanged
GeneOther234,Other,Theca,Ovary,Unchanged
GeneOther235,Other,Theca,Ovary,Unchanged
GeneOther236,Other,Theca,Ovary,Unchanged
GeneOther237,Other,Theca,Ovary,Unchanged
GeneOther238,Other,Theca,Ovary,Unchanged
GeneOther239,Other,Theca,Ovary,Unchanged
GeneOther240,Other,Theca,Ovary,Unchanged
GeneOther241,Other,Theca,Ovary,Unchanged
GeneOther242,Other,Theca,Ovary,Unchanged
GeneOther243,Other,Theca,Ovary,Unchanged
GeneOther244,Other,Theca,Ovary,Unchanged
GeneOther245,Other,Theca,Ovary,Unchanged
GeneOther246,Other,Theca,Ovary,Unchanged
GeneOther247,Other,Theca,Ovary,Unchanged
GeneOther248,Other,Theca,Ovary,Unchanged
GeneOther249,Other,Theca,Ovary,Unchanged
GeneOther250,Other,Theca,Ovary,Unchanged
GeneOther251,Other,Theca,Ovary,Unchanged
GeneOther252,Other,Theca,Ovary,Unchanged
GeneOther253,Other,Theca,Ovary,Unchanged
GeneOther254,Other,Theca,Ovary,Unchanged
GeneOther255,Other,Theca,Ovary,Unchanged
GeneOther256,Other,Theca,Ovary,Unchanged
GeneOther257,Other,Theca,Ovary,Unchanged
GeneOther258,Other,Theca,Ovary,Unchanged
GeneOther259,Other,Theca,Ovary,Unchanged
GeneOther260,Other,Theca,Ovary,Unchanged
GeneOther261,Other,Theca,Ovary,Unchanged
GeneOther262,Other,Theca,Ovary,Unchanged
GeneOther263,Other,Theca,Ovary,Unchanged
GeneOther264,Other,Theca,Ovary,Unchanged
GeneOther265,Other,Theca,Ovary,Unchanged
GeneOther266,Other,Theca,Ovary,Unchanged
GeneOther267,Other,Theca,Ovary,Unchanged
GeneOther268,Other,Theca,Ovary,Unchanged
GeneOther269,Other,Theca,Ovary,Unchanged
GeneOther270,Other,Theca,Ovary,Unchanged
GeneOther271,Other,Theca,Ovary,Unchanged
GeneOther272,Other,Theca,Ovary,Unchanged
GeneOther273,Other,Theca,Ovary,Unchanged
GeneOther274,Other,Theca,Ovary,Unchanged
GeneOther275,Other,Theca,Ovary,Unchanged
GeneOther276,Other,Theca,Ovary,Unchanged
GeneOther277,Other,Theca,Ovary,Unchanged
GeneOther278,Other,Theca,Ovary,Unchanged
GeneOther279,Other,Theca,Ovary,Unchanged
GeneOther280,Other,Theca,Ovary,Unchanged
GeneOther281,Other,Theca,Ovary,Unchanged
GeneOther282,Other,Theca,Ovary,Unchanged
GeneOther283,Other,Theca,Ovary,Unchanged
GeneOther284,Other,Theca,Ovary,Unchanged
GeneOther285,Other,Theca,Ovary,Unchanged
GeneOther286,Other,Theca,Ovary,Unchanged
GeneOther287,Other,Theca,Ovary,Unchanged
GeneOther288,Other,Theca,Ovary,Unchanged
GeneOther289,Other,Theca,Ovary,Unchanged
GeneOther290,Other,Theca,Ovary,Unchanged
GeneOther291,Other,Theca,Ovary,Unchanged
GeneOther292,Other,Theca,Ovary,Unchanged
GeneOther293,Other,Theca,Ovary,Unchanged
GeneOther294,Other,Theca,Ovary,Unchanged
GeneOther295,Other,Theca,Ovary,Unchanged
GeneOther296,Other,Theca,Ovary,Unchanged
GeneOther297,Other,Theca,Ovary,Unchanged
GeneOther298,Other,Theca,Ovary,Unchanged
GeneOther299,Other,Theca,Ovary,Unchanged
GeneOther300,Other,Theca,Ovary,Unchanged
GeneOther001,Other,LUM+ SC,Ovary,Unchanged
GeneOther002,Other,LUM+ SC,Ovary,Unchanged
GeneOther003,Other,LUM+ SC,Ovary,Unchanged
GeneOther004,Other,LUM+ SC,Ovary,Unchanged
GeneOther005,Other,LUM+ SC,Ovary,Unchanged
GeneOther006,Other,LUM+ SC,Ovary,Unchanged
GeneOther007,Other,LUM+ SC,Ovary,Unchanged
GeneOther008,Other,LUM+ SC,Ovary,Unchanged
GeneOther009,Other,LUM+ SC,Ovary,Unchanged
GeneOther010,Other,LUM+ SC,Ovary,Unchanged
GeneOther011,Other,LUM+ SC,Ovary,Unchanged
GeneOther012,Other,LUM+ SC,Ovary,Unchanged
GeneOther013,Other,LUM+ SC,Ovary,Unchanged
GeneOther014,Other,LUM+ SC,Ovary,Unchanged
GeneOther015,Other,LUM+ SC,Ovary,Unchanged
GeneOther016,Other,LUM+ SC,Ovary,Unchanged
GeneOther017,Other,LUM+ SC,Ovary,Unchanged
GeneOther018,Other,LUM+ SC,Ovary,Unchanged
GeneOther019,Other,LUM+ SC,Ovary,Unchanged
GeneOther020,Other,LUM+ SC,Ovary,Unchanged
GeneOther021,Other,LUM+ SC,Ovary,Unchanged
GeneOther022,Other,LUM+ SC,Ovary,Unchanged
GeneOther023,Other,LUM+ SC,Ovary,Unchanged
GeneOther024,Other,LUM+ SC,Ovary,Unchanged
GeneOther025,Other,LUM+ SC,Ovary,Unchanged
GeneOther026,Other,LUM+ SC,Ovary,Unchanged
GeneOther027,Other,LUM+ SC,Ovary,Unchanged
GeneOther028,Other,LUM+ SC,Ovary,Unchanged
GeneOther029,Other,LUM+ SC,Ovary,Unchanged
GeneOther030,Other,LUM+ SC,Ovary,Unchanged
GeneOther031,Other,LUM+ SC,Ovary,Unchanged
GeneOther032,Other,LUM+ SC,Ovary,Unchanged
GeneOther033,Other,LUM+ SC,Ovary,Unchanged
GeneOther034,Other,LUM+ SC,Ovary,Unchanged
GeneOther035,Other,LUM+ SC,Ovary,Unchanged
GeneOther036,Other,LUM+ SC,Ovary,Unchanged
GeneOther037,Other,LUM+ SC,Ovary,Unchanged
GeneOther038,Other,LUM+ SC,Ovary,Unchanged
GeneOther039,Other,LUM+ SC,Ovary,Unchanged
GeneOther040,Other,LUM+ SC,Ovary,Unchanged
GeneOther041,Other,LUM+ SC,Ovary,Unchanged
GeneOther042,Other,LUM+ SC,Ovary,Unchanged
GeneOther043,Other,LUM+ SC,Ovary,Unchanged
GeneOther044,Other,LUM+ SC,Ovary,Unchanged
GeneOther045,Other,LUM+ SC,Ovary,Unchanged
GeneOther046,Other,LUM+ SC,Ovary,Unchanged
GeneOther047,Other,LUM+ SC,Ovary,Unchanged
GeneOther048,Other,LUM+ SC,Ovary,Unchanged
GeneOther049,Other,LUM+ SC,Ovary,Unchanged
GeneOther050,Other,LUM+ SC,Ovary,Unchanged
GeneOther051,Other,LUM+ SC,Ovary,Unchanged
GeneOther052,Other,LUM+ SC,Ovary,Unchanged
GeneOther053,Other,LUM+ SC,Ovary,Unchanged
GeneOther054,Other,LUM+ SC,Ovary,Unchanged
GeneOther055,Other,LUM+ SC,Ovary,Unchanged
GeneOther056,Other,LUM+ SC,Ovary,Unchanged
GeneOther057,Other,LUM+ SC,Ovary,Unchanged
GeneOther058,Other,LUM+ SC,Ovary,Unchanged
GeneOther059,Other,LUM+ SC,Ovary,Unchanged
GeneOther060,Other,LUM+ SC,Ovary,Unchanged
GeneOther061,Other,LUM+ SC,Ovary,Unchanged
GeneOther062,Other,LUM+ SC,Ovary,Unchanged
GeneOther063,Other,LUM+ SC,Ovary,Unchanged
GeneOther064,Other,LUM+ SC,Ovary,Unchanged
GeneOther065,Other,LUM+ SC,Ovary,Unchanged
GeneOther066,Other,LUM+ SC,Ovary,Unchanged
GeneOther067,Other,LUM+ SC,Ovary,Unchanged
GeneOther068,Other,LUM+ SC,Ovary,Unchanged
GeneOther069,Other,LUM+ SC,Ovary,Unchanged
GeneOther070,Other,LUM+ SC,Ovary,Unchanged
GeneOther071,Other,LUM+ SC,Ovary,Unchanged
GeneOther072,Other,LUM+ SC,Ovary,Unchanged
GeneOther073,Other,LUM+ SC,Ovary,Unchanged
GeneOther074,Other,LUM+ SC,Ovary,Unchanged
GeneOther075,Other,LUM+ SC,Ovary,Unchanged
GeneOther076,Other,LUM+ SC,Ovary,Unchanged
GeneOther077,Other,LUM+ SC,Ovary,Unchanged
GeneOther078,Other,LUM+ SC,Ovary,Unchanged
GeneOther079,Other,LUM+ SC,Ovary,Unchanged
GeneOther080,Other,LUM+ SC,Ovary,Unchanged
GeneOther081,Other,LUM+ SC,Ovary,Upregulated in T1DM
GeneOther082,Other,LUM+ SC,Ovary,Unchanged
GeneOther083,Other,LUM+ SC,Ovary,Unchanged
GeneOther084,Other,LUM+ SC,Ovary,Unchanged
GeneOther085,Other,LUM+ SC,Ovary,Unchanged
GeneOther086,Other,LUM+ SC,Ovary,Unchanged
GeneOther087,Other,LUM+ SC,Ovary,Unchanged
GeneOther088,Other,LUM+ SC,Ovary,Unchanged
GeneOther089,Other,LUM+ SC,Ovary,Unchanged
GeneOther090,Other,LUM+ SC,Ovary,Unchanged
GeneOther091,Other,LUM+ SC,Ovary,Unchanged
GeneOther092,Other,LUM+ SC,Ovary,Unchanged
GeneOther093,Other,LUM+ SC,Ovary,Unchanged
GeneOther094,Other,LUM+ SC,Ovary,Unchanged
GeneOther095,Other,LUM+ SC,Ovary,Unchanged
GeneOther096,Other,LUM+ SC,Ovary,Unchanged
GeneOther097,Other,LUM+ SC,Ovary,Unchanged
GeneOther098,Other,LUM+ SC,Ovary,Unchanged
GeneOther099,Other,LUM+ SC,Ovary,Unchanged
GeneOther100,Other,LUM+ SC,Ovary,Unchanged
GeneOther101,Other,LUM+ SC,Ovary,Unchanged
GeneOther102,Other,LUM+ SC,Ovary,Unchanged
GeneOther103,Other,LUM+ SC,Ovary,Unchanged
GeneOther104,Other,LUM+ SC,Ovary,Unchanged
GeneOther105,Other,LUM+ SC,Ovary,Unchanged
GeneOther106,Other,LUM+ SC,Ovary,Unchanged
GeneOther107,Other,LUM+ SC,Ovary,Unchanged
GeneOther108,Other,LUM+ SC,Ovary,Unchanged
GeneOther109,Other,LUM+ SC,Ovary,Unchanged
