cell,UMAP_1,UMAP_2,celltype,group
l5718,-1.1031,-2.4878,Hepatocytes,Treat
l5719,-1.475,-3.8618,Hepatocytes,Control
l5720,-1.5453,-3.5363,Hepatocytes,Control
l5721,-5.0964,-3.6408,Hepatocytes,Treat
l5722,-2.5737,-2.7944,Hepatocytes,Control
l5723,-2.2832,-4.7109,Hepatocytes,Control
l5724,-2.8509,-3.8216,Hepatocytes,Treat
l5725,-0.7201,-3.453,Hepatocytes,Control
l5726,-3.3819,-2.9475,Hepatocytes,Control
l5727,-5.8228,-3.8014,Hepatocytes,Treat
l5728,-3.5105,-3.4989,Hepatocytes,Control
l5729,-4.6299,-4.3968,Hepatocytes,Control
l5730,-0.8303,-3.5053,Hepatocytes,Treat
l5731,-4.4025,-4.5323,Hepatocytes,Control
l5732,-1.549,-4.6074,Hepatocytes,Control
l5733,-4.6483,-3.4129,Hepatocytes,Treat
l5734,-1.9293,-3.3834,Hepatocytes,Control
l5735,-4.5731,-3.7341,Hepatocytes,Control
l5736,-3.9724,-2.6289,Hepatocytes,Treat
l5737,-2.6646,-2.9636,Hepatocytes,Control
l5738,-1.8171,-4.3305,Hepatocytes,Control
l5739,-2.5407,-5.0782,Hepatocytes,Treat
l5740,-3.6757,-3.3176,Hepatocytes,Control
l5741,-3.6798,-4.4102,Hepatocytes,Control
l5742,-3.6544,-2.4829,Hepatocytes,Treat
l5743,-3.209,-2.9567,Hepatocytes,Control
l5744,-1.6551,-3.5927,Hepatocytes,Control
l5745,-3.4332,-2.768,Hepatocytes,Treat
l5746,-6.2722,-4.4414,Hepatocytes,Control
l5747,-3.3748,-5.0937,Hepatocytes,Control
l5748,-1.7942,-4.0508,Hepatocytes,Treat
l5749,-1.8658,-5.3356,Hepatocytes,Control
l5750,-1.0798,-3.1454,Hepatocytes,Control
l5751,-2.9,-4.3979,Hepatocytes,Treat
l5752,-1.8362,-2.7863,Hepatocytes,Control
l5753,-1.0216,-3.4769,Hepatocytes,Control
l5754,-4.9485,-3.9574,Hepatocytes,Treat
l5755,-2.3684,-4.856,Hepatocytes,Control
l5756,-2.1217,-4.1207,Hepatocytes,Control
l5757,-3.5298,-3.1622,Hepatocytes,Treat
l5758,-3.4268,-4.6471,Hepatocytes,Control
l5759,-3.9741,-3.0429,Hepatocytes,Control
l5760,-2.957,-3.5589,Hepatocytes,Treat
l5761,-4.0366,-2.8456,Hepatocytes,Control
l5762,-2.7106,-3.9327,Hepatocytes,Control
l5763,-4.9997,-4.0202,Hepatocytes,Treat
l5764,-4.2093,-2.3797,Hepatocytes,Control
l5765,-2.3628,-2.9063,Hepatocytes,Control
l5766,-3.9015,-4.6651,Hepatocytes,Treat
l5767,-3.947,-3.4395,Hepatocytes,Control
l5768,-2.4286,-2.9146,Hepatocytes,Control
l5769,-0.9873,-3.5207,Hepatocytes,Treat
l5770,-4.1958,-4.1032,Hepatocytes,Control
l5771,-3.1501,-5.1871,Hepatocytes,Control
l5772,-2.7303,-2.6715,Hepatocytes,Treat
l5773,-3.0668,-4.8738,Hepatocytes,Control
l5774,-2.539,-4.4354,Hepatocytes,Control
l5775,-4.5821,-5.8468,Hepatocytes,Treat
l5776,-4.9299,-4.2494,Hepatocytes,Control
l5777,-2.7246,-3.896,Hepatocytes,Control
l5778,-1.9713,-3.5761,Hepatocytes,Treat
l5779,-2.7875,-5.1026,Hepatocytes,Control
l5780,-3.6427,-2.3639,Hepatocytes,Control
l5781,-5.0777,-2.8552,Hepatocytes,Treat
l5782,-3.7428,-4.1297,Hepatocytes,Control
l5783,-3.2207,-3.1352,Hepatocytes,Control
l5784,-3.0116,-4.058,Hepatocytes,Treat
l5785,-2.7055,-3.9741,Hepatocytes,Control
l5786,-3.6136,-4.14,Hepatocytes,Control
l5787,-4.0926,-3.2572,Hepatocytes,Treat
l5788,-1.358,-4.8793,Hepatocytes,Control
l5789,-5.1925,-3.9164,Hepatocytes,Control
l5790,-2.1894,-4.2983,Hepatocytes,Treat
l5791,-4.9961,-3.2202,Hepatocytes,Control
l5792,-3.8762,-2.8342,Hepatocytes,Control
l5793,-3.2049,-3.4832,Hepatocytes,Treat
l5794,-4.1616,-3.2972,Hepatocytes,Control
l5795,-3.4981,-2.9716,Hepatocytes,Control
l5796,-3.5412,-3.1089,Hepatocytes,Treat
l5797,-2.1156,-3.3328,Hepatocytes,Control
l5798,-0.9738,-2.5024,Hepatocytes,Control
l5799,-2.6828,-2.8353,Hepatocytes,Treat
l5800,-3.3175,-3.6246,Hepatocytes,Control
l5801,-1.5882,-3.5944,Hepatocytes,Control
l5802,-2.9979,-4.3535,Hepatocytes,Treat
l5803,-4.0945,-2.7469,Hepatocytes,Control
l5804,-2.8105,-4.6185,Hepatocytes,Control
l5805,-4.5929,-2.6083,Hepatocytes,Treat
l5806,-3.58,-3.649,Hepatocytes,Control
l5807,-4.3387,-4.1582,Hepatocytes,Control
l5808,-3.4505,-2.6901,Hepatocytes,Treat
l5809,-2.2785,-1.4617,Hepatocytes,Control
l5810,-2.9925,-3.654,Hepatocytes,Control
l5811,-2.913,-3.0972,Hepatocytes,Treat
l5812,-5.5335,-2.559,Hepatocytes,Control
l5813,-2.3044,-4.6473,Hepatocytes,Control
l5814,-1.8947,-4.8119,Hepatocytes,Treat
l5815,-4.1119,-4.2592,Hepatocytes,Control
l5816,-5.1852,-3.8869,Hepatocytes,Control
l5817,-4.1332,-3.4425,Hepatocytes,Treat
l5818,-2.3636,-2.1141,Hepatocytes,Control
l5819,-4.5386,-4.1935,Hepatocytes,Control
l5820,-2.5996,-5.7949,Hepatocytes,Treat
l5821,-4.0363,-4.476,Hepatocytes,Control
l5822,-2.9098,-2.6052,Hepatocytes,Control
l5823,-2.56,-4.767,Hepatocytes,Treat
l5824,-3.7784,-2.9582,Hepatocytes,Control
l5825,-6.0995,-3.3393,Hepatocytes,Control
l5826,-3.1011,-4.8912,Hepatocytes,Treat
l5827,-3.4145,-3.2073,Hepatocytes,Control
l5828,-2.0985,-3.2644,Hepatocytes,Control
l5829,-4.5958,-4.2158,Hepatocytes,Treat
l5830,-3.9988,-4.4162,Hepatocytes,Control
l5831,-2.469,-3.568,Hepatocytes,Control
l5832,-3.4215,-3.5687,Hepatocytes,Treat
l5833,-2.7358,-1.5124,Hepatocytes,Control
l5834,-4.0844,-2.3639,Hepatocytes,Control
l5835,-4.0343,-3.9832,Hepatocytes,Treat
l5836,-4.7613,-4.3155,Hepatocytes,Control
l5837,-2.4989,-3.7413,Hepatocytes,Control
l5838,-2.815,-3.7297,Hepatocytes,Treat
l5839,-2.8706,-3.0745,Hepatocytes,Control
l5840,-4.0601,-4.4882,Hepatocytes,Control
l5841,-2.8884,-3.1452,Hepatocytes,Treat
l5842,-2.7788,-3.5282,Hepatocytes,Control
l5843,-1.8132,-4.0118,Hepatocytes,Control
l5844,-0.4076,-4.069,Hepatocytes,Treat
l5845,-1.7639,-3.8858,Hepatocytes,Control
l5846,-4.5525,-3.0543,Hepatocytes,Control
l5847,-2.5436,-3.0881,Hepatocytes,Treat
l5848,-2.4854,-3.129,Hepatocytes,Control
l5849,-0.737,-2.5314,Hepatocytes,Control
l5850,-4.1146,-2.6534,Hepatocytes,Treat
l5851,-5.2295,-2.3579,Hepatocytes,Control
l5852,-0.64,-4.8588,Hepatocytes,Control
l5853,-4.6913,-3.868,Hepatocytes,Treat
l5854,-4.1547,-4.93,Hepatocytes,Control
l5855,-1.7367,-3.7169,Hepatocytes,Control
l5856,-2.0654,-3.355,Hepatocytes,Treat
l5857,-4.4439,-4.5465,Hepatocytes,Control
l5858,-2.4804,-4.2248,Hepatocytes,Control
l5859,-3.494,-2.2175,Hepatocytes,Treat
l5860,-5.2851,-4.4265,Hepatocytes,Control
l5861,-3.9051,-3.5642,Hepatocytes,Control
l5862,-2.5858,-3.9546,Hepatocytes,Treat
l5863,-3.1322,-2.8578,Hepatocytes,Control
l5864,-3.6201,-3.4726,Hepatocytes,Control
l5865,-2.7982,-2.0852,Hepatocytes,Treat
l5866,-4.7718,-2.7286,Hepatocytes,Control
l5867,-2.2484,-3.0778,Hepatocytes,Control
l5868,-3.9905,-3.411,Hepatocytes,Treat
l5869,-1.5594,-1.72,Hepatocytes,Control
l5870,-4.2349,-2.746,Hepatocytes,Control
l5871,-3.5084,-3.7724,Hepatocytes,Treat
l5872,-2.5233,-3.2168,Hepatocytes,Control
l5873,-1.2919,-2.716,Hepatocytes,Control
l5874,-4.3126,-4.4274,Hepatocytes,Treat
l5875,-4.6844,-4.6427,Hepatocytes,Control
l5876,-3.1252,-4.1063,Hepatocytes,Control
l5877,-4.614,-3.1232,Hepatocytes,Treat
l5878,-3.429,-2.1149,Hepatocytes,Control
l5879,-4.4509,-3.7066,Hepatocytes,Control
l5880,-4.4278,-5.0754,Hepatocytes,Treat
l5881,-3.0503,-2.566,Hepatocytes,Control
l5882,-3.8552,-3.7463,Hepatocytes,Control
l5883,-1.8102,-3.9336,Hepatocytes,Treat
l5884,-2.3583,-3.9274,Hepatocytes,Control
l5885,-3.9258,-5.1563,Hepatocytes,Control
l5886,-3.039,-3.8874,Hepatocytes,Treat
l5887,-1.2965,-5.3563,Hepatocytes,Control
l5888,-5.3307,-3.0938,Hepatocytes,Control
l5889,-2.8854,-4.026,Hepatocytes,Treat
l5890,-4.2622,-3.8711,Hepatocytes,Control
l5891,-2.2385,-3.0393,Hepatocytes,Control
l5892,-2.4283,-4.2677,Hepatocytes,Treat
l5893,-3.0996,-2.3636,Hepatocytes,Control
l5894,-3.8176,-3.0997,Hepatocytes,Control
l5895,-2.9057,-3.9892,Hepatocytes,Treat
l5896,-2.1176,-2.6855,Hepatocytes,Control
l5897,-3.8828,-3.5533,Hepatocytes,Control
l5898,-4.2246,-4.4783,Hepatocytes,Treat
l5899,-2.9276,-4.5018,Hepatocytes,Control
l5900,-1.9499,-3.1019,Hepatocytes,Control
l5901,-1.6854,-3.699,Hepatocytes,Treat
l5902,-3.3401,-3.5198,Hepatocytes,Control
l5903,-4.9191,-3.4615,Hepatocytes,Control
l5904,-2.1445,-1.8468,Hepatocytes,Treat
l5905,-4.6115,-3.2146,Hepatocytes,Control
l5906,-3.9299,-3.0089,Hepatocytes,Control
l5907,-3.6036,-2.5257,Hepatocytes,Treat
l5908,-4.7284,-3.2265,Hepatocytes,Control
l5909,-2.9122,-2.3039,Hepatocytes,Control
l5910,-3.5625,-3.9309,Hepatocytes,Treat
l5911,-1.8214,-4.9341,Hepatocytes,Control
l5912,-4.7147,-4.5336,Hepatocytes,Control
l5913,-2.9672,-3.8617,Hepatocytes,Treat
l5914,-3.9516,-3.9314,Hepatocytes,Control
l5915,-1.9906,-2.8326,Hepatocytes,Control
l5916,-2.2587,-1.7832,Hepatocytes,Treat
l5917,-3.8118,-3.3081,Hepatocytes,Control
l5918,-1.5332,-2.1499,Hepatocytes,Control
l5919,-2.2798,-4.0845,Hepatocytes,Treat
l5920,-4.5175,-2.8786,Hepatocytes,Control
l5921,-2.8036,-3.0428,Hepatocytes,Control
l5922,-2.3228,-4.0303,Hepatocytes,Treat
l5923,-2.1399,-3.3609,Hepatocytes,Control
l5924,-3.6491,-3.4634,Hepatocytes,Control
l5925,-3.0443,-4.1469,Hepatocytes,Treat
l5926,-3.6051,-3.2364,Hepatocytes,Control
l5927,-3.1886,-5.2226,Hepatocytes,Control
l5928,-3.502,-2.8068,Hepatocytes,Treat
l5929,-4.7372,-4.1237,Hepatocytes,Control
l5930,-2.2002,-4.1398,Hepatocytes,Control
l5931,-3.8978,-2.5752,Hepatocytes,Treat
l5932,-2.1219,-4.5917,Hepatocytes,Control
l5933,-2.9091,-3.4368,Hepatocytes,Control
l5934,-4.5152,-4.0437,Hepatocytes,Treat
l5935,-3.1439,-3.6926,Hepatocytes,Control
l5936,-2.6884,-4.9964,Hepatocytes,Control
l5937,-2.5836,-3.1489,Hepatocytes,Treat
l5938,-2.5749,-4.2598,Hepatocytes,Control
l5939,-4.5905,-4.45,Hepatocytes,Control
l5940,-3.8884,-5.1029,Hepatocytes,Treat
l5941,-2.6812,-3.7105,Hepatocytes,Control
l5942,-2.6378,-2.515,Hepatocytes,Control
l5943,-3.8011,-4.4394,Hepatocytes,Treat
l5944,-5.3721,-3.4134,Hepatocytes,Control
l5945,-2.3551,-2.4379,Hepatocytes,Control
l5946,-4.0495,-3.181,Hepatocytes,Treat
l5947,-1.7871,-4.8723,Hepatocytes,Control
l5948,-3.007,-3.2196,Hepatocytes,Control
l5949,-3.8951,-3.3534,Hepatocytes,Treat
l5950,-3.504,-5.81,Hepatocytes,Control
l5951,-4.6547,-3.3231,Hepatocytes,Control
l5952,-3.4088,-3.8775,Hepatocytes,Treat
l5953,-2.2249,-4.409,Hepatocytes,Control
l5954,-3.3417,-3.2815,Hepatocytes,Control
l5955,-3.8467,-2.3043,Hepatocytes,Treat
l5956,-1.7752,-3.4409,Hepatocytes,Control
l5957,-2.9285,-2.2314,Hepatocytes,Control
l5958,-2.3767,-3.1654,Hepatocytes,Treat
l5959,-3.4524,-1.8486,Hepatocytes,Control
l5960,-3.1171,-2.7954,Hepatocytes,Control
l5961,-3.552,-4.1245,Hepatocytes,Treat
l5962,-5.0416,-3.452,Hepatocytes,Control
l5963,-2.9996,-3.586,Hepatocytes,Control
l5964,-2.4808,-3.164,Hepatocytes,Treat
l5965,-3.0961,-2.728,Hepatocytes,Control
l5966,-3.2004,-2.1336,Hepatocytes,Control
l5967,-3.1637,-3.2322,Hepatocytes,Treat
l5968,-4.6467,-4.9021,Hepatocytes,Control
l5969,-1.3991,-3.62,Hepatocytes,Control
l5970,-4.1209,-3.4608,Hepatocytes,Treat
l5971,-3.1561,-3.4493,Hepatocytes,Control
l5972,-3.588,-3.8066,Hepatocytes,Control
l5973,-4.5069,-3.8282,Hepatocytes,Treat
l5974,-3.3049,-5.2178,Hepatocytes,Control
l5975,-4.2982,-3.8443,Hepatocytes,Control
l5976,-2.915,-3.6922,Hepatocytes,Treat
l5977,-3.2994,-3.1925,Hepatocytes,Control
l5978,-4.1305,-3.0324,Hepatocytes,Control
l5979,-3.3667,-4.723,Hepatocytes,Treat
l5980,-1.1898,-2.4922,Hepatocytes,Control
l5981,-2.8402,-3.5971,Hepatocytes,Control
l5982,-4.2451,-1.8914,Hepatocytes,Treat
l5983,-5.0741,-4.4295,Hepatocytes,Control
l5984,-1.6227,-3.4755,Hepatocytes,Control
l5985,-4.993,-5.0396,Hepatocytes,Treat
l5986,-3.6723,-2.4963,Hepatocytes,Control
l5987,-1.8335,-3.957,Hepatocytes,Control
l5988,-3.1869,-5.1354,Hepatocytes,Treat
l5989,-1.9853,-2.9815,Hepatocytes,Control
l5990,-3.3673,-3.6514,Hepatocytes,Control
l5991,-1.142,-4.3641,Hepatocytes,Treat
l5992,-4.5275,-4.8114,Hepatocytes,Control
l5993,-3.2182,-2.7707,Hepatocytes,Control
l5994,-1.8371,-3.5624,Hepatocytes,Treat
l5995,-3.9635,-1.8686,Hepatocytes,Control
l5996,-3.8535,-4.747,Hepatocytes,Control
l5997,-3.242,-3.1826,Hepatocytes,Treat
l5998,-2.9777,-1.8708,Hepatocytes,Control
l5999,-2.6031,-3.4335,Hepatocytes,Control
l6000,-2.8157,-2.998,Hepatocytes,Treat
l6001,-4.8389,-4.4721,Hepatocytes,Control
l6002,-2.5995,-3.8085,Hepatocytes,Control
l6003,-2.0453,-3.3106,Hepatocytes,Treat
l6004,-2.4624,-4.5537,Hepatocytes,Control
l6005,-3.1269,-2.9244,Hepatocytes,Control
l6006,-3.0789,-2.9472,Hepatocytes,Treat
l6007,-4.4915,-3.7642,Hepatocytes,Control
l6008,-4.9568,-4.0028,Hepatocytes,Control
l6009,-1.354,-3.7077,Hepatocytes,Treat
l6010,-1.5992,-3.5319,Hepatocytes,Control
l6011,-1.8427,-3.3044,Hepatocytes,Control
l6012,-2.4888,-3.5395,Hepatocytes,Treat
l6013,-2.3068,-2.3772,Hepatocytes,Control
l6014,-1.8325,-3.563,Hepatocytes,Control
l6015,-4.906,-2.8572,Hepatocytes,Treat
l6016,-4.2004,-3.5992,Hepatocytes,Control
l6017,-4.7054,-2.7186,Hepatocytes,Control
l6018,-3.729,-3.008,Hepatocytes,Treat
l6019,-4.6149,-2.9478,Hepatocytes,Control
l6020,-2.947,-3.4583,Hepatocytes,Control
l6021,-2.247,-4.6365,Hepatocytes,Treat
l6022,-2.1975,-3.9483,Hepatocytes,Control
l6023,-0.5829,-2.4642,Hepatocytes,Control
l6024,-2.1412,-3.0469,Hepatocytes,Treat
l6025,-6.1319,-3.3258,Hepatocytes,Control
l6026,-3.8271,-4.2491,Hepatocytes,Control
l6027,-3.6142,-3.518,Hepatocytes,Treat
l6028,-4.1694,-4.2827,Hepatocytes,Control
l6029,-3.5043,-3.1828,Hepatocytes,Control
l6030,-3.0669,-3.9387,Hepatocytes,Treat
l6031,-3.853,-3.794,Hepatocytes,Control
l6032,-1.4891,-2.9455,Hepatocytes,Control
l6033,-4.0059,-4.0385,Hepatocytes,Treat
l6034,-3.8508,-3.0709,Hepatocytes,Control
l6035,-4.6214,-5.0258,Hepatocytes,Control
l6036,-2.6653,-3.4023,Hepatocytes,Treat
l6037,-3.3413,-2.0621,Hepatocytes,Control
l6038,-1.5695,-3.6037,Hepatocytes,Control
l6039,-3.964,-2.7375,Hepatocytes,Treat
l6040,-5.6154,-3.8502,Hepatocytes,Control
l6041,-3.231,-3.7226,Hepatocytes,Control
l6042,-2.7695,-4.024,Hepatocytes,Treat
l6043,-3.7466,-2.2508,Hepatocytes,Control
l6044,-1.0998,-3.6554,Hepatocytes,Control
l6045,-2.4916,-4.9804,Hepatocytes,Treat
l6046,-4.7068,-2.7929,Hepatocytes,Control
l6047,-3.2424,-3.5796,Hepatocytes,Control
l6048,-2.539,-3.976,Hepatocytes,Treat
l6049,-2.9227,-3.6845,Hepatocytes,Control
l6050,-3.5062,-3.0363,Hepatocytes,Control
l6051,-6.4119,-3.0056,Hepatocytes,Treat
l6052,-4.8288,-4.6657,Hepatocytes,Control
l6053,-3.0385,-2.18,Hepatocytes,Control
l6054,-1.0756,-3.359,Hepatocytes,Treat
l6055,-3.3073,-3.486,Hepatocytes,Control
l6056,-2.0671,-2.5144,Hepatocytes,Control
l6057,-1.3814,-2.4326,Hepatocytes,Treat
l6058,-3.7735,-4.6977,Hepatocytes,Control
l6059,-2.0781,-3.7975,Hepatocytes,Control
l6060,-1.3296,-3.0204,Hepatocytes,Treat
l6061,-4.5286,-4.7198,Hepatocytes,Control
l6062,-3.3102,-4.2265,Hepatocytes,Control
l6063,-3.9025,-2.5118,Hepatocytes,Treat
l6064,-2.8092,-3.1457,Hepatocytes,Control
l6065,-1.9566,-1.9373,Hepatocytes,Control
l6066,-3.2126,-3.5535,Hepatocytes,Treat
l6067,-3.3277,-3.3157,Hepatocytes,Control
l6068,-3.3601,-2.8812,Hepatocytes,Control
l6069,-1.4064,-2.3607,Hepatocytes,Treat
l6070,-3.9755,-4.2887,Hepatocytes,Control
l6071,-4.7306,-4.459,Hepatocytes,Control
l6072,-4.8258,-4.399,Hepatocytes,Treat
l6073,-3.8129,-3.0706,Hepatocytes,Control
l6074,-3.1354,-4.8702,Hepatocytes,Control
l6075,-1.0019,-4.2434,Hepatocytes,Treat
l6076,-3.1211,-4.1723,Hepatocytes,Control
l6077,-3.0301,-4.1093,Hepatocytes,Control
l6078,-4.5564,-4.0211,Hepatocytes,Treat
l6079,-3.3057,-5.0457,Hepatocytes,Control
l6080,-5.7506,-3.0492,Hepatocytes,Control
l6081,-4.7786,-4.877,Hepatocytes,Treat
l6082,-2.7858,-4.2214,Hepatocytes,Control
l6083,-3.0194,-4.4339,Hepatocytes,Control
l6084,-3.8649,-3.2248,Hepatocytes,Treat
l6085,-3.9008,-3.5351,Hepatocytes,Control
l6086,-2.5748,-2.9814,Hepatocytes,Control
l6087,-2.4828,-1.993,Hepatocytes,Treat
l6088,-4.0015,-3.2716,Hepatocytes,Control
l6089,-4.015,-2.863,Hepatocytes,Control
l6090,-3.9923,-3.1375,Hepatocytes,Treat
l6091,-1.4531,-2.5708,Hepatocytes,Control
l6092,-4.4313,-4.5589,Hepatocytes,Control
l6093,-3.764,-3.2971,Hepatocytes,Treat
l6094,-4.5035,-2.738,Hepatocytes,Control
l6095,-4.9355,-1.8157,Hepatocytes,Control
l6096,-3.1296,-5.7534,Hepatocytes,Treat
l6097,-3.7376,-3.285,Hepatocytes,Control
l6098,-3.5954,-2.5525,Hepatocytes,Control
l6099,-5.2166,-2.8866,Hepatocytes,Treat
l6100,-3.7857,-5.1649,Hepatocytes,Control
l6101,-3.5669,-2.0588,Hepatocytes,Control
l6102,-3.3692,-3.8353,Hepatocytes,Treat
l6103,-1.6029,-3.4395,Hepatocytes,Control
l6104,-2.6335,-4.6543,Hepatocytes,Control
l6105,-1.7213,-2.8422,Hepatocytes,Treat
l6106,-3.4616,-3.6632,Hepatocytes,Control
l6107,-3.6958,-4.1534,Hepatocytes,Control
l6108,-5.9,-3.3939,Hepatocytes,Treat
l6109,-2.7096,-3.8269,Hepatocytes,Control
l6110,-2.1223,-3.7582,Hepatocytes,Control
l6111,-1.7865,-5.3247,Hepatocytes,Treat
l6112,-3.2229,-2.465,Hepatocytes,Control
l6113,-3.1126,-4.4751,Hepatocytes,Control
l6114,-4.0085,-3.7832,Hepatocytes,Treat
l6115,-2.4217,-3.959,Hepatocytes,Control
l6116,-1.7841,-3.3061,Hepatocytes,Control
l6117,-3.2716,-2.8794,Hepatocytes,Treat
l6118,-2.4414,-4.0875,Hepatocytes,Control
l6119,-3.6126,-3.7616,Hepatocytes,Control
l6120,-3.618,-3.3996,Hepatocytes,Treat
l6121,-3.8054,-4.0061,Hepatocytes,Control
l6122,-3.4709,-2.95,Hepatocytes,Control
l6123,-2.9686,-4.1971,Hepatocytes,Treat
l6124,-2.1472,-3.9078,Hepatocytes,Control
l6125,-0.9745,-2.4796,Hepatocytes,Control
l6126,-1.6024,-4.0863,Hepatocytes,Treat
l6127,-3.8412,-3.6326,Hepatocytes,Control
l6128,-4.447,-3.3222,Hepatocytes,Control
l6129,-3.9289,-2.1649,Hepatocytes,Treat
l6130,-4.0907,-4.4638,Hepatocytes,Control
l6131,-4.441,-2.354,Hepatocytes,Control
l6132,-1.3056,-2.7145,Hepatocytes,Treat
l6133,-1.343,-2.8887,Hepatocytes,Control
l6134,-2.6561,-3.8232,Hepatocytes,Control
l6135,-3.5432,-2.757,Hepatocytes,Treat
l6136,-4.1701,-4.3586,Hepatocytes,Control
l6137,-2.8938,-4.2606,Hepatocytes,Control
l6138,-3.6572,-3.5309,Hepatocytes,Treat
l6139,-4.4998,-3.3032,Hepatocytes,Control
l6140,-5.5079,-4.6275,Hepatocytes,Control
l6141,-2.5275,-3.945,Hepatocytes,Treat
l6142,-3.1943,-3.7953,Hepatocytes,Control
l6143,-3.2757,-0.8665,Hepatocytes,Control
l6144,-2.8688,-3.3899,Hepatocytes,Treat
l6145,-3.073,-3.7555,Hepatocytes,Control
l6146,-2.5427,-2.6627,Hepatocytes,Control
l6147,-3.0196,-2.4059,Hepatocytes,Treat
l6148,-3.0362,-3.4429,Hepatocytes,Control
l6149,-3.3249,-3.2861,Hepatocytes,Control
l6150,-1.7669,-2.3424,Hepatocytes,Treat
l6151,-6.0205,-3.9376,Hepatocytes,Control
l6152,-2.6783,-2.4477,Hepatocytes,Control
l6153,-4.2226,-2.9514,Hepatocytes,Treat
l6154,-0.8438,-4.8935,Hepatocytes,Control
l6155,-4.228,-2.5893,Hepatocytes,Control
l6156,-5.0687,-1.8265,Hepatocytes,Treat
l6157,-3.5144,-3.0734,Hepatocytes,Control
l6158,-3.1441,-3.4131,Hepatocytes,Control
l6159,-3.0887,-3.265,Hepatocytes,Treat
l6160,-3.595,-3.8875,Hepatocytes,Control
l6161,-4.4164,-2.629,Hepatocytes,Control
l6162,-2.6684,-3.8013,Hepatocytes,Treat
l6163,-4.1485,-2.8607,Hepatocytes,Control
l6164,-3.634,-4.4086,Hepatocytes,Control
l6165,-3.303,-3.0692,Hepatocytes,Treat
l6166,-2.3024,-1.9093,Hepatocytes,Control
l6167,-3.7609,-2.8184,Hepatocytes,Control
l6168,-3.5738,-4.561,Hepatocytes,Treat
l6169,-1.2524,-4.0773,Hepatocytes,Control
l6170,-2.4509,-3.5461,Hepatocytes,Control
l6171,-4.2951,-3.2092,Hepatocytes,Treat
l6172,-4.2961,-2.9007,Hepatocytes,Control
l6173,-3.2024,-5.4407,Hepatocytes,Control
l6174,-5.3923,-3.1394,Hepatocytes,Treat
l6175,-4.7569,-3.0607,Hepatocytes,Control
l6176,-5.1635,-3.1054,Hepatocytes,Control
l6177,-3.1985,-3.7777,Hepatocytes,Treat
l6178,-0.9217,-4.4927,Hepatocytes,Control
l6179,-4.8412,-2.225,Hepatocytes,Control
l6180,-2.6987,-4.206,Hepatocytes,Treat
l6181,-2.4152,-2.1198,Hepatocytes,Control
l6182,-3.6495,-2.7354,Hepatocytes,Control
l6183,-4.645,-2.8024,Hepatocytes,Treat
l6184,-3.5634,-4.0148,Hepatocytes,Control
l6185,-2.946,-5.706,Hepatocytes,Control
l6186,-4.4629,-1.7829,Hepatocytes,Treat
l6187,-4.4532,-4.2262,Hepatocytes,Control
l6188,-2.5539,-3.1724,Hepatocytes,Control
l6189,-3.7412,-2.8496,Hepatocytes,Treat
l6190,-3.9116,-4.1327,Hepatocytes,Control
l6191,-2.7435,-4.6861,Hepatocytes,Control
l6192,-4.421,-2.9712,Hepatocytes,Treat
l6193,-3.3807,-2.8415,Hepatocytes,Control
l6194,-4.2803,-3.4803,Hepatocytes,Control
l6195,-2.694,-3.3631,Hepatocytes,Treat
l6196,-3.6026,-2.4567,Hepatocytes,Control
l6197,-3.5031,-2.9019,Hepatocytes,Control
l6198,-3.758,-3.6194,Hepatocytes,Treat
l6199,-5.4507,-2.8958,Hepatocytes,Control
l6200,-2.9855,-2.2111,Hepatocytes,Control
l6201,-1.7227,-3.8151,Hepatocytes,Treat
l6202,-3.6958,-2.8819,Hepatocytes,Control
l6203,-2.8531,-2.6063,Hepatocytes,Control
l6204,-3.6567,-1.8826,Hepatocytes,Treat
l6205,-2.7948,-5.2996,Hepatocytes,Control
l6206,-4.7751,-2.4257,Hepatocytes,Control
l6207,-1.7472,-3.5701,Hepatocytes,Treat
l6208,-3.2793,-2.6851,Hepatocytes,Control
l6209,-2.85,-3.3843,Hepatocytes,Control
l6210,-4.0605,-2.6117,Hepatocytes,Treat
l6211,-2.8816,-2.9041,Hepatocytes,Control
l6212,-6.4063,-5.1984,Hepatocytes,Control
l6213,-0.7557,-3.007,Hepatocytes,Treat
l6214,-3.3693,-2.7787,Hepatocytes,Control
l6215,-3.5951,-3.2939,Hepatocytes,Control
l6216,-4.511,-4.2174,Hepatocytes,Treat
l6217,-4.0656,-3.0634,Hepatocytes,Control
l6218,-3.3645,-2.5446,Hepatocytes,Control
l6219,-3.2702,-4.2821,Hepatocytes,Treat
l6220,-5.0712,-3.007,Hepatocytes,Control
l6221,-3.6453,-2.6256,Hepatocytes,Control
l6222,-2.9164,-4.6585,Hepatocytes,Treat
l6223,-1.9077,-2.5732,Hepatocytes,Control
l6224,-2.4894,-3.1093,Hepatocytes,Control
l6225,-1.831,-3.5325,Hepatocytes,Treat
l6226,-2.0402,-3.072,Hepatocytes,Control
l6227,-3.394,-4.5564,Hepatocytes,Control
l6228,-4.1357,-2.5623,Hepatocytes,Treat
l6229,-3.1649,-2.7429,Hepatocytes,Control
l6230,-4.762,-4.5668,Hepatocytes,Control
l6231,-3.7617,-4.1923,Hepatocytes,Treat
l6232,-2.8662,-6.2166,Hepatocytes,Control
l6233,-3.1303,-4.8417,Hepatocytes,Control
