cell,UMAP_1,UMAP_2,celltype,group
c35425,5.2446,2.8112,smooth muscle cells,Control
c35426,5.3043,1.4835,smooth muscle cells,Control
c35427,5.8334,2.4092,smooth muscle cells,Control
c35428,6.9365,4.2466,smooth muscle cells,HF
c35429,7.7165,3.864,smooth muscle cells,Control
c35430,6.7062,4.2057,smooth muscle cells,Control
c35431,8.745,4.4516,smooth muscle cells,Control
c35432,5.6227,4.9747,smooth muscle cells,HF
c35433,3.8245,3.282,smooth muscle cells,Control
c35434,6.9084,2.8564,smooth muscle cells,Control
c35435,5.8905,2.1784,smooth muscle cells,Control
c35436,4.5847,1.3285,smooth muscle cells,HF
c35437,6.2003,3.8395,smooth muscle cells,Control
c35438,4.9341,3.5284,smooth muscle cells,Control
c35439,7.5326,3.0668,smooth muscle cells,Control
c35440,5.6257,4.8626,smooth muscle cells,HF
c35441,7.5307,5.2297,smooth muscle cells,Control
c35442,9.4421,2.4948,smooth muscle cells,Control
c35443,7.4747,4.9465,smooth muscle cells,Control
c35444,3.0498,3.694,smooth muscle cells,HF
c35445,6.9692,3.724,smooth muscle cells,Control
c35446,4.262,5.8705,smooth muscle cells,Control
c35447,6.3937,5.2726,smooth muscle cells,Control
c35448,6.9596,3.6322,smooth muscle cells,HF
c35449,5.1594,1.5101,smooth muscle cells,Control
c35450,7.4478,3.8349,smooth muscle cells,Control
c35451,3.7479,2.0253,smooth muscle cells,Control
c35452,3.8313,4.4682,smooth muscle cells,HF
c35453,3.7607,3.6911,smooth muscle cells,Control
c35454,6.4823,2.2868,smooth muscle cells,Control
c35455,5.3755,3.3254,smooth muscle cells,Control
c35456,4.7121,3.2759,smooth muscle cells,HF
c35457,7.5322,2.4293,smooth muscle cells,Control
c35458,6.9553,4.9093,smooth muscle cells,Control
c35459,5.3948,3.6625,smooth muscle cells,Control
c35460,3.8885,2.2534,smooth muscle cells,HF
c35461,7.7934,5.6559,smooth muscle cells,Control
c35462,6.637,3.1418,smooth muscle cells,Control
c35463,4.4023,3.934,smooth muscle cells,Control
c35464,6.3698,2.5389,smooth muscle cells,HF
c35465,5.1766,3.1163,smooth muscle cells,Control
c35466,7.2108,4.9708,smooth muscle cells,Control
c35467,7.7685,2.3148,smooth muscle cells,Control
c35468,8.9618,3.863,smooth muscle cells,HF
c35469,7.1067,3.4383,smooth muscle cells,Control
c35470,4.9379,3.7375,smooth muscle cells,Control
c35471,5.3773,3.7368,smooth muscle cells,Control
c35472,7.7966,6.2681,smooth muscle cells,HF
c35473,4.7582,3.6536,smooth muscle cells,Control
c35474,5.5836,4.7629,smooth muscle cells,Control
c35475,5.1092,4.4652,smooth muscle cells,Control
c35476,7.1408,5.0016,smooth muscle cells,HF
c35477,7.8522,2.8773,smooth muscle cells,Control
c35478,7.8783,3.1846,smooth muscle cells,Control
c35479,4.9582,3.9292,smooth muscle cells,Control
c35480,6.9614,5.0079,smooth muscle cells,HF
c35481,4.8581,4.0135,smooth muscle cells,Control
c35482,3.8319,3.261,smooth muscle cells,Control
c35483,5.3187,4.6673,smooth muscle cells,Control
c35484,6.3609,2.3821,smooth muscle cells,HF
c35485,5.2064,5.1561,smooth muscle cells,Control
c35486,3.4506,4.7612,smooth muscle cells,Control
c35487,4.6188,2.9121,smooth muscle cells,Control
c35488,5.9398,5.6614,smooth muscle cells,HF
c35489,6.0386,3.7009,smooth muscle cells,Control
c35490,5.452,4.6937,smooth muscle cells,Control
c35491,3.7887,3.1531,smooth muscle cells,Control
c35492,6.255,4.3706,smooth muscle cells,HF
c35493,6.8797,3.8147,smooth muscle cells,Control
c35494,6.2006,3.8577,smooth muscle cells,Control
c35495,4.2615,3.6001,smooth muscle cells,Control
c35496,6.2512,3.3754,smooth muscle cells,HF
c35497,4.4326,3.3026,smooth muscle cells,Control
c35498,5.7904,3.1656,smooth muscle cells,Control
c35499,4.9551,4.2815,smooth muscle cells,Control
c35500,8.3767,5.2955,smooth muscle cells,HF
c35501,4.85,5.0588,smooth muscle cells,Control
c35502,8.0272,1.9691,smooth muscle cells,Control
c35503,4.5401,4.0315,smooth muscle cells,Control
c35504,4.5528,4.5975,smooth muscle cells,HF
c35505,7.0603,3.1695,smooth muscle cells,Control
c35506,8.2835,2.3295,smooth muscle cells,Control
c35507,5.1208,4.7958,smooth muscle cells,Control
c35508,5.8818,4.6103,smooth muscle cells,HF
c35509,6.9957,4.032,smooth muscle cells,Control
c35510,5.2384,4.8686,smooth muscle cells,Control
c35511,7.9516,3.4645,smooth muscle cells,Control
c35512,8.3752,3.8584,smooth muscle cells,HF
c35513,5.6006,3.5605,smooth muscle cells,Control
c35514,4.1427,4.039,smooth muscle cells,Control
c35515,5.1744,3.2752,smooth muscle cells,Control
c35516,6.9913,4.0167,smooth muscle cells,HF
c35517,5.1013,6.2911,smooth muscle cells,Control
c35518,7.9164,1.745,smooth muscle cells,Control
c35519,7.4425,3.9167,smooth muscle cells,Control
c35520,7.146,4.0256,smooth muscle cells,HF
c35521,2.155,3.6581,smooth muscle cells,Control
c35522,5.9777,3.0369,smooth muscle cells,Control
c35523,6.3077,5.0589,smooth muscle cells,Control
c35524,7.1733,2.5443,smooth muscle cells,HF
c35525,7.4795,4.4712,smooth muscle cells,Control
c35526,5.7522,4.5866,smooth muscle cells,Control
c35527,4.7137,3.9473,smooth muscle cells,Control
c35528,6.2748,3.9721,smooth muscle cells,HF
c35529,6.8594,3.4234,smooth muscle cells,Control
c35530,4.5183,4.8522,smooth muscle cells,Control
c35531,6.2062,4.2337,smooth muscle cells,Control
c35532,7.1686,4.2353,smooth muscle cells,HF
c35533,5.9416,3.824,smooth muscle cells,Control
c35534,4.568,3.9884,smooth muscle cells,Control
c35535,4.9869,2.165,smooth muscle cells,Control
c35536,6.2797,3.1157,smooth muscle cells,HF
c35537,8.8251,4.8914,smooth muscle cells,Control
c35538,7.4848,3.1733,smooth muscle cells,Control
c35539,5.0675,4.192,smooth muscle cells,Control
c35540,3.7101,5.4698,smooth muscle cells,HF
c35541,5.6136,1.7571,smooth muscle cells,Control
c35542,4.064,2.0325,smooth muscle cells,Control
c35543,6.1118,4.3011,smooth muscle cells,Control
c35544,5.8203,4.0192,smooth muscle cells,HF
c35545,9.613,2.8977,smooth muscle cells,Control
c35546,6.3946,3.2726,smooth muscle cells,Control
c35547,6.7961,3.8257,smooth muscle cells,Control
c35548,9.3473,5.0097,smooth muscle cells,HF
c35549,9.5244,4.1045,smooth muscle cells,Control
c35550,2.9063,3.1594,smooth muscle cells,Control
c35551,8.5442,3.1104,smooth muscle cells,Control
c35552,6.6451,4.6892,smooth muscle cells,HF
c35553,6.4892,4.0464,smooth muscle cells,Control
c35554,6.5357,2.7468,smooth muscle cells,Control
c35555,5.4654,3.5318,smooth muscle cells,Control
c35556,6.1998,3.2517,smooth muscle cells,HF
c35557,5.0707,3.2082,smooth muscle cells,Control
c35558,6.6542,4.4521,smooth muscle cells,Control
c35559,4.0709,4.8708,smooth muscle cells,Control
c35560,5.1442,4.293,smooth muscle cells,HF
c35561,5.5644,4.5205,smooth muscle cells,Control
c35562,8.1432,4.2574,smooth muscle cells,Control
c35563,6.3916,2.7559,smooth muscle cells,Control
c35564,5.2862,3.2586,smooth muscle cells,HF
c35565,7.424,5.2261,smooth muscle cells,Control
c35566,4.6635,2.8184,smooth muscle cells,Control
c35567,7.5257,5.7925,smooth muscle cells,Control
c35568,5.9331,3.5636,smooth muscle cells,HF
c35569,6.3606,3.1658,smooth muscle cells,Control
c35570,7.7101,1.1835,smooth muscle cells,Control
c35571,6.7651,3.6746,smooth muscle cells,Control
c35572,5.8227,4.2619,smooth muscle cells,HF
c35573,4.692,5.176,smooth muscle cells,Control
c35574,6.6437,3.6237,smooth muscle cells,Control
c35575,7.155,2.8526,smooth muscle cells,Control
c35576,7.2687,2.1008,smooth muscle cells,HF
c35577,6.8979,1.1055,smooth muscle cells,Control
c35578,6.8237,2.5505,smooth muscle cells,Control
c35579,7.9203,4.7357,smooth muscle cells,Control
c35580,7.4794,2.8979,smooth muscle cells,HF
c35581,5.6287,5.8524,smooth muscle cells,Control
c35582,4.4066,3.0825,smooth muscle cells,Control
c35583,5.0771,2.3529,smooth muscle cells,Control
c35584,5.6267,3.283,smooth muscle cells,HF
c35585,5.5989,3.8392,smooth muscle cells,Control
c35586,4.3419,1.81,smooth muscle cells,Control
c35587,5.7699,2.8229,smooth muscle cells,Control
c35588,5.9718,2.3587,smooth muscle cells,HF
c35589,5.5252,4.9454,smooth muscle cells,Control
c35590,6.876,4.8788,smooth muscle cells,Control
c35591,5.5875,4.1526,smooth muscle cells,Control
c35592,6.8912,4.0777,smooth muscle cells,HF
c35593,5.7393,3.0828,smooth muscle cells,Control
c35594,5.9859,4.128,smooth muscle cells,Control
c35595,9.1586,5.4257,smooth muscle cells,Control
c35596,7.6325,2.6449,smooth muscle cells,HF
c35597,5.4414,6.9167,smooth muscle cells,Control
c35598,9.2986,5.6843,smooth muscle cells,Control
c35599,6.0283,3.6153,smooth muscle cells,Control
c35600,4.8059,3.0354,smooth muscle cells,HF
c35601,4.3397,1.898,smooth muscle cells,Control
c35602,4.9073,4.3384,smooth muscle cells,Control
c35603,8.3464,5.5871,smooth muscle cells,Control
c35604,5.5209,3.714,smooth muscle cells,HF
c35605,5.5828,4.7321,smooth muscle cells,Control
c35606,3.2611,5.0419,smooth muscle cells,Control
c35607,8.6031,5.1266,smooth muscle cells,Control
c35608,6.157,2.7059,smooth muscle cells,HF
c35609,6.6605,3.0258,smooth muscle cells,Control
c35610,7.1823,5.3383,smooth muscle cells,Control
c35611,5.6955,4.6167,smooth muscle cells,Control
c35612,4.534,5.4065,smooth muscle cells,HF
c35613,4.9548,2.8411,smooth muscle cells,Control
c35614,7.4412,2.0099,smooth muscle cells,Control
c35615,4.9245,2.6864,smooth muscle cells,Control
c35616,7.2917,3.182,smooth muscle cells,HF
c35617,5.9721,4.7892,smooth muscle cells,Control
c35618,4.2097,3.1782,smooth muscle cells,Control
c35619,2.8788,1.988,smooth muscle cells,Control
c35620,4.6536,2.7024,smooth muscle cells,HF
c35621,5.0112,3.6329,smooth muscle cells,Control
c35622,5.6934,3.2285,smooth muscle cells,Control
c35623,6.747,3.2455,smooth muscle cells,Control
c35624,7.554,3.7614,smooth muscle cells,HF
c35625,5.1969,4.1825,smooth muscle cells,Control
c35626,6.016,3.7877,smooth muscle cells,Control
c35627,5.7616,2.7508,smooth muscle cells,Control
c35628,6.2493,3.8504,smooth muscle cells,HF
c35629,6.8155,4.2757,smooth muscle cells,Control
c35630,4.7607,3.7327,smooth muscle cells,Control
c35631,8.4607,3.3338,smooth muscle cells,Control
c35632,6.2515,4.93,smooth muscle cells,HF
c35633,7.0224,3.7657,smooth muscle cells,Control
c35634,6.2812,3.9454,smooth muscle cells,Control
c35635,4.7368,2.8706,smooth muscle cells,Control
c35636,5.9613,4.6228,smooth muscle cells,HF
c35637,5.5735,5.6131,smooth muscle cells,Control
c35638,5.3968,2.8718,smooth muscle cells,Control
c35639,4.1493,6.477,smooth muscle cells,Control
c35640,4.9342,5.0167,smooth muscle cells,HF
c35641,7.1436,2.901,smooth muscle cells,Control
c35642,4.6937,2.0429,smooth muscle cells,Control
c35643,4.2752,3.0105,smooth muscle cells,Control
c35644,6.4561,2.4314,smooth muscle cells,HF
c35645,5.9522,3.6969,smooth muscle cells,Control
c35646,5.6157,3.8211,smooth muscle cells,Control
c35647,6.789,3.4716,smooth muscle cells,Control
c35648,6.3258,3.941,smooth muscle cells,HF
c35649,7.1043,4.8886,smooth muscle cells,Control
c35650,4.7002,5.4193,smooth muscle cells,Control
c35651,6.3394,3.7503,smooth muscle cells,Control
c35652,7.5138,2.7944,smooth muscle cells,HF
c35653,4.6858,3.2811,smooth muscle cells,Control
c35654,7.7726,1.6975,smooth muscle cells,Control
c35655,6.517,6.0513,smooth muscle cells,Control
c35656,4.4635,2.8907,smooth muscle cells,HF
c35657,7.4113,2.0054,smooth muscle cells,Control
c35658,8.4433,3.6276,smooth muscle cells,Control
c35659,6.1295,2.506,smooth muscle cells,Control
c35660,4.7726,5.2347,smooth muscle cells,HF
c35661,6.4526,5.1142,smooth muscle cells,Control
c35662,5.6887,3.1527,smooth muscle cells,Control
c35663,4.9648,5.6158,smooth muscle cells,Control
c35664,5.9474,4.6783,smooth muscle cells,HF
c35665,5.1645,3.2191,smooth muscle cells,Control
c35666,7.4769,1.5907,smooth muscle cells,Control
c35667,4.7116,5.0364,smooth muscle cells,Control
c35668,5.844,2.2459,smooth muscle cells,HF
c35669,3.9939,3.33,smooth muscle cells,Control
c35670,4.5321,3.313,smooth muscle cells,Control
c35671,9.4887,4.8118,smooth muscle cells,Control
c35672,5.5734,5.0392,smooth muscle cells,HF
c35673,7.3625,5.8711,smooth muscle cells,Control
c35674,7.6413,4.4753,smooth muscle cells,Control
c35675,4.8337,4.203,smooth muscle cells,Control
c35676,8.7574,2.7752,smooth muscle cells,HF
c35677,7.385,4.0034,smooth muscle cells,Control
c35678,8.0888,2.7152,smooth muscle cells,Control
c35679,5.0287,2.1975,smooth muscle cells,Control
c35680,5.4883,3.8659,smooth muscle cells,HF
c35681,5.8934,3.847,smooth muscle cells,Control
c35682,4.2972,5.005,smooth muscle cells,Control
c35683,4.3322,2.1543,smooth muscle cells,Control
c35684,5.3702,3.5338,smooth muscle cells,HF
c35685,5.9843,3.2608,smooth muscle cells,Control
c35686,6.3469,3.7109,smooth muscle cells,Control
c35687,6.2824,2.3663,smooth muscle cells,Control
c35688,4.6515,1.2403,smooth muscle cells,HF
c35689,5.7254,3.4578,smooth muscle cells,Control
c35690,4.9581,2.4123,smooth muscle cells,Control
c35691,5.0406,4.9538,smooth muscle cells,Control
c35692,6.6955,2.684,smooth muscle cells,HF
c35693,6.2419,1.2733,smooth muscle cells,Control
c35694,4.9775,3.9753,smooth muscle cells,Control
c35695,6.373,4.0636,smooth muscle cells,Control
c35696,6.911,3.9488,smooth muscle cells,HF
c35697,7.2472,4.6415,smooth muscle cells,Control
c35698,4.7012,3.7787,smooth muscle cells,Control
c35699,6.2442,3.8341,smooth muscle cells,Control
c35700,5.744,2.8851,smooth muscle cells,HF
c35701,8.3792,3.9159,smooth muscle cells,Control
c35702,5.0526,4.266,smooth muscle cells,Control
c35703,4.7552,3.6977,smooth muscle cells,Control
c35704,6.3827,3.022,smooth muscle cells,HF
c35705,4.972,3.1267,smooth muscle cells,Control
c35706,7.3045,4.4148,smooth muscle cells,Control
c35707,8.3267,3.0327,smooth muscle cells,Control
c35708,4.0012,4.9207,smooth muscle cells,HF
c35709,8.6049,3.6428,smooth muscle cells,Control
c35710,4.8231,4.0125,smooth muscle cells,Control
c35711,3.805,4.2665,smooth muscle cells,Control
c35712,7.3854,2.2113,smooth muscle cells,HF
c35713,5.3434,4.4053,smooth muscle cells,Control
c35714,6.843,1.9683,smooth muscle cells,Control
c35715,8.7837,3.4567,smooth muscle cells,Control
c35716,7.1865,3.6979,smooth muscle cells,HF
c35717,6.2105,4.1312,smooth muscle cells,Control
c35718,6.1319,4.0234,smooth muscle cells,Control
c35719,6.8482,4.0139,smooth muscle cells,Control
c35720,7.0335,3.91,smooth muscle cells,HF
c35721,7.0225,2.2419,smooth muscle cells,Control
c35722,5.7234,4.3127,smooth muscle cells,Control
c35723,6.5417,4.9632,smooth muscle cells,Control
c35724,5.9748,3.2021,smooth muscle cells,HF
c35725,6.829,5.332,smooth muscle cells,Control
c35726,6.492,3.1975,smooth muscle cells,Control
c35727,4.7795,2.7708,smooth muscle cells,Control
c35728,5.8274,3.3386,smooth muscle cells,HF
c35729,5.6888,3.5807,smooth muscle cells,Control
c35730,7.8406,3.0564,smooth muscle cells,Control
c35731,5.5653,3.0691,smooth muscle cells,Control
c35732,4.5282,3.983,smooth muscle cells,HF
c35733,7.8769,1.8756,smooth muscle cells,Control
c35734,8.78,2.8395,smooth muscle cells,Control
c35735,7.1046,3.1658,smooth muscle cells,Control
c35736,5.2717,1.8755,smooth muscle cells,HF
c35737,7.7421,4.3351,smooth muscle cells,Control
c35738,6.808,6.3221,smooth muscle cells,Control
c35739,7.0388,4.2725,smooth muscle cells,Control
c35740,5.0097,3.2912,smooth muscle cells,HF
c35741,7.5755,5.568,smooth muscle cells,Control
c35742,5.2452,2.0147,smooth muscle cells,Control
c35743,6.7198,3.035,smooth muscle cells,Control
c35744,8.2367,3.5557,smooth muscle cells,HF
c35745,5.6245,4.6836,smooth muscle cells,Control
c35746,6.6733,3.6948,smooth muscle cells,Control
c35747,3.9634,4.7372,smooth muscle cells,Control
c35748,7.3266,3.8635,smooth muscle cells,HF
c35749,5.5194,3.955,smooth muscle cells,Control
c35750,4.8856,4.2731,smooth muscle cells,Control
c35751,6.593,3.6574,smooth muscle cells,Control
c35752,5.779,5.2192,smooth muscle cells,HF
c35753,6.2867,2.8221,smooth muscle cells,Control
c35754,6.7392,3.9325,smooth muscle cells,Control
c35755,6.3829,5.1124,smooth muscle cells,Control
c35756,5.6464,2.8618,smooth muscle cells,HF
c35757,5.9593,2.7198,smooth muscle cells,Control
c35758,6.685,4.0736,smooth muscle cells,Control
c35759,4.9642,3.1437,smooth muscle cells,Control
c35760,7.8741,4.7524,smooth muscle cells,HF
c35761,6.1044,2.9466,smooth muscle cells,Control
c35762,6.5133,3.8178,smooth muscle cells,Control
c35763,6.8572,5.5196,smooth muscle cells,Control
c35764,8.5807,5.3833,smooth muscle cells,HF
c35765,8.3076,2.8024,smooth muscle cells,Control
c35766,4.4167,4.2138,smooth muscle cells,Control
c35767,6.535,3.7599,smooth muscle cells,Control
c35768,6.08,4.3124,smooth muscle cells,HF
c35769,4.4453,3.7796,smooth muscle cells,Control
c35770,5.3816,5.1135,smooth muscle cells,Control
c35771,2.8158,4.5585,smooth muscle cells,Control
c35772,5.1178,3.3322,smooth muscle cells,HF
c35773,7.7418,5.217,smooth muscle cells,Control
c35774,7.5199,5.2183,smooth muscle cells,Control
c35775,8.1624,3.975,smooth muscle cells,Control
c35776,6.1271,2.571,smooth muscle cells,HF
c35777,6.254,3.8271,smooth muscle cells,Control
c35778,4.3966,2.9935,smooth muscle cells,Control
c35779,5.4346,2.0989,smooth muscle cells,Control
c35780,6.6988,3.3171,smooth muscle cells,HF
c35781,5.9644,3.3165,smooth muscle cells,Control
c35782,7.8425,3.4826,smooth muscle cells,Control
c35783,6.1323,5.3433,smooth muscle cells,Control
c35784,5.4406,5.7306,smooth muscle cells,HF
c35785,7.6725,5.5908,smooth muscle cells,Control
c35786,7.712,4.0517,smooth muscle cells,Control
c35787,7.4783,5.4032,smooth muscle cells,Control
c35788,2.1697,2.0367,smooth muscle cells,HF
c35789,5.8362,2.8071,smooth muscle cells,Control
c35790,6.1051,4.1136,smooth muscle cells,Control
c35791,6.749,2.7366,smooth muscle cells,Control
c35792,4.7527,4.3707,smooth muscle cells,HF
c35793,5.6699,3.2605,smooth muscle cells,Control
c35794,6.903,2.5741,smooth muscle cells,Control
c35795,6.2271,3.378,smooth muscle cells,Control
c35796,8.2049,5.1126,smooth muscle cells,HF
c35797,4.8382,4.0828,smooth muscle cells,Control
c35798,6.8036,4.1278,smooth muscle cells,Control
c35799,5.2803,3.2029,smooth muscle cells,Control
c35800,6.9663,3.721,smooth muscle cells,HF
c35801,6.2862,3.9243,smooth muscle cells,Control
c35802,7.6029,3.4336,smooth muscle cells,Control
c35803,7.8939,3.7357,smooth muscle cells,Control
c35804,6.769,3.3438,smooth muscle cells,HF
c35805,6.2476,4.8216,smooth muscle cells,Control
c35806,6.1106,3.6789,smooth muscle cells,Control
c35807,7.6511,1.6941,smooth muscle cells,Control
c35808,4.9065,3.393,smooth muscle cells,HF
c35809,6.8865,3.4491,smooth muscle cells,Control
c35810,7.197,4.5111,smooth muscle cells,Control
c35811,7.6511,4.5404,smooth muscle cells,Control
c35812,4.8083,3.3017,smooth muscle cells,HF
c35813,6.426,5.8878,smooth muscle cells,Control
c35814,5.5249,4.4853,smooth muscle cells,Control
c35815,4.7002,5.6067,smooth muscle cells,Control
c35816,4.5172,1.1772,smooth muscle cells,HF
c35817,7.2588,3.1397,smooth muscle cells,Control
c35818,4.5803,4.2913,smooth muscle cells,Control
c35819,7.4382,1.364,smooth muscle cells,Control
c35820,6.1717,4.1812,smooth muscle cells,HF
c35821,5.0428,3.5725,smooth muscle cells,Control
c35822,3.7748,3.8982,smooth muscle cells,Control
c35823,6.4086,3.5609,smooth muscle cells,Control
c35824,5.1972,4.1527,smooth muscle cells,HF
c35825,6.2919,1.0284,smooth muscle cells,Control
c35826,3.5753,4.6465,smooth muscle cells,Control
c35827,5.7283,4.0142,smooth muscle cells,Control
c35828,6.5312,4.0784,smooth muscle cells,HF
c35829,7.1315,4.1808,smooth muscle cells,Control
c35830,7.089,3.409,smooth muscle cells,Control
c35831,4.7524,5.0373,smooth muscle cells,Control
c35832,4.9285,2.8864,smooth muscle cells,HF
c35833,6.6208,3.3949,smooth muscle cells,Control
c35834,7.013,3.172,smooth muscle cells,Control
c35835,7.324,2.2025,smooth muscle cells,Control
c35836,7.8577,5.758,smooth muscle cells,HF
c35837,7.2542,0.8889,smooth muscle cells,Control
c35838,5.0298,4.6099,smooth muscle cells,Control
c35839,6.1575,4.0131,smooth muscle cells,Control
c35840,8.0112,4.8088,smooth muscle cells,HF
c35841,7.7167,4.8744,smooth muscle cells,Control
c35842,5.0457,5.8224,smooth muscle cells,Control
c35843,6.6813,3.6266,smooth muscle cells,Control
c35844,7.1548,4.4454,smooth muscle cells,HF
c35845,6.1196,2.8039,smooth muscle cells,Control
c35846,5.2331,2.1903,smooth muscle cells,Control
c35847,6.5065,1.4617,smooth muscle cells,Control
c35848,3.2015,3.6046,smooth muscle cells,HF
c35849,5.457,5.0171,smooth muscle cells,Control
c35850,6.4074,4.2598,smooth muscle cells,Control
c35851,6.0764,2.756,smooth muscle cells,Control
c35852,7.0447,3.2864,smooth muscle cells,HF
c35853,6.2277,3.9533,smooth muscle cells,Control
c35854,5.6416,2.9825,smooth muscle cells,Control
c35855,4.9286,3.818,smooth muscle cells,Control
c35856,5.5527,3.8513,smooth muscle cells,HF
c35857,8.0932,5.2646,smooth muscle cells,Control
c35858,5.7632,5.2599,smooth muscle cells,Control
c35859,6.7446,4.072,smooth muscle cells,Control
c35860,6.9814,5.191,smooth muscle cells,HF
c35861,6.6642,4.9285,smooth muscle cells,Control
c35862,5.9385,5.5906,smooth muscle cells,Control
c35863,4.93,3.9293,smooth muscle cells,Control
c35864,6.1746,2.5687,smooth muscle cells,HF
c35865,7.9917,1.408,smooth muscle cells,Control
c35866,6.5317,4.5858,smooth muscle cells,Control
c35867,3.9662,2.7365,smooth muscle cells,Control
c35868,5.9646,3.8851,smooth muscle cells,HF
c35869,4.463,3.3986,smooth muscle cells,Control
c35870,5.7924,3.6411,smooth muscle cells,Control
c35871,5.8433,3.2376,smooth muscle cells,Control
c35872,4.9278,6.6823,smooth muscle cells,HF
c35873,6.2122,3.371,smooth muscle cells,Control
c35874,9.4201,3.7706,smooth muscle cells,Control
c35875,6.2004,2.5012,smooth muscle cells,Control
c35876,7.7423,2.5398,smooth muscle cells,HF
c35877,5.5615,4.4921,smooth muscle cells,Control
c35878,5.3227,4.3161,smooth muscle cells,Control
c35879,6.4062,2.9773,smooth muscle cells,Control
c35880,7.3842,5.0602,smooth muscle cells,HF
c35881,6.7687,5.0277,smooth muscle cells,Control
c35882,6.4453,3.3368,smooth muscle cells,Control
c35883,6.8577,5.4135,smooth muscle cells,Control
c35884,4.2793,4.0051,smooth muscle cells,HF
c35885,5.632,2.6857,smooth muscle cells,Control
c35886,7.4611,5.8539,smooth muscle cells,Control
c35887,7.023,3.8828,smooth muscle cells,Control
c35888,4.681,4.8692,smooth muscle cells,HF
c35889,6.4267,4.6898,smooth muscle cells,Control
c35890,4.7149,3.5625,smooth muscle cells,Control
c35891,5.9341,2.6466,smooth muscle cells,Control
c35892,5.279,4.0273,smooth muscle cells,HF
c35893,8.736,3.0774,smooth muscle cells,Control
c35894,7.1155,3.2751,smooth muscle cells,Control
c35895,5.8533,3.645,smooth muscle cells,Control
c35896,5.2758,6.098,smooth muscle cells,HF
c35897,7.3659,2.6063,smooth muscle cells,Control
c35898,5.6512,1.9409,smooth muscle cells,Control
c35899,5.9827,6.0303,smooth muscle cells,Control
c35900,5.2584,2.764,smooth muscle cells,HF
c35901,7.2279,3.7561,smooth muscle cells,Control
c35902,6.6242,3.0933,smooth muscle cells,Control
c35903,7.2776,4.7942,smooth muscle cells,Control
c35904,5.059,3.719,smooth muscle cells,HF
c35905,6.8106,1.5402,smooth muscle cells,Control
c35906,5.6433,5.2305,smooth muscle cells,Control
c35907,5.596,3.6363,smooth muscle cells,Control
c35908,7.0053,3.5832,smooth muscle cells,HF
c35909,6.8493,5.0844,smooth muscle cells,Control
c35910,4.2307,4.4233,smooth muscle cells,Control
c35911,6.4623,4.498,smooth muscle cells,Control
c35912,6.7476,4.6383,smooth muscle cells,HF
c35913,8.0868,2.2695,smooth muscle cells,Control
c35914,6.0807,4.1912,smooth muscle cells,Control
c35915,7.4511,4.2634,smooth muscle cells,Control
c35916,4.7887,4.6708,smooth muscle cells,HF
c35917,2.4196,3.1254,smooth muscle cells,Control
c35918,4.9588,4.5224,smooth muscle cells,Control
c35919,8.7953,4.3407,smooth muscle cells,Control
c35920,6.1439,3.779,smooth muscle cells,HF
c35921,6.2949,4.169,smooth muscle cells,Control
c35922,6.6967,3.9036,smooth muscle cells,Control
c35923,4.8649,3.9677,smooth muscle cells,Control
c35924,5.2269,5.4494,smooth muscle cells,HF
c35925,5.0699,3.0484,smooth muscle cells,Control
c35926,5.2147,5.6212,smooth muscle cells,Control
c35927,8.416,6.2231,smooth muscle cells,Control
c35928,6.0191,3.4796,smooth muscle cells,HF
c35929,3.7864,3.1535,smooth muscle cells,Control
c35930,7.7489,2.9692,smooth muscle cells,Control
c35931,4.3165,5.6459,smooth muscle cells,Control
c35932,5.9421,2.4973,smooth muscle cells,HF
c35933,6.0096,4.0901,smooth muscle cells,Control
c35934,6.3281,4.5446,smooth muscle cells,Control
c35935,6.4111,2.4219,smooth muscle cells,Control
c35936,7.3518,4.1176,smooth muscle cells,HF
c35937,6.8804,2.4409,smooth muscle cells,Control
c35938,5.9145,5.0088,smooth muscle cells,Control
c35939,5.1202,4.3422,smooth muscle cells,Control
c35940,7.0164,1.8696,smooth muscle cells,HF
c35941,6.7667,4.9952,smooth muscle cells,Control
c35942,4.2035,2.7414,smooth muscle cells,Control
c35943,4.947,4.1561,smooth muscle cells,Control
c35944,7.7007,3.4349,smooth muscle cells,HF
c35945,8.3867,4.5086,smooth muscle cells,Control
c35946,4.5782,2.2897,smooth muscle cells,Control
c35947,6.1831,5.3297,smooth muscle cells,Control
c35948,4.5769,2.8056,smooth muscle cells,HF
c35949,7.5285,3.4205,smooth muscle cells,Control
c35950,5.6588,5.0168,smooth muscle cells,Control
c35951,7.2659,1.8986,smooth muscle cells,Control
c35952,7.5534,3.0819,smooth muscle cells,HF
c35953,6.5714,5.0015,smooth muscle cells,Control
c35954,6.6047,4.712,smooth muscle cells,Control
c35955,7.1744,3.8319,smooth muscle cells,Control
c35956,5.842,3.3393,smooth muscle cells,HF
c35957,7.3537,3.9606,smooth muscle cells,Control
c35958,7.0216,3.3724,smooth muscle cells,Control
c35959,5.4213,1.4282,smooth muscle cells,Control
c35960,4.7686,2.3303,smooth muscle cells,HF
c35961,8.7123,3.9041,smooth muscle cells,Control
c35962,6.5704,5.0051,smooth muscle cells,Control
c35963,7.6052,4.7193,smooth muscle cells,Control
c35964,5.8916,2.9352,smooth muscle cells,HF
c35965,3.6798,4.1117,smooth muscle cells,Control
c35966,6.4185,5.5304,smooth muscle cells,Control
