genome,species,domain,representative_flag
BGEO_SAMN07136936_METAG_ENEFKACL,6183_1,Bacteria,FALSE
BGEO_SAMN07136936_METAG_AMILNMHP,3076_1,Bacteria,FALSE
BGEO_SAMN07136936_METAG_MCGIGBCB,6214_1,Bacteria,FALSE
BGEO_SAMN07136936_METAG_IEEEEODP,4947_1,Bacteria,FALSE
BGEO_SAMN07136936_METAG_ICOLNMIN,4961_1,Bacteria,FALSE
BGEO_SAMN07136936_METAG_FGKIKPOL,1935_2,Archaea,FALSE
BGEO_SAMN07136936_METAG_IEOPOJMJ,4070_1,Bacteria,FALSE
BGEO_SAMN07136936_METAG_KNECPPPF,2894_1,Bacteria,FALSE
BGEO_SAMN07136936_METAG_NFIBFEGM,4909_1,Bacteria,FALSE
BGEO_SAMN07136936_METAG_PPFGJIPG,5085_1,Bacteria,FALSE
BGEO_SAMN07136936_METAG_CBEHPPGJ,1947_2,Archaea,FALSE
BGEO_SAMN07136936_METAG_OJHKMPNL,4818_1,Bacteria,FALSE
BGEO_SAMN07136936_METAG_NDOFAOPE,4602_2,Bacteria,FALSE
BGEO_SAMN07136936_METAG_NCAMGANE,5049_1,Bacteria,FALSE
BGEO_SAMN07136936_METAG_FCJONIHI,2101_1,Archaea,FALSE
BGEO_SAMN07136755_METAG_CHLFFCMM,2730_1,Archaea,FALSE
BGEO_SAMN07136755_METAG_DAFJIDNO,3151_1,Bacteria,FALSE
BGEO_SAMN07136755_METAG_HKHPJDCM,3055_1,Bacteria,FALSE
BGEO_SAMN07136755_METAG_KLDMFDJI,3085_1,Bacteria,FALSE
BGEO_SAMN07136755_METAG_OBFHLEJI,2718_1,Archaea,FALSE
BGEO_SAMN07136755_METAG_CBOFGGLC,3175_1,Bacteria,FALSE
BGEO_SAMN07136755_METAG_LFJOIKLM,3088_2,Bacteria,FALSE
BGEO_SAMN07136755_METAG_JAPFNLFO,3112_1,Bacteria,FALSE
BGEO_SAMN07136755_METAG_FCFGAJJN,4535_1,Bacteria,FALSE
BGEO_SAMN07136755_METAG_FKEOAAFP,2678_1,Bacteria,FALSE
BGEO_SAMN07136755_METAG_JHOIMHEA,5421_1,Bacteria,FALSE
BGEO_SAMN07136755_METAG_EKNFKDCE,2716_1,Archaea,FALSE
BGEO_SAMN07136755_METAG_ODFOOGAL,5042_2,Bacteria,FALSE
BGEO_SAMN07136755_METAG_HBDILNFE,1898_2,Archaea,FALSE
BGEO_SAMN07136755_METAG_CEBDMNEG,3115_1,Bacteria,FALSE
BGEO_SAMN07136755_METAG_CLACJJEK,2891_1,Bacteria,FALSE
BGEO_SAMN07136770_METAG_DCPFIEEH,3016_1,Bacteria,FALSE
BGEO_SAMN07136770_METAG_EGMJLFIO,5633_12,Bacteria,FALSE
BGEO_SAMN07136770_METAG_IAJJGENH,5079_2,Bacteria,FALSE
BGEO_SAMN07136770_METAG_AGMFFLMO,4992_2,Bacteria,FALSE
HOTS_SAMN07137050_METAG_LMIGONLI,2402_1,Bacteria,FALSE
HOTS_SAMN07137050_METAG_DGKAELOI,5058_2,Bacteria,FALSE
HOTS_SAMN07137050_METAG_DBNOCJLM,2187_3,Archaea,FALSE
HOTS_SAMN07137050_METAG_PLKIANEO,6116_2,Bacteria,FALSE
BGEO_SAMN07136945_METAG_NJJPPKLJ,4392_1,Bacteria,FALSE
BGEO_SAMN07136945_METAG_LNDKFBPL,3684_2,Bacteria,FALSE
BGEO_SAMN07136945_METAG_KNIOMNAM,2040_2,Archaea,FALSE
BGEO_SAMN07136945_METAG_BFCFGKIJ,3389_1,Bacteria,FALSE
BGEO_SAMN07136945_METAG_DMFCHFLM,3028_1,Bacteria,FALSE
BGEO_SAMN07136945_METAG_APFPKBFA,4879_1,Bacteria,FALSE
BGEO_SAMN07136945_METAG_DFHPEBLI,3956_1,Bacteria,FALSE
BGEO_SAMN07136945_METAG_EHCEGENB,4637_1,Bacteria,FALSE
BGEO_SAMN07136945_METAG_OHIEKACN,6220_2,Bacteria,FALSE
BGEO_SAMN07136945_METAG_PBADBEBL,4859_1,Bacteria,FALSE
BGEO_SAMN07136945_METAG_EEMJLKLJ,4992_2,Bacteria,FALSE
BGEO_SAMN07136945_METAG_HJPNLKMH,6184_1,Bacteria,FALSE
BGEO_SAMN07136945_METAG_OCIHKAGP,4634_1,Bacteria,FALSE
BGEO_SAMN07136945_METAG_PLAAEBEH,4954_1,Bacteria,FALSE
HOTS_SAMN07137055_METAG_HKJPAIIG,5079_2,Bacteria,FALSE
HOTS_SAMN07137055_METAG_BIKEDEBG,2130_3,Archaea,TRUE
HOTS_SAMN07137055_METAG_NCNIADHM,3016_1,Bacteria,FALSE
HOTS_SAMN07137055_METAG_FJLCJIEB,4901_1,Bacteria,FALSE
HOTS_SAMN07137055_METAG_JLENJPKM,4937_3,Bacteria,FALSE
HOTS_SAMN07137055_METAG_FKKJOIAE,4583_6,Bacteria,FALSE
HOTS_SAMN07137055_METAG_BFHMOCMB,4992_2,Bacteria,FALSE
BATS_SAMN07137108_METAG_MNAPCDDA,2753_2,Archaea,FALSE
BATS_SAMN07137108_METAG_LKCALGPF,2761_1,Archaea,FALSE
BATS_SAMN07137108_METAG_ODGGCLKA,6340_1,Bacteria,FALSE
BATS_SAMN07137108_METAG_JJANIGME,2762_1,Archaea,FALSE
BATS_SAMN07137108_METAG_JEDEHBPL,6332_1,Bacteria,FALSE
BATS_SAMN07137108_METAG_HCOKPPNF,6345_1,Bacteria,FALSE
BATS_SAMN07137108_METAG_CIEIEMJF,2904_1,Bacteria,FALSE
BGEO_SAMN07136771_METAG_OKNDKJAL,2005_1,Archaea,FALSE
BGEO_SAMN07136771_METAG_DFJHDHNN,3016_1,Bacteria,FALSE
BGEO_SAMN07136771_METAG_NHJHCMAA,5633_12,Bacteria,FALSE
BGEO_SAMN07136771_METAG_PAHPMJHA,3004_1,Bacteria,FALSE
BGEO_SAMN07136650_METAG_BEGIOKEL,3018_1,Bacteria,FALSE
BGEO_SAMN07136650_METAG_DEBHJIBM,4093_2,Bacteria,FALSE
BGEO_SAMN07136650_METAG_KMBIJGHO,4570_2,Bacteria,FALSE
BGEO_SAMN07136650_METAG_AHHDKBAL,4937_3,Bacteria,FALSE
BGEO_SAMN07136650_METAG_LPMENDFI,4565_2,Bacteria,FALSE
BGEO_SAMN07136650_METAG_DIBHINKH,4578_1,Bacteria,FALSE
BATS_SAMN07137067_METAG_MNMEGJBG,5000_1,Bacteria,FALSE
BATS_SAMN07137067_METAG_GLAEGFLH,4221_53,Bacteria,FALSE
BATS_SAMN07137067_METAG_CGNBJHNN,3016_1,Bacteria,FALSE
BATS_SAMN07137067_METAG_HIBABJCM,3366_1,Bacteria,FALSE
BATS_SAMN07137067_METAG_LEDMDMBM,4878_1,Bacteria,FALSE
BATS_SAMN07137067_METAG_JNKMGNNE,3813_1,Bacteria,FALSE
BATS_SAMN07137067_METAG_FKJDFDDA,4901_1,Bacteria,FALSE
BGEO_SAMN07136706_METAG_BONNHOHD,4577_2,Bacteria,FALSE
BGEO_SAMN07136706_METAG_BJEOPPJD,3028_1,Bacteria,FALSE
BGEO_SAMN07136706_METAG_KOLLLHDI,2175_1,Archaea,FALSE
BGEO_SAMN07136706_METAG_ANICKKFD,5525_4,Bacteria,FALSE
BGEO_SAMN07136706_METAG_PGDJPPMA,4971_4,Bacteria,FALSE
BGEO_SAMN07136706_METAG_AKNHCMMP,3024_2,Bacteria,FALSE
BGEO_SAMN07136706_METAG_HPGIFAIC,4583_6,Bacteria,FALSE
BGEO_SAMN07136706_METAG_IGIBCJKB,4992_2,Bacteria,FALSE
BGEO_SAMN07136706_METAG_FFDBOBCB,4937_3,Bacteria,FALSE
BGEO_SAMN07136777_METAG_NBFMHLBJ,2753_2,Archaea,FALSE
BGEO_SAMN07136777_METAG_BEGCKCAG,4357_2,Bacteria,FALSE
BGEO_SAMN07136777_METAG_FBIFOMAA,3018_1,Bacteria,FALSE
BGEO_SAMN07136781_METAG_EHADCOFO,3018_1,Bacteria,FALSE
BATS_SAMN07137104_METAG_GOLPAEAE,2753_2,Archaea,FALSE
BATS_SAMN07137104_METAG_OGPJPDLN,2354_1,Bacteria,FALSE
BATS_SAMN07137104_METAG_APCPDBDJ,4855_1,Bacteria,FALSE
BATS_SAMN07137104_METAG_HFHLBHIC,4595_1,Bacteria,FALSE
BGEO_SAMN07136697_METAG_IHOPOPGN,2742_1,Archaea,FALSE
BGEO_SAMN07136697_METAG_ICIMNFMA,2753_2,Archaea,FALSE
BGEO_SAMN07136697_METAG_DOMHLIFE,2096_1,Archaea,FALSE
BGEO_SAMN07136697_METAG_HNIIGMGF,2761_1,Archaea,FALSE
BATS_SAMN07137070_METAG_BLPGIOAK,2374_1,Bacteria,FALSE
BATS_SAMN07137070_METAG_IHHCNMND,4857_1,Bacteria,FALSE
BATS_SAMN07137070_METAG_BGKDDPME,2753_2,Archaea,FALSE
BATS_SAMN07137070_METAG_HJFCKENB,4855_1,Bacteria,FALSE
BATS_SAMN07137070_METAG_PKODLCNE,4221_53,Bacteria,FALSE
BATS_SAMN07137070_METAG_LHIKMCDC,6116_2,Bacteria,FALSE
BATS_SAMN07137070_METAG_AOHBFCGL,2898_1,Bacteria,FALSE
BATS_SAMN07137070_METAG_ABOMNINI,2062_1,Archaea,FALSE
BATS_SAMN07137070_METAG_DNPAICJH,6283_1,Bacteria,FALSE
BATS_SAMN07137070_METAG_DDMCFILG,3024_2,Bacteria,FALSE
BATS_SAMN07137070_METAG_COCEFFDA,3016_1,Bacteria,FALSE
BATS_SAMN07137070_METAG_BPANOLLI,3903_1,Bacteria,FALSE
BATS_SAMN07137070_METAG_EGHAEGJF,4992_2,Bacteria,FALSE
BGEO_SAMN07136855_METAG_BBCCKGNL,3018_1,Bacteria,FALSE
BGEO_SAMN07136855_METAG_DJMGGKHO,4242_2,Bacteria,FALSE
BGEO_SAMN07136547_METAG_OFKGBPBN,2753_2,Archaea,FALSE
BGEO_SAMN07136547_METAG_KLFOJBFL,2367_1,Bacteria,FALSE
BGEO_SAMN07136547_METAG_DIMNFKAP,6340_1,Bacteria,FALSE
BGEO_SAMN07136547_METAG_KFKOGMLP,119_2,Bacteria,FALSE
BGEO_SAMN07136530_METAG_MOGIIHNH,2753_2,Archaea,FALSE
BGEO_SAMN07136530_METAG_IKMMHNEC,2762_1,Archaea,FALSE
BGEO_SAMN07136530_METAG_AMCFDMFM,3004_1,Bacteria,FALSE
BGEO_SAMN07136577_METAG_IFBHGIAD,2753_2,Archaea,FALSE
BGEO_SAMN07136577_METAG_OCFHFFHN,3004_1,Bacteria,FALSE
BGEO_SAMN07136654_METAG_LHJBCMGE,2753_2,Archaea,FALSE
BGEO_SAMN07136654_METAG_AODBPBHA,1980_1,Archaea,FALSE
BGEO_SAMN07136654_METAG_BBJGDLHB,1989_1,Archaea,FALSE
BGEO_SAMN07136818_METAG_EFJFFOGO,3274_1,Bacteria,FALSE
BGEO_SAMN07136818_METAG_IJGCCICD,5009_2,Bacteria,FALSE
BGEO_SAMN07136818_METAG_DCEFEGCO,4570_2,Bacteria,FALSE
BGEO_SAMN07136901_METAG_CFEPBPNA,4242_2,Bacteria,FALSE
BGEO_SAMN07136901_METAG_BHEKKLHD,3018_1,Bacteria,FALSE
BGEO_SAMN07136901_METAG_OGPMLGBI,4221_53,Bacteria,FALSE
HOTS_SAMN07137028_METAG_MGJLKBKK,3016_1,Bacteria,FALSE
HOTS_SAMN07137028_METAG_OKAKFMCK,4937_3,Bacteria,FALSE
HOTS_SAMN07137028_METAG_CPDBFFJH,4992_2,Bacteria,FALSE
BGEO_SAMN07136659_METAG_EHNOLNBI,3016_1,Bacteria,FALSE
BGEO_SAMN07136659_METAG_CLGNKHOE,3018_1,Bacteria,FALSE
BGEO_SAMN07136659_METAG_CEGHKDCK,4570_2,Bacteria,FALSE
HOTS_SAMN07137004_METAG_GKOLDNOG,3792_2,Bacteria,FALSE
HOTS_SAMN07137004_METAG_PIHGKBBN,5061_1,Bacteria,FALSE
HOTS_SAMN07137004_METAG_MACMFFPA,5079_2,Bacteria,FALSE
HOTS_SAMN07137004_METAG_JFFOBBHE,4630_1,Bacteria,FALSE
HOTS_SAMN07137004_METAG_LFOFDMEN,3016_1,Bacteria,FALSE
HOTS_SAMN07137004_METAG_EBFFDMHC,4569_1,Bacteria,FALSE
HOTS_SAMN07137004_METAG_PLKIHCNH,4568_2,Bacteria,FALSE
HOTS_SAMN07137004_METAG_JFKJKEEJ,3932_1,Bacteria,FALSE
HOTS_SAMN07137004_METAG_HOJLNGOH,3813_1,Bacteria,FALSE
HOTS_SAMN07137004_METAG_GEFBFJME,4901_1,Bacteria,FALSE
HOTS_SAMN07137004_METAG_KGKEMMCN,4566_2,Bacteria,FALSE
HOTS_SAMN07137004_METAG_BEJLLLKM,4577_2,Bacteria,FALSE
HOTS_SAMN07137004_METAG_BICAMKJD,4578_1,Bacteria,FALSE
HOTS_SAMN07137004_METAG_MMCKBMKJ,4937_3,Bacteria,FALSE
HOTS_SAMN07137004_METAG_LLMODIDA,4583_6,Bacteria,FALSE
HOTS_SAMN07137004_METAG_ANOPMGGF,3961_2,Bacteria,FALSE
HOTS_SAMN07137004_METAG_AAPHEJAG,4908_1,Bacteria,FALSE
HOTS_SAMN07137004_METAG_DJJOPNBA,4992_2,Bacteria,FALSE
HOTS_SAMN07137004_METAG_EMIFGFOP,4890_1,Bacteria,FALSE
HOTS_SAMN07137004_METAG_ODMEGKFH,3897_1,Bacteria,FALSE
BGEO_SAMN07136944_METAG_MKPNLCJJ,4401_1,Bacteria,FALSE
BGEO_SAMN07136944_METAG_MOPDKJOM,4620_1,Bacteria,FALSE
BGEO_SAMN07136944_METAG_JLKIEEKG,5073_1,Bacteria,FALSE
BGEO_SAMN07136944_METAG_OKBKFEIA,2392_1,Bacteria,FALSE
BGEO_SAMN07136944_METAG_EAKINLLC,3684_2,Bacteria,FALSE
BGEO_SAMN07136944_METAG_HLHDCJBB,4961_1,Bacteria,FALSE
BGEO_SAMN07136944_METAG_NALKFHKJ,4602_2,Bacteria,FALSE
BGEO_SAMN07136944_METAG_MBDLEHLI,4947_1,Bacteria,FALSE
BGEO_SAMN07136944_METAG_GGAPLBFL,4972_1,Bacteria,FALSE
BGEO_SAMN07136944_METAG_PAGOEACI,4945_1,Bacteria,FALSE
BGEO_SAMN07136944_METAG_FCEMGPCK,6183_1,Bacteria,FALSE
BGEO_SAMN07136567_METAG_KNAIBKAO,2753_2,Archaea,FALSE
BGEO_SAMN07136567_METAG_CJFMHGJI,2761_1,Archaea,FALSE
BGEO_SAMN07136549_METAG_OJHCOCHK,2367_1,Bacteria,TRUE
BGEO_SAMN07136549_METAG_JJJDMCJF,119_2,Bacteria,FALSE
BGEO_SAMN07136549_METAG_HJMIJIDK,3084_1,Bacteria,FALSE
BGEO_SAMN07136549_METAG_NFFNJLCM,6334_1,Bacteria,FALSE
BGEO_SAMN07136549_METAG_IHFPFNCK,1897_1,Archaea,FALSE
BGEO_SAMN07136549_METAG_JJAGICJI,6366_0,Bacteria,TRUE
BGEO_SAMN07136549_METAG_BMKDLOBK,1529_0,Bacteria,TRUE
BGEO_SAMN07136549_METAG_MMMNGHCD,2260_1,Bacteria,FALSE
BGEO_SAMN07136739_METAG_IGHKBICD,2490_2,Bacteria,FALSE
BGEO_SAMN07136739_METAG_GNGFHLNJ,3016_1,Bacteria,FALSE
BGEO_SAMN07136739_METAG_FCEAKKMN,3004_1,Bacteria,FALSE
HOTS_SAMN07136998_METAG_OKCDKANJ,5079_2,Bacteria,FALSE
HOTS_SAMN07136998_METAG_KECGOBGL,4992_2,Bacteria,FALSE
BGEO_SAMN07136769_METAG_IDIEMLOP,3016_1,Bacteria,FALSE
BGEO_SAMN07136769_METAG_NAFFMDJL,5633_12,Bacteria,FALSE
BGEO_SAMN07136769_METAG_KMIPABIH,5079_2,Bacteria,FALSE
BGEO_SAMN07136769_METAG_JLMKGAGM,4221_53,Bacteria,FALSE
BGEO_SAMN07136769_METAG_JIFIMMJC,3004_1,Bacteria,FALSE
BGEO_SAMN07136769_METAG_BOMGAANF,4992_2,Bacteria,FALSE
BGEO_SAMN07136874_METAG_PCAALCNG,5009_2,Bacteria,FALSE
BGEO_SAMN07136874_METAG_NNKCMFAE,3947_1,Bacteria,FALSE
BGEO_SAMN07136506_METAG_NCABPLKN,2753_2,Archaea,FALSE
BGEO_SAMN07136506_METAG_HJDNMMLC,2761_1,Archaea,FALSE
BGEO_SAMN07136506_METAG_OJEGBHDK,3004_1,Bacteria,FALSE
BGEO_SAMN07136506_METAG_CHIAOILE,2742_1,Archaea,FALSE
BGEO_SAMN07136506_METAG_BBPIFEFG,3094_1,Bacteria,FALSE
BGEO_SAMN07136506_METAG_OMLLHHKL,2904_1,Bacteria,FALSE
BATS_SAMN07137090_METAG_CKHLPNPA,2354_1,Bacteria,FALSE
BATS_SAMN07137090_METAG_KONAJOAK,2753_2,Archaea,FALSE
BATS_SAMN07137090_METAG_IBJEELNE,3004_1,Bacteria,FALSE
BATS_SAMN07137090_METAG_AEFJHBFJ,3094_1,Bacteria,FALSE
BATS_SAMN07137090_METAG_KEKDOPAH,2904_1,Bacteria,FALSE
BATS_SAMN07137090_METAG_GGHKOHJD,3928_1,Bacteria,FALSE
BATS_SAMN07137090_METAG_JPBGPJII,2762_1,Archaea,FALSE
BATS_SAMN07137090_METAG_DBCMFHFA,4595_1,Bacteria,FALSE
BATS_SAMN07137090_METAG_HKCBHIPC,2338_1,Bacteria,FALSE
BATS_SAMN07137090_METAG_BBEMEKMM,4536_1,Bacteria,FALSE
BGEO_SAMN07136953_METAG_DOBEKODG,4396_1,Bacteria,FALSE
BGEO_SAMN07136953_METAG_LPKFEAKE,4395_1,Bacteria,FALSE
BGEO_SAMN07136953_METAG_PKHGCDKO,4392_1,Bacteria,FALSE
BGEO_SAMN07136953_METAG_HKBCMIAL,6214_1,Bacteria,FALSE
BGEO_SAMN07136953_METAG_PODLFDNO,6202_1,Bacteria,FALSE
BGEO_SAMN07136953_METAG_MKDFHMEC,4947_1,Bacteria,FALSE
BGEO_SAMN07136953_METAG_BFIFOJKC,3850_1,Bacteria,FALSE
BGEO_SAMN07136953_METAG_JJFCOAMB,3969_1,Bacteria,FALSE
BGEO_SAMN07136935_METAG_DPANMEBP,4947_1,Bacteria,FALSE
BGEO_SAMN07136935_METAG_DOKKFDOG,3935_1,Bacteria,FALSE
BGEO_SAMN07136935_METAG_NJAIMGLK,2004_1,Archaea,FALSE
BGEO_SAMN07136935_METAG_ACDPCJII,4620_1,Bacteria,FALSE
BGEO_SAMN07136935_METAG_DHAGJECB,3851_1,Bacteria,FALSE
BGEO_SAMN07136935_METAG_FBNEKJNK,1935_2,Archaea,FALSE
BGEO_SAMN07136935_METAG_OMKPHDGK,4909_1,Bacteria,FALSE
BGEO_SAMN07136935_METAG_OOJPJECO,4968_1,Bacteria,FALSE
BGEO_SAMN07136686_METAG_OCLDLMAM,5073_1,Bacteria,FALSE
BGEO_SAMN07136900_METAG_MBBCJBME,775_1,Bacteria,FALSE
BGEO_SAMN07136900_METAG_MNGEAJFA,3085_1,Bacteria,FALSE
BGEO_SAMN07136900_METAG_CGADHMEK,3110_1,Bacteria,FALSE
BGEO_SAMN07136900_METAG_MCAOMLEJ,2750_1,Archaea,FALSE
BGEO_SAMN07136900_METAG_ILPEOPDP,4405_1,Bacteria,FALSE
BGEO_SAMN07136900_METAG_PKNHAOIC,528_1,Bacteria,FALSE
BGEO_SAMN07136900_METAG_LLECGICC,5327_1,Bacteria,FALSE
BGEO_SAMN07136900_METAG_KIFGIBMP,1894_2,Archaea,FALSE
BGEO_SAMN07136900_METAG_MIPPHINP,2891_1,Bacteria,FALSE
HOTS_SAMN08390922_METAG_PJPIMNMJ,3813_1,Bacteria,FALSE
HOTS_SAMN08390922_METAG_GGOJNMKN,3899_1,Bacteria,FALSE
HOTS_SAMN08390922_METAG_CNPGLOGG,4901_1,Bacteria,FALSE
HOTS_SAMN08390922_METAG_MHEGODMF,4093_2,Bacteria,FALSE
HOTS_SAMN08390922_METAG_AFABEEIE,3016_1,Bacteria,FALSE
HOTS_SAMN08390922_METAG_AEDKPDMB,4937_3,Bacteria,FALSE
HOTS_SAMN08390922_METAG_IAGLLGKL,4992_2,Bacteria,FALSE
HOTS_SAMN08390922_METAG_ONNOOBHB,4583_6,Bacteria,FALSE
BGEO_SAMN07136720_METAG_IBDNDNEJ,3018_1,Bacteria,FALSE
BGEO_SAMN07136720_METAG_AAEDFIMM,4565_2,Bacteria,FALSE
BGEO_SAMN07136785_METAG_GGMFKIHO,3947_1,Bacteria,FALSE
BGEO_SAMN07136785_METAG_MDACNLBP,6220_2,Bacteria,FALSE
BGEO_SAMN07136785_METAG_JCDOJNFA,3274_1,Bacteria,FALSE
BGEO_SAMN07136785_METAG_BCGBBOEN,4565_2,Bacteria,FALSE
BGEO_SAMN07136785_METAG_ADAEFDIG,4570_2,Bacteria,FALSE
HOTS_SAMN07137058_METAG_OEEGACIE,5079_2,Bacteria,FALSE
HOTS_SAMN07137058_METAG_FBIJDKPO,4992_2,Bacteria,FALSE
BATS_SAMN07137071_METAG_NHDEKCKD,2374_1,Bacteria,FALSE
BATS_SAMN07137071_METAG_JJLIDMBB,4857_1,Bacteria,FALSE
BATS_SAMN07137071_METAG_HJFFGPIG,2753_2,Archaea,FALSE
BATS_SAMN07137071_METAG_AHBBLMEP,4855_1,Bacteria,FALSE
BATS_SAMN07137071_METAG_NJHNHNPL,3004_1,Bacteria,FALSE
BATS_SAMN07137071_METAG_CPDPKFLL,2898_1,Bacteria,FALSE
BATS_SAMN07137071_METAG_GJMEDEAD,4221_53,Bacteria,FALSE
BATS_SAMN07137071_METAG_JBOBMBCL,6283_1,Bacteria,FALSE
BATS_SAMN07137071_METAG_NPOJECEI,6116_2,Bacteria,FALSE
BATS_SAMN07137071_METAG_EPHHLNOO,3016_1,Bacteria,FALSE
BATS_SAMN07137071_METAG_LKKOAAGL,4992_2,Bacteria,FALSE
BGEO_SAMN07136560_METAG_KHCGHKMM,3016_1,Bacteria,FALSE
BGEO_SAMN07136560_METAG_FELNBNIH,5079_2,Bacteria,FALSE
BGEO_SAMN07136560_METAG_AEIFMBID,4992_2,Bacteria,FALSE
BATS_SAMN08390924_METAG_IFALCGFJ,6219_1,Bacteria,FALSE
BATS_SAMN08390924_METAG_KCFFKBPG,4569_1,Bacteria,FALSE
BATS_SAMN08390924_METAG_DKLEGCFK,4565_2,Bacteria,FALSE
BATS_SAMN08390924_METAG_EKENPONI,5079_2,Bacteria,FALSE
BATS_SAMN08390924_METAG_CGEAHOAK,4901_1,Bacteria,FALSE
BATS_SAMN08390924_METAG_JKOHCAJL,4570_2,Bacteria,FALSE
BATS_SAMN08390924_METAG_OMJEKKNJ,3890_1,Bacteria,FALSE
BATS_SAMN08390924_METAG_DDGAJEBJ,4902_1,Bacteria,FALSE
BATS_SAMN08390924_METAG_NLADDCLC,4577_2,Bacteria,FALSE
BATS_SAMN08390924_METAG_AOFALOFF,3957_1,Bacteria,FALSE
BATS_SAMN08390924_METAG_DLPPLJIP,3961_2,Bacteria,FALSE
BATS_SAMN08390924_METAG_NALHJGIM,3933_5,Bacteria,FALSE
BATS_SAMN08390924_METAG_EMDPCJBG,3361_1,Bacteria,FALSE
BATS_SAMN08390924_METAG_PMECBMHO,4890_1,Bacteria,FALSE
BATS_SAMN08390924_METAG_ENPEAOCG,4937_3,Bacteria,FALSE
BATS_SAMN08390924_METAG_IMEEAGDL,3813_1,Bacteria,FALSE
BATS_SAMN08390924_METAG_LIGELLKH,4992_2,Bacteria,FALSE
BATS_SAMN08390924_METAG_KNOKOKDN,4523_1,Bacteria,FALSE
BGEO_SAMN07136731_METAG_FLPNMNDM,3016_1,Bacteria,FALSE
BGEO_SAMN07136731_METAG_NFFLPPHB,4855_1,Bacteria,FALSE
BGEO_SAMN07136484_METAG_NGEABODN,4404_1,Bacteria,FALSE
BGEO_SAMN07136484_METAG_OLIAEMPN,5050_1,Bacteria,FALSE
BGEO_SAMN07136484_METAG_GKDMJPHI,3009_1,Bacteria,FALSE
BGEO_SAMN07136484_METAG_OOLACOJI,1604_1,Bacteria,FALSE
BGEO_SAMN07136484_METAG_PMIABIMG,4396_1,Bacteria,FALSE
BGEO_SAMN07136484_METAG_KGLFBGBN,4959_2,Bacteria,FALSE
BGEO_SAMN07136484_METAG_LJJPAIHM,4401_1,Bacteria,FALSE
BGEO_SAMN07136484_METAG_PNOPELKK,3405_1,Bacteria,FALSE
BGEO_SAMN07136484_METAG_JEHJLMAE,4865_2,Bacteria,FALSE
BGEO_SAMN07136484_METAG_IKPDLBLK,3935_2,Bacteria,FALSE
BGEO_SAMN07136484_METAG_IHAMIGOG,2476_1,Bacteria,FALSE
BGEO_SAMN07136484_METAG_CLAFMDEK,492_1,Bacteria,FALSE
BGEO_SAMN07136484_METAG_NICPBEFP,4593_1,Bacteria,FALSE
BGEO_SAMN07136484_METAG_CKMDHBGJ,3970_1,Bacteria,FALSE
BGEO_SAMN07136484_METAG_HAIHMDEL,2166_1,Archaea,FALSE
BGEO_SAMN07136484_METAG_HNFFFJJC,4950_1,Bacteria,FALSE
BGEO_SAMN07136484_METAG_BPGCMDIB,4961_1,Bacteria,FALSE
BGEO_SAMN07136795_METAG_MGKNACED,225_1,Bacteria,FALSE
BGEO_SAMN07136795_METAG_EGPBLNHJ,3018_1,Bacteria,FALSE
BGEO_SAMN07136795_METAG_EHFPCPLO,4242_2,Bacteria,FALSE
BGEO_SAMN07136795_METAG_FNDBELAL,4357_2,Bacteria,FALSE
BGEO_SAMN07136795_METAG_AMBDOMJB,4221_53,Bacteria,FALSE
BGEO_SAMN07136601_METAG_CKBPJEDO,6122_1,Bacteria,FALSE
BGEO_SAMN07136601_METAG_MBKDHCCM,4517_1,Bacteria,FALSE
BGEO_SAMN07136601_METAG_DHDKJPDL,2187_3,Archaea,FALSE
BGEO_SAMN07136601_METAG_FPEEMEFN,2182_1,Archaea,FALSE
BGEO_SAMN07136601_METAG_FBMDOELH,5540_4,Bacteria,FALSE
BGEO_SAMN07136601_METAG_DAHJPBCO,3016_1,Bacteria,FALSE
BGEO_SAMN07136601_METAG_DFMAPBNC,4221_53,Bacteria,FALSE
BGEO_SAMN07136601_METAG_LKJPDEGI,544_1,Bacteria,FALSE
BATS_SAMN07137096_METAG_CFFCMBMP,2761_1,Archaea,FALSE
BATS_SAMN07137096_METAG_DDLPOOEM,2753_2,Archaea,FALSE
BATS_SAMN07137096_METAG_GOOOMDDD,6340_1,Bacteria,FALSE
BATS_SAMN07137096_METAG_CDKGNHGG,2730_1,Archaea,FALSE
BATS_SAMN07137096_METAG_NMDBCOIE,2762_1,Archaea,FALSE
BATS_SAMN07137096_METAG_EJIMAJMI,119_2,Bacteria,FALSE
BATS_SAMN07137096_METAG_EHDBBPGB,2354_1,Bacteria,FALSE
BATS_SAMN07137096_METAG_KIIKDPEG,5042_1,Bacteria,FALSE
BATS_SAMN07137096_METAG_LNMDNGBL,3004_1,Bacteria,FALSE
BATS_SAMN07137096_METAG_HFMPKEND,4536_1,Bacteria,FALSE
BATS_SAMN07137096_METAG_HEKAIPMI,2260_1,Bacteria,FALSE
BGEO_SAMN07136853_METAG_JFAMOPJD,3018_1,Bacteria,FALSE
BGEO_SAMN07136853_METAG_IBMHLIFB,4221_53,Bacteria,FALSE
BATS_SAMN07137110_METAG_EFFFKHNM,2753_2,Archaea,FALSE
BATS_SAMN07137110_METAG_BBJMEJCO,2354_1,Bacteria,FALSE
BATS_SAMN07137110_METAG_CPHMGCEI,4855_1,Bacteria,FALSE
BATS_SAMN07137110_METAG_IHCLLNIN,2338_1,Bacteria,FALSE
