bin,theta,left,right,bin_genomes,selected,species,regions,products,RiPPs,NRPS,T1PKS,T2_3PKS,Terpenes,Other,taxonomy,half_width,domain
425,1.0100893539480362,413,437,33,TARA_SAMEA2621076_METAG_CJBFDCFG,2158_1,5,5,0,0,1,0,3,1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L3;s__MGIIa-L3 sp002496845,0.007393473835102391,Archaea
450,0.99248584481684,438,462,45,TARA_SAMEA2622716_METAG_ABKNJBOC,1567_1,5,5,0,0,1,0,4,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L4;s__MGIIa-L4 sp002718195,0.007393473835102391,Archaea
475,0.9748823356856439,463,487,94,TARA_SAMEA2622796_METAG_BBKAMDIF,2064_1,5,5,0,0,1,0,4,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp002498185,0.007393473835102391,Archaea
500,0.9572788265544477,488,512,70,TARA_SAMEA2623734_METAG_NFKFPMLH,2062_1,4,4,0,0,1,0,3,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp12207u,0.007393473835102391,Archaea
525,0.9396753174232515,513,537,73,TARA_SAMEA2620194_METAG_LDIFMLLO,2049_2,4,4,0,0,1,0,3,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp002694245,0.007393473835102391,Archaea
550,0.9220718082920554,538,562,34,TARA_SAMEA2620259_METAG_ABBOIOHA,2037_2,3,3,0,0,1,0,2,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__UBA226;s__UBA226 sp002505935,0.007393473835102391,Archaea
575,0.9044682991608591,563,587,102,TARA_SAMEA2622658_METAG_ENJBNEGD,1955_1,3,3,0,0,1,0,2,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I;s__MGIIa-I sp002720095,0.007393473835102391,Archaea
600,0.886864790029663,588,612,103,TARA_SAMEA4398413_METAG_HEMGKNBL,1901_2,3,3,0,0,0,0,3,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__,0.007393473835102391,Archaea
625,0.8692612808984669,613,637,42,TARA_SAMEA4397730_METAG_APPCACAD,1902_1,2,2,0,0,0,0,2,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__,0.007393473835102391,Archaea
650,0.8516577717672706,638,662,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
675,0.8340542626360745,663,687,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
700,0.8164507535048784,688,712,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
725,0.7988472443736822,713,737,1,MARD_SAMN09668318_REFG_MMP09668318,339_3,2,2,0,0,0,0,2,0,d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__,0.007393473835102391,Archaea
750,0.781243735242486,738,762,5,MARD_SAMN08382976_REFG_MMP08382976,330_2,5,5,2,0,0,0,2,1,d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax prahovense,0.007393473835102391,Archaea
775,0.7636402261112898,763,787,11,MARD_SAMN08382977_REFG_MMP08382977,330_3,5,5,2,0,0,0,2,1,d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax sp001469875,0.007393473835102391,Archaea
800,0.7460367169800937,788,812,1,MARD_SAMN04487950_REFG_MMP04487950,324_0,3,3,0,0,0,0,2,1,d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogranum;s__Halogranum rubrum,0.007393473835102391,Archaea
825,0.7284332078488974,813,837,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
850,0.7108296987177013,838,862,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
875,0.6932261895865052,863,887,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
900,0.6756226804553089,888,912,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
925,0.6580191713241128,913,937,2,MARD_SAMN02470884_REFG_MMP02470884,319_1,4,4,0,0,0,0,2,2,d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus hamelinensis,0.007393473835102391,Archaea
950,0.6404156621929166,938,962,20,TARA_SAMEA2622695_METAG_GOFCEJHK,2294_1,1,1,0,0,0,0,1,0,d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp002503845,0.007393473835102391,Archaea
975,0.6228121530617204,963,987,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1000,0.6052086439305243,988,1012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1025,0.5876051347993281,1013,1037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1050,0.570001625668132,1038,1062,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1075,0.5523981165369358,1063,1087,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1100,0.5347946074057396,1088,1112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1125,0.5171910982745435,1113,1137,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1150,0.4995875891433473,1138,1162,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1175,0.4819840800121511,1163,1187,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1200,0.46438057088095497,1188,1212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1225,0.4467770617497588,1213,1237,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1250,0.4291735526185626,1238,1262,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1275,0.4115700434873664,1263,1287,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1300,0.39396653435617024,1288,1312,363,TARA_SAMEA2622822_METAG_AEGEMICO,2762_1,1,1,0,0,0,0,0,1,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__,0.007393473835102391,Archaea
1325,0.37636302522497406,1313,1337,153,TARA_SAMEA2622837_METAG_NGJGCJJJ,2758_0,1,1,0,0,0,0,0,1,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__,0.007393473835102391,Archaea
1350,0.35875951609377793,1338,1362,77,BGEO_SAMN07136799_METAG_KHPCGMBF,2748_1,1,1,0,0,0,1,0,0,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002317795,0.007393473835102391,Archaea
1375,0.34115600696258175,1363,1387,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1400,0.32355249783138557,1388,1412,71,TARA_SAMEA2621101_METAG_NHAKJFJG,2332_1,2,2,1,0,0,1,0,0,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA213;g__UBA213;s__UBA213 sp002713325,0.007393473835102391,Archaea
1425,0.30594898870018944,1413,1437,33,TARA_SAMEA2619970_METAG_DPGAKHOL,1_1,2,2,0,0,0,1,0,1,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA141;g__UBA141;s__UBA141 sp002495315,0.007393473835102391,Archaea
1450,0.28834547956899326,1438,1462,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1475,0.2707419704377971,1463,1487,3,TARA_SAMEA2623390_METAG_KIHAIACD,1574_1,0,0,0,0,0,0,0,0,d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__GCA-2726865;s__GCA-2726865 sp002726865,0.007393473835102391,Archaea
1500,0.2531384613066009,1488,1512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1525,0.23553495217540474,1513,1537,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1550,0.21793144304420858,1538,1562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1575,0.2003279339130124,1563,1587,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1600,0.18272442478181622,1588,1612,48,TARA_SAMEA2620081_METAG_EEAABNBB,6050_1,1,1,0,0,0,0,1,0,d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__GCA-2728275;s__GCA-2728275 sp002728275,0.007393473835102391,Archaea
1625,0.16512091565062006,1613,1637,14,TARA_SAMEA2619974_METAG_PIMPJODO,2998_0,1,1,0,0,0,0,0,1,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GCA-2687795;g__GCA-2687795;s__GCA-2687795 sp002687795,0.007393473835102391,Archaea
1650,0.14751740651942388,1638,1662,16,TARA_SAMEA2619974_METAG_JJAJJECG,1591_1,1,1,0,0,0,0,1,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__ARS49;g__GCA-2687275;s__GCA-2687275 sp002687275,0.007393473835102391,Archaea
1675,0.12991389738822773,1663,1687,23,TARA_SAMEA2619974_METAG_ANKKHEHI,2813_1,1,2,2,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__;g__;s__,0.007393473835102391,Archaea
1700,0.11231038825703156,1688,1712,21,TARA_SAMEA2620106_METAG_EBFDHBPD,3037_1,1,1,0,0,0,0,0,1,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GCA-2688095;g__GCA-2688095;s__GCA-2688095 sp002688095,0.007393473835102391,Archaea
1725,0.09470687912583539,1713,1737,22,TARA_SAMEA2619974_METAG_KDJOFEEM,2829_1,0,0,0,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__NP1466;s__,0.007393473835102391,Archaea
1750,0.07710336999463922,1738,1762,20,TARA_SAMEA2619974_METAG_AMCLFELP,2847_0,2,2,0,1,0,0,1,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__UBA73;g__ARS1309;s__,0.007393473835102391,Archaea
1775,0.05949986086344305,1763,1787,25,TARA_SAMEA2619974_METAG_MNANPKNI,2822_0,1,1,0,0,0,0,0,1,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__ARS1160;g__ARS10;s__ARS10 sp002690445,0.007393473835102391,Archaea
1800,0.04189635173224688,1788,1812,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007393473835102391,Archaea
1825,0.024292842601050708,1813,1837,9,TARA_SAMEA2619974_METAG_HODGGOBO,1442_1,1,1,0,0,0,0,0,1,d__Archaea;p__UAP2;c__UBA543;o__UBA543;f__UBA543;g__UBA543;s__UBA543 sp002502135,0.007393473835102391,Archaea
1850,0.007745544017726295,1838,1859,2,TARA_SAMEA2619974_METAG_IDLEJKED,2824_0,0,0,0,0,0,0,0,0,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GCA-2688035;g__GCA-2688035;s__GCA-2688035 sp002688035,0.007393473835102391,Archaea
