selected,species,representative_flag,taxonomy,regions,products,RiPPs,NRPS,T1PKS,T2_3PKS,Terpenes,Other,domain,representative,n_genomes,selection_rule,tree_tip
GORG_SAMEA6073156_SAGS_AG911I23,5564_20,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6073156_SAGS_AG911I23,1,max_regions_first_source_row,GORG_SAMEA6073156_SAGS_AG911I23
GORG_SAMEA6076636_SAGS_AG447N02,5564_21,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076636_SAGS_AG447N02,1,max_regions_first_source_row,GORG_SAMEA6076636_SAGS_AG447N02
GORG_SAMEA6076683_SAGS_AG447P13,5564_22,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6076683_SAGS_AG447P13,1,max_regions_first_source_row,GORG_SAMEA6076683_SAGS_AG447P13
GORG_SAMEA6068824_SAGS_AG365N15,5564_23,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6068824_SAGS_AG365N15,1,max_regions_first_source_row,GORG_SAMEA6068824_SAGS_AG365N15
GORG_SAMEA6076558_SAGS_AG447I23,5564_24,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6076558_SAGS_AG447I23,1,max_regions_first_source_row,GORG_SAMEA6076558_SAGS_AG447I23
GORG_SAMEA6076664_SAGS_AG447O14,5564_25,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076664_SAGS_AG447O14,1,max_regions_first_source_row,GORG_SAMEA6076664_SAGS_AG447O14
GORG_SAMEA6078893_SAGS_AG461B03,5564_26,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6078893_SAGS_AG461B03,1,max_regions_first_source_row,GORG_SAMEA6078893_SAGS_AG461B03
MARD_SAMEA3368553_SAGS_MMP3368553,5564_27,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter ubique_Q,1,1,0,0,0,0,1,0,Bacteria,MARD_SAMEA3368553_SAGS_MMP3368553,1,max_regions_first_source_row,MARD_SAMEA3368553_SAGS_MMP3368553
GORG_SAMEA6075321_SAGS_AG349O05,5564_28,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003281005,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6075321_SAGS_AG349O05,1,max_regions_first_source_row,GORG_SAMEA6075321_SAGS_AG349O05
GORG_SAMEA6073140_SAGS_AG911G16,5564_29,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6073140_SAGS_AG911G16,2,max_regions_first_source_row,GORG_SAMEA6073140_SAGS_AG911G16
GORG_SAMEA6070272_SAGS_AG894P23,5564_3,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6070272_SAGS_AG894P23,3,max_regions_first_source_row,GORG_SAMEA6070272_SAGS_AG894P23
GORG_SAMEA6076675_SAGS_AG447P03,5564_30,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076675_SAGS_AG447P03,1,max_regions_first_source_row,GORG_SAMEA6076675_SAGS_AG447P03
GORG_SAMEA6070968_SAGS_AG898M09,5564_31,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6070968_SAGS_AG898M09,1,max_regions_first_source_row,GORG_SAMEA6070968_SAGS_AG898M09
GORG_SAMEA6075300_SAGS_AG349M23,5564_32,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6075300_SAGS_AG349M23,1,max_regions_first_source_row,GORG_SAMEA6075300_SAGS_AG349M23
GORG_SAMEA6070798_SAGS_AG897P04,5564_33,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6070798_SAGS_AG897P04,1,max_regions_first_source_row,GORG_SAMEA6070798_SAGS_AG897P04
GORG_SAMEA6073929_SAGS_AG915D19,5564_34,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6073929_SAGS_AG915D19,1,max_regions_first_source_row,GORG_SAMEA6073929_SAGS_AG915D19
GORG_SAMEA6072475_SAGS_AG908C18,5564_35,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6072475_SAGS_AG908C18,1,max_regions_first_source_row,GORG_SAMEA6072475_SAGS_AG908C18
MARD_SAMEA3368571_SAGS_MMP3368571,5564_36,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter ubique_O,1,1,0,0,0,0,1,0,Bacteria,MARD_SAMEA3368571_SAGS_MMP3368571,1,max_regions_first_source_row,MARD_SAMEA3368571_SAGS_MMP3368571
GORG_SAMEA6075051_SAGS_AG920P10,5564_37,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6075051_SAGS_AG920P10,1,max_regions_first_source_row,GORG_SAMEA6075051_SAGS_AG920P10
GORG_SAMEA6079650_SAGS_AG426K03,5564_38,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6079650_SAGS_AG426K03,1,max_regions_first_source_row,GORG_SAMEA6079650_SAGS_AG426K03
GORG_SAMEA6074774_SAGS_AG919I10,5564_39,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6074774_SAGS_AG919I10,1,max_regions_first_source_row,GORG_SAMEA6074774_SAGS_AG919I10
GORG_SAMEA6070651_SAGS_AG896O18,5564_4,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6070651_SAGS_AG896O18,2,max_regions_first_source_row,GORG_SAMEA6070651_SAGS_AG896O18
GORG_SAMEA6079737_SAGS_AG426P07,5564_40,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6079737_SAGS_AG426P07,1,max_regions_first_source_row,GORG_SAMEA6079737_SAGS_AG426P07
GORG_SAMEA6069169_SAGS_AG360I06,5564_41,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6069169_SAGS_AG360I06,2,max_regions_first_source_row,GORG_SAMEA6069169_SAGS_AG360I06
GORG_SAMEA6072699_SAGS_AG909F03,5564_42,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6079687_SAGS_AG426M05,4,max_regions_first_source_row,GORG_SAMEA6079687_SAGS_AG426M05
GORG_SAMEA6070251_SAGS_AG894O19,5564_43,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6070251_SAGS_AG894O19,1,max_regions_first_source_row,GORG_SAMEA6070251_SAGS_AG894O19
GORG_SAMEA6079539_SAGS_AG426B19,5564_44,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6079539_SAGS_AG426B19,1,max_regions_first_source_row,GORG_SAMEA6079539_SAGS_AG426B19
GORG_SAMEA6079571_SAGS_AG426D22,5564_45,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6079571_SAGS_AG426D22,1,max_regions_first_source_row,GORG_SAMEA6079571_SAGS_AG426D22
GORG_SAMEA6076235_SAGS_AG422D23,5564_46,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003213615,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076235_SAGS_AG422D23,2,max_regions_first_source_row,GORG_SAMEA6076235_SAGS_AG422D23
GORG_SAMEA6075789_SAGS_AG390L21,5564_47,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6075789_SAGS_AG390L21,1,max_regions_first_source_row,GORG_SAMEA6075789_SAGS_AG390L21
GORG_SAMEA6075829_SAGS_AG390N22,5564_48,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6075829_SAGS_AG390N22,1,max_regions_first_source_row,GORG_SAMEA6075829_SAGS_AG390N22
GORG_SAMEA6076350_SAGS_AG422L21,5564_49,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076350_SAGS_AG422L21,1,max_regions_first_source_row,GORG_SAMEA6076350_SAGS_AG422L21
GORG_SAMEA6073530_SAGS_AG913F03,5564_5,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6073530_SAGS_AG913F03,1,max_regions_first_source_row,GORG_SAMEA6073530_SAGS_AG913F03
GORG_SAMEA6080236_SAGS_AG439C21,5564_50,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6080236_SAGS_AG439C21,1,max_regions_first_source_row,GORG_SAMEA6080236_SAGS_AG439C21
GORG_SAMEA6073610_SAGS_AG913M13,5564_51,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6073610_SAGS_AG913M13,1,max_regions_first_source_row,GORG_SAMEA6073610_SAGS_AG913M13
GORG_SAMEA6074268_SAGS_AG916N14,5564_52,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6074268_SAGS_AG916N14,1,max_regions_first_source_row,GORG_SAMEA6074268_SAGS_AG916N14
GORG_SAMEA6076078_SAGS_AG410E14,5564_53,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076078_SAGS_AG410E14,1,max_regions_first_source_row,GORG_SAMEA6076078_SAGS_AG410E14
GORG_SAMEA6076443_SAGS_AG447B21,5564_54,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076443_SAGS_AG447B21,1,max_regions_first_source_row,GORG_SAMEA6076443_SAGS_AG447B21
GORG_SAMEA6071874_SAGS_AG904D16,5564_55,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6071874_SAGS_AG904D16,1,max_regions_first_source_row,GORG_SAMEA6071874_SAGS_AG904D16
GORG_SAMEA6076515_SAGS_AG447F16,5564_56,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076515_SAGS_AG447F16,1,max_regions_first_source_row,GORG_SAMEA6076515_SAGS_AG447F16
GORG_SAMEA6076523_SAGS_AG447G05,5564_57,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076523_SAGS_AG447G05,1,max_regions_first_source_row,GORG_SAMEA6076523_SAGS_AG447G05
GORG_SAMEA6070387_SAGS_AG895J23,5564_58,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6070387_SAGS_AG895J23,1,max_regions_first_source_row,GORG_SAMEA6070387_SAGS_AG895J23
GORG_SAMEA6075824_SAGS_AG390N17,5564_59,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6075824_SAGS_AG390N17,1,max_regions_first_source_row,GORG_SAMEA6075824_SAGS_AG390N17
GORG_SAMEA6073591_SAGS_AG913L03,5564_6,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6073591_SAGS_AG913L03,2,max_regions_first_source_row,GORG_SAMEA6073591_SAGS_AG913L03
GORG_SAMEA6075855_SAGS_AG390P04,5564_60,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6075855_SAGS_AG390P04,1,max_regions_first_source_row,GORG_SAMEA6075855_SAGS_AG390P04
GORG_SAMEA6072254_SAGS_AG907C16,5564_61,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6072254_SAGS_AG907C16,1,max_regions_first_source_row,GORG_SAMEA6072254_SAGS_AG907C16
GORG_SAMEA6076268_SAGS_AG422G03,5564_62,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6076268_SAGS_AG422G03,1,max_regions_first_source_row,GORG_SAMEA6076268_SAGS_AG422G03
GORG_SAMEA6075760_SAGS_AG390K13,5564_63,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6075760_SAGS_AG390K13,1,max_regions_first_source_row,GORG_SAMEA6075760_SAGS_AG390K13
GORG_SAMEA6069648_SAGS_AG892A22,5564_64,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6069648_SAGS_AG892A22,1,max_regions_first_source_row,GORG_SAMEA6069648_SAGS_AG892A22
GORG_SAMEA6075640_SAGS_AG390D05,5564_65,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6075640_SAGS_AG390D05,1,max_regions_first_source_row,GORG_SAMEA6075640_SAGS_AG390D05
GORG_SAMEA6074798_SAGS_AG919K05,5564_66,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6074798_SAGS_AG919K05,1,max_regions_first_source_row,GORG_SAMEA6074798_SAGS_AG919K05
GORG_SAMEA6076649_SAGS_AG447N16,5564_67,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6076649_SAGS_AG447N16,1,max_regions_first_source_row,GORG_SAMEA6076649_SAGS_AG447N16
GORG_SAMEA6071109_SAGS_AG899I06,5564_68,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6071109_SAGS_AG899I06,1,max_regions_first_source_row,GORG_SAMEA6071109_SAGS_AG899I06
GORG_SAMEA6075634_SAGS_AG390C20,5564_69,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6075634_SAGS_AG390C20,1,max_regions_first_source_row,GORG_SAMEA6075634_SAGS_AG390C20
GORG_SAMEA6075295_SAGS_AG349M18,5564_7,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6075295_SAGS_AG349M18,1,max_regions_first_source_row,GORG_SAMEA6075295_SAGS_AG349M18
GORG_SAMEA6076597_SAGS_AG447L03,5564_70,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076597_SAGS_AG447L03,1,max_regions_first_source_row,GORG_SAMEA6076597_SAGS_AG447L03
GORG_SAMEA6073998_SAGS_AG915J14,5564_71,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6073998_SAGS_AG915J14,1,max_regions_first_source_row,GORG_SAMEA6073998_SAGS_AG915J14
GORG_SAMEA6070548_SAGS_AG896G05,5564_73,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6070548_SAGS_AG896G05,1,max_regions_first_source_row,GORG_SAMEA6070548_SAGS_AG896G05
GORG_SAMEA6078362_SAGS_AG453A11,5564_74,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6078362_SAGS_AG453A11,1,max_regions_first_source_row,GORG_SAMEA6078362_SAGS_AG453A11
GORG_SAMEA6076451_SAGS_AG447C08,5564_75,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076451_SAGS_AG447C08,1,max_regions_first_source_row,GORG_SAMEA6076451_SAGS_AG447C08
GORG_SAMEA6075802_SAGS_AG390M14,5564_76,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6075802_SAGS_AG390M14,1,max_regions_first_source_row,GORG_SAMEA6075802_SAGS_AG390M14
GORG_SAMEA6079712_SAGS_AG426N15,5564_77,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6079712_SAGS_AG426N15,1,max_regions_first_source_row,GORG_SAMEA6079712_SAGS_AG426N15
GORG_SAMEA6075599_SAGS_AG390A23,5564_78,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003279775,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6075599_SAGS_AG390A23,2,max_regions_first_source_row,GORG_SAMEA6075599_SAGS_AG390A23
GORG_SAMEA6076333_SAGS_AG422K22,5564_79,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076333_SAGS_AG422K22,1,max_regions_first_source_row,GORG_SAMEA6076333_SAGS_AG422K22
GORG_SAMEA6071313_SAGS_AG900F19,5564_8,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6071313_SAGS_AG900F19,2,max_regions_first_source_row,GORG_SAMEA6071313_SAGS_AG900F19
GORG_SAMEA6076283_SAGS_AG422G23,5564_80,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076283_SAGS_AG422G23,1,max_regions_first_source_row,GORG_SAMEA6076283_SAGS_AG422G23
GORG_SAMEA6075597_SAGS_AG390A21,5564_81,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6075597_SAGS_AG390A21,1,max_regions_first_source_row,GORG_SAMEA6075597_SAGS_AG390A21
GORG_SAMEA6076199_SAGS_AG422B22,5564_82,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076199_SAGS_AG422B22,1,max_regions_first_source_row,GORG_SAMEA6076199_SAGS_AG422B22
GORG_SAMEA6070246_SAGS_AG894O09,5564_83,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6070246_SAGS_AG894O09,1,max_regions_first_source_row,GORG_SAMEA6070246_SAGS_AG894O09
GORG_SAMEA6075688_SAGS_AG390F17,5564_84,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6075688_SAGS_AG390F17,1,max_regions_first_source_row,GORG_SAMEA6075688_SAGS_AG390F17
GORG_SAMEA6071561_SAGS_AG901K05,5564_85,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6071561_SAGS_AG901K05,3,max_regions_first_source_row,GORG_SAMEA6071561_SAGS_AG901K05
GORG_SAMEA6070014_SAGS_AG893N09,5564_86,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6070014_SAGS_AG893N09,1,max_regions_first_source_row,GORG_SAMEA6070014_SAGS_AG893N09
GORG_SAMEA6078481_SAGS_AG453I04,5564_87,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6078481_SAGS_AG453I04,1,max_regions_first_source_row,GORG_SAMEA6078481_SAGS_AG453I04
GORG_SAMEA6070345_SAGS_AG895F17,5564_88,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6070345_SAGS_AG895F17,1,max_regions_first_source_row,GORG_SAMEA6070345_SAGS_AG895F17
