"gene","avg_log2FC","pct.1","pct.2","pct_diff","p_val","p_val_adj","sig","size_value","source","nudge_x","nudge_y"
"bg1210",4.95157993199234,0.513881436568703,0.186118563431297,0.327762873137407,0.158089642405976,1,"NS",0.327762873137407,"background",NA,NA
"bg1211",0.828823044946936,0.322138128509772,0.377861871490228,-0.0557237429804561,0.0966934979308862,0.77354798344709,"NS",0.0557237429804561,"background",NA,NA
"bg1212",-0.490730824626819,0.398097918037009,0.301902081962991,0.0961958360740187,0.561533295897534,1,"NS",0.0961958360740187,"background",NA,NA
"bg1213",0.662488262390101,0.266003081659117,0.433996918340883,-0.167993836681766,0.258442487110849,1,"NS",0.167993836681766,"background",NA,NA
"bg1214",-3.74427092877203,0.098445851758111,0.601554148241889,-0.503108296483778,0.3433938959199,1,"NS",0.503108296483778,"background",NA,NA
"bg1215",2.35318982965504,0.513983361967952,0.186016638032048,0.327966723935904,0.504160191702889,1,"NS",0.327966723935904,"background",NA,NA
"bg1216",-0.117600759303636,0.18914022426634,0.510859775733659,-0.321719551467319,0.292099518207135,1,"NS",0.321719551467319,"background",NA,NA
"bg1217",-2.53199016066845,0.281618960255848,0.418381039744152,-0.136762079488304,0.124720302612288,0.997762420898303,"NS",0.136762079488304,"background",NA,NA
"bg1218",-1.70946970850984,0.296511876565896,0.403488123434104,-0.106976246868209,0.705526320938487,1,"NS",0.106976246868209,"background",NA,NA
"bg1219",-0.156794616241336,0.25261107249346,0.44738892750654,-0.194777855013081,0.2396090603841,1,"NS",0.194777855013081,"background",NA,NA
"bg1220",5.91995995611816,0.628251579392729,0.0717484206072706,0.556503158785459,0.579945454061264,1,"NS",0.556503158785459,"background",NA,NA
"bg1221",-3.0780581280305,0.209845804643564,0.490154195356435,-0.280308390712871,0.279577882549027,1,"NS",0.280308390712871,"background",NA,NA
"bg1222",7.58800276867077,0.60697573523783,0.0930242647621699,0.51395147047566,0.692472851948347,1,"NS",0.51395147047566,"background",NA,NA
"bg1223",1.34205992619405,0.419642082154994,0.280357917845006,0.139284164309989,0.175186427827925,1,"NS",0.139284164309989,"background",NA,NA
"bg1224",-0.853739106722193,0.346492955133664,0.353507044866336,-0.00701408973267269,0.599695941462647,1,"NS",0.00701408973267269,"background",NA,NA
"bg1225",6.63912065011558,0.637379181687506,0.0626208183124938,0.574758363375012,0.373569863445358,1,"NS",0.574758363375012,"background",NA,NA
"bg1226",-4.58001840453024,0.0656170311940176,0.634382968805982,-0.568765937611965,0.381708585366607,1,"NS",0.568765937611965,"background",NA,NA
"bg1227",2.32696443480073,0.364114233724432,0.335885766275568,0.0282284674488634,0.320474818275077,1,"NS",0.0282284674488634,"background",NA,NA
"bg1228",2.6601549714119,0.339025334677399,0.360974665322601,-0.0219493306452023,0.791233112517744,1,"NS",0.0219493306452023,"background",NA,NA
"bg1229",4.04716360427858,0.446757684062624,0.253242315937377,0.193515368125247,0.628859070086852,1,"NS",0.193515368125247,"background",NA,NA
"bg1230",-2.42081245061945,0.255355048925188,0.444644951074812,-0.189289902149625,0.377306770624593,1,"NS",0.189289902149625,"background",NA,NA
"bg1231",1.07732922535341,0.435640553208845,0.264359446791155,0.17128110641769,0.370262274792185,1,"NS",0.17128110641769,"background",NA,NA
"bg1232",2.06369006086174,0.495574369435592,0.204425630564408,0.291148738871184,0.518777169378474,1,"NS",0.291148738871184,"background",NA,NA
"bg1233",1.37052822654936,0.378023571845686,0.321976428154314,0.0560471436913718,0.557250727651175,1,"NS",0.0560471436913718,"background",NA,NA
"bg1234",-0.0223259176214405,0.303339534823936,0.396660465176064,-0.0933209303521283,0.62240584545373,1,"NS",0.0933209303521283,"background",NA,NA
"bg1235",1.52081016555337,0.517136065775366,0.182863934224634,0.334272131550732,0.188747252845205,1,"NS",0.334272131550732,"background",NA,NA
"bg1236",3.30215818965291,0.527699393614137,0.172300606385863,0.355398787228274,0.0711330356504768,0.569064285203815,"NS",0.355398787228274,"background",NA,NA
"bg1237",2.20096990536463,0.340272765078248,0.359727234921752,-0.0194544698435041,0.281744869646849,1,"NS",0.0194544698435041,"background",NA,NA
"bg1238",-0.162064325943203,0.231135214526765,0.468864785473235,-0.237729570946471,0.461181696488755,1,"NS",0.237729570946471,"background",NA,NA
"bg1239",-2.59177882129926,0.108198836081607,0.591801163918393,-0.483602327836787,0.622748325319728,1,"NS",0.483602327836787,"background",NA,NA
"bg1240",3.80733131122596,0.540747171736798,0.159252828263202,0.381494343473596,0.439890137497336,1,"NS",0.381494343473596,"background",NA,NA
"bg1241",-3.36721306126914,0.210996837233263,0.489003162766737,-0.278006325533474,0.151139918182744,1,"NS",0.278006325533474,"background",NA,NA
"bg1242",1.9267148101538,0.446551754666003,0.253448245333997,0.193103509332005,0.721507824461442,1,"NS",0.193103509332005,"background",NA,NA
"bg1243",-1.60624891258627,0.197845637708773,0.502154362291227,-0.304308724582453,0.128473790795542,1,"NS",0.304308724582453,"background",NA,NA
"bg1244",5.32180021409042,0.639505066915113,0.0604949330848866,0.579010133830227,0.111452178916894,0.891617431335151,"NS",0.579010133830227,"background",NA,NA
"bg1245",-1.15522196199563,0.19351060054,0.50648939946,-0.31297879892,0.741869009792805,1,"NS",0.31297879892,"background",NA,NA
"bg1246",2.81441456773354,0.590212237968344,0.109787762031656,0.480424475936688,0.356947085080668,1,"NS",0.480424475936688,"background",NA,NA
"bg1247",-5.37862256569226,0.123795466169378,0.576204533830622,-0.452409067661243,0.188201162789017,1,"NS",0.452409067661243,"background",NA,NA
"bg1248",4.40603018122114,0.560795756026561,0.139204243973439,0.421591512053122,0.49710001042299,1,"NS",0.421591512053122,"background",NA,NA
"bg1249",-3.61649024412399,0.173448182726656,0.526551817273344,-0.353103634546688,0.125963634584332,1,"NS",0.353103634546688,"background",NA,NA
"bg1250",-3.50609324655895,0.172418670609241,0.527581329390759,-0.355162658781517,0.63633653587522,1,"NS",0.355162658781517,"background",NA,NA
"bg1251",-4.32620250604127,0.13773197368146,0.56226802631854,-0.424536052637079,0.373708956173155,1,"NS",0.424536052637079,"background",NA,NA
"bg1252",-0.334955756060881,0.252007800330294,0.447992199669706,-0.195984399339413,0.763544895547442,1,"NS",0.195984399339413,"background",NA,NA
"bg1253",3.30506226487861,0.463339636020123,0.236660363979877,0.226679272040246,0.686667514095083,1,"NS",0.226679272040246,"background",NA,NA
"bg1254",-2.38466816721847,0.179499814601463,0.520500185398537,-0.341000370797075,0.709499150709249,1,"NS",0.341000370797075,"background",NA,NA
"bg1255",-5.5418327568458,0.170052657177189,0.529947342822811,-0.359894685645623,0.165921079981606,1,"NS",0.359894685645623,"background",NA,NA
"bg1256",-3.87480033601931,0.0362328038166649,0.663767196183335,-0.62753439236667,0.286134282400599,1,"NS",0.62753439236667,"background",NA,NA
"bg1257",-2.56106820261868,0.242238033059745,0.457761966940255,-0.21552393388051,0.721588749174262,1,"NS",0.21552393388051,"background",NA,NA
"bg1258",-1.96397650301882,0.244308092557521,0.455691907442479,-0.211383814884958,0.28152415942424,1,"NS",0.211383814884958,"background",NA,NA
"bg1259",3.12959522025199,0.524338628189741,0.175661371810259,0.348677256379481,0.221649374249857,1,"NS",0.348677256379481,"background",NA,NA
"bg1260",-4.24305830585271,0.221092847478078,0.478907152521922,-0.257814305043845,0.17609079779312,1,"NS",0.257814305043845,"background",NA,NA
"bg1261",-2.4944046802099,0.247894483751604,0.452105516248396,-0.204211032496792,0.716693738020724,1,"NS",0.204211032496792,"background",NA,NA
"bg1262",-3.64245767261026,0.183192554782693,0.516807445217307,-0.333614890434613,0.258054970648373,1,"NS",0.333614890434613,"background",NA,NA
"bg1263",7.97485687404932,0.555499341701034,0.144500658298966,0.410998683402067,0.514658037966117,1,"NS",0.410998683402067,"background",NA,NA
"bg1264",1.5827749972475,0.45284911242807,0.24715088757193,0.205698224856141,0.687354106627172,1,"NS",0.205698224856141,"background",NA,NA
"bg1265",6.43690147188809,0.60186346948079,0.0981365305192102,0.503726938961579,0.376489551294595,1,"NS",0.503726938961579,"background",NA,NA
"bg1266",-0.812896360400621,0.17519910369297,0.52480089630703,-0.349601792614059,0.376628540402744,1,"NS",0.349601792614059,"background",NA,NA
"bg1267",-1.22575781731239,0.352692772636485,0.347307227363515,0.00538554527297081,0.712585469556507,1,"NS",0.00538554527297081,"background",NA,NA
"bg1268",-2.382663993983,0.175451271433229,0.524548728566771,-0.349097457133541,0.610905733772088,1,"NS",0.349097457133541,"background",NA,NA
"bg1269",3.92408099723778,0.536669062181854,0.163330937818146,0.373338124363708,0.470777508786647,1,"NS",0.373338124363708,"background",NA,NA
"bg1270",0.959883093712115,0.454229945109523,0.245770054890477,0.208459890219046,0.321223359358031,1,"NS",0.208459890219046,"background",NA,NA
"bg1271",-0.99843284555193,0.317693328545404,0.382306671454596,-0.0646133429091917,0.612634660528973,1,"NS",0.0646133429091917,"background",NA,NA
"bg1272",0.491555783344378,0.398504724274958,0.301495275725042,0.0970094485499163,0.715923829710577,1,"NS",0.0970094485499163,"background",NA,NA
"bg1273",-0.927764571304181,0.247230823159142,0.452769176840858,-0.205538353681715,0.746511126498226,1,"NS",0.205538353681715,"background",NA,NA
"bg1274",-1.69433082858061,0.237847844574669,0.462152155425331,-0.224304310850662,0.556314297171542,1,"NS",0.224304310850662,"background",NA,NA
"bg1275",-2.03775083539299,0.229425032178443,0.470574967821557,-0.241149935643114,0.779995786588872,1,"NS",0.241149935643114,"background",NA,NA
"bg1276",-2.04605356409424,0.177301751760851,0.522698248239149,-0.345396496478297,0.168671240691561,1,"NS",0.345396496478297,"background",NA,NA
"bg1277",2.42693319749588,0.403005565840762,0.296994434159238,0.106011131681524,0.734690642769914,1,"NS",0.106011131681524,"background",NA,NA
"bg1278",-2.22333617217056,0.199743124885959,0.500256875114041,-0.300513750228082,0.0792531443575863,0.63402515486069,"NS",0.300513750228082,"background",NA,NA
"bg1279",-3.28724378257382,0.202728785922998,0.497271214077002,-0.294542428154004,0.0124059794633649,0.0992478357069194,"NS",0.294542428154004,"background",NA,NA
"bg1280",7.81703295229202,0.687963566757859,0.0120364332421404,0.675927133515719,0.348552165160654,1,"NS",0.675927133515719,"background",NA,NA
"bg1281",1.81759675751589,0.343980536429035,0.356019463570965,-0.0120389271419303,0.200813995271456,1,"NS",0.0120389271419303,"background",NA,NA
"bg1282",-0.451884031633048,0.302039102207733,0.397960897792267,-0.0959217955845347,0.658445859269472,1,"NS",0.0959217955845347,"background",NA,NA
"bg1283",-4.44624119236343,0.119496809762142,0.580503190237858,-0.461006380475716,0.554023460224038,1,"NS",0.461006380475716,"background",NA,NA
"bg1284",0.247861916435678,0.368346280451006,0.331653719548994,0.0366925609020124,0.159022641531192,1,"NS",0.0366925609020124,"background",NA,NA
"bg1285",1.67871517838976,0.398240459881622,0.301759540118378,0.0964809197632432,0.538806011152221,1,"NS",0.0964809197632432,"background",NA,NA
"bg1286",2.59507637803867,0.395198410196401,0.304801589803599,0.0903968203928016,0.174072161661927,1,"NS",0.0903968203928016,"background",NA,NA
"bg1287",7.36851164488677,0.669415249619162,0.0305847503808377,0.638830499238325,0.190726239671465,1,"NS",0.638830499238325,"background",NA,NA
"bg1288",8.43952977777343,0.628144343241979,0.0718556567580212,0.556288686483957,0.690460814733058,1,"NS",0.556288686483957,"background",NA,NA
"bg1289",-4.63407877255888,0.096040751413336,0.603959248586664,-0.507918497173328,0.179329945203615,1,"NS",0.507918497173328,"background",NA,NA
"bg1290",4.4735260434409,0.526344604594579,0.173655395405421,0.352689209189158,0.291423201135127,1,"NS",0.352689209189158,"background",NA,NA
"bg1291",2.14673740678102,0.302821879088629,0.397178120911371,-0.0943562418227417,0.764476536083268,1,"NS",0.0943562418227417,"background",NA,NA
"bg1292",2.8495564329002,0.461921074329685,0.238078925670315,0.22384214865937,0.16037291232869,1,"NS",0.22384214865937,"background",NA,NA
"bg1293",-1.08216125692168,0.340209217972425,0.359790782027575,-0.0195815640551504,0.771937712193234,1,"NS",0.0195815640551504,"background",NA,NA
"bg1294",-0.290449529829769,0.273481207125444,0.426518792874556,-0.153037585749112,0.175853025302524,1,"NS",0.153037585749112,"background",NA,NA
"bg1295",3.99596485217163,0.57245833628748,0.12754166371252,0.44491667257496,0.775407583353808,1,"NS",0.44491667257496,"background",NA,NA
"bg1296",0.334583202876974,0.328593319093687,0.371406680906313,-0.0428133618126253,0.282925810312619,1,"NS",0.0428133618126253,"background",NA,NA
"bg1297",1.76718618618734,0.416957720902887,0.283042279097113,0.133915441805775,0.538094642548356,1,"NS",0.133915441805775,"background",NA,NA
"bg1298",0.128988964234886,0.488110692149013,0.211889307850987,0.276221384298026,0.509519959674217,1,"NS",0.276221384298026,"background",NA,NA
"bg1299",-3.16322138040009,0.25566637733118,0.44433362266882,-0.18866724533764,0.500799243209651,1,"NS",0.18866724533764,"background",NA,NA
"bg1300",-4.38689836240174,0.0932494167221766,0.606750583277823,-0.513501166555647,0.437342402141774,1,"NS",0.513501166555647,"background",NA,NA
"bg1301",-4.19576565890044,0.11074952272222,0.58925047727778,-0.47850095455556,0.314056174699683,1,"NS",0.47850095455556,"background",NA,NA
"bg1302",-4.32485420329813,0.109116986781316,0.590883013218684,-0.481766026437369,0.794033301240299,1,"NS",0.481766026437369,"background",NA,NA
"bg1303",4.01794822465321,0.579733398464718,0.120266601535282,0.459466796929436,0.345843479284551,1,"NS",0.459466796929436,"background",NA,NA
"bg1304",-5.6038011261025,0.0570983646099348,0.642901635390065,-0.58580327078013,0.284611980291316,1,"NS",0.58580327078013,"background",NA,NA
"bg1305",1.35647845738589,0.298308582289298,0.401691417710702,-0.103382835421403,0.245837109476095,1,"NS",0.103382835421403,"background",NA,NA
"bg1306",3.64862039452062,0.55498988948535,0.14501011051465,0.4099797789707,0.445029712228105,1,"NS",0.4099797789707,"background",NA,NA
"bg1307",-0.024867923747512,0.380021573382868,0.319978426617132,0.0600431467657363,0.133368191765156,1,"NS",0.0600431467657363,"background",NA,NA
"bg1308",0.620661590163791,0.340665987237848,0.359334012762152,-0.0186680255243048,0.662947746221442,1,"NS",0.0186680255243048,"background",NA,NA
"bg1309",0.372151924498154,0.274993486128385,0.425006513871615,-0.15001302774323,0.556105518649099,1,"NS",0.15001302774323,"background",NA,NA
"bg1310",-3.22597473604032,0.166852144936191,0.533147855063809,-0.366295710127619,0.00670696727512404,0.0536557382009923,"NS",0.366295710127619,"background",NA,NA
"bg1311",0.0458686606918579,0.187222570680453,0.512777429319547,-0.325554858639095,0.160617783602327,1,"NS",0.325554858639095,"background",NA,NA
"bg1312",6.86267028299045,0.57006105905901,0.12993894094099,0.440122118118019,0.187621859007981,1,"NS",0.440122118118019,"background",NA,NA
"bg1313",2.11017858368303,0.503366176117416,0.196633823882584,0.306732352234832,0.308824781240663,1,"NS",0.306732352234832,"background",NA,NA
"bg1314",0.898919850401296,0.356982342615174,0.343017657384826,0.0139646852303475,0.661750035357429,1,"NS",0.0139646852303475,"background",NA,NA
"bg1315",-4.0151467167298,0.110641241628221,0.589358758371779,-0.478717516743558,0.141197159770178,1,"NS",0.478717516743558,"background",NA,NA
"bg1316",-2.2439317980033,0.329329366080503,0.370670633919497,-0.0413412678389938,0.0998077174380887,0.79846173950471,"NS",0.0413412678389938,"background",NA,NA
"bg1317",0.696051262901161,0.328940866467006,0.371059133532994,-0.0421182670659889,0.14344833439053,1,"NS",0.0421182670659889,"background",NA,NA
"bg1318",2.0093767563447,0.498628443856001,0.201371556143999,0.297256887712003,0.0473166481289081,0.378533185031265,"NS",0.297256887712003,"background",NA,NA
"bg1319",-3.72836255464606,0.12709293025107,0.57290706974893,-0.44581413949786,0.042252797781257,0.338022382250056,"NS",0.44581413949786,"background",NA,NA
"bg1320",-1.6721108173999,0.158583863362016,0.541416136637984,-0.382832273275968,0.267104294410208,1,"NS",0.382832273275968,"background",NA,NA
"bg1321",-3.35443182393322,0.150645776083665,0.549354223916335,-0.398708447832669,0.707394258755259,1,"NS",0.398708447832669,"background",NA,NA
"bg1322",1.30660671105981,0.422831104739683,0.277168895260317,0.145662209479365,0.767662507453002,1,"NS",0.145662209479365,"background",NA,NA
"bg1323",5.24741679602224,0.623374974863748,0.0766250251362518,0.546749949727496,0.409122422903543,1,"NS",0.546749949727496,"background",NA,NA
"bg1324",1.91307502848735,0.520502034803796,0.179497965196204,0.341004069607591,0.0095137584481854,0.0761100675854832,"NS",0.341004069607591,"background",NA,NA
"bg1325",4.73780773692879,0.601492129878067,0.0985078701219327,0.502984259756134,0.306027100225212,1,"NS",0.502984259756134,"background",NA,NA
"bg1326",1.19642057303625,0.330162847457667,0.369837152542333,-0.0396743050846669,0.534025478316238,1,"NS",0.0396743050846669,"background",NA,NA
"bg1327",3.1435168198817,0.576754821135434,0.123245178864566,0.453509642270868,0.786220968374517,1,"NS",0.453509642270868,"background",NA,NA
"bg1328",-2.30001803052892,0.188438801331545,0.511561198668455,-0.323122397336909,0.551501354081556,1,"NS",0.323122397336909,"background",NA,NA
"bg1329",0.110114226709371,0.305074169807305,0.394925830192695,-0.0898516603853906,0.712730173557997,1,"NS",0.0898516603853906,"background",NA,NA
"bg1330",-0.215761890353504,0.376256958678672,0.323743041321328,0.0525139173573431,0.464996930820402,1,"NS",0.0525139173573431,"background",NA,NA
"bg1331",2.88121838099854,0.581962756222593,0.118037243777407,0.463925512445187,0.580524087012047,1,"NS",0.463925512445187,"background",NA,NA
"bg1332",8.55659648207275,0.702056129812555,0.01,0.70411225962511,0.245069586464204,1,"NS",0.70411225962511,"background",NA,NA
"bg1333",-4.60519105948142,0.053489880153977,0.646510119846023,-0.593020239692046,0.323444309410639,1,"NS",0.593020239692046,"background",NA,NA
"bg1334",3.91625475594521,0.530786516354592,0.169213483645408,0.361573032709185,0.0102841891353019,0.0822735130824149,"NS",0.361573032709185,"background",NA,NA
"bg1335",9.53121002796107,0.603954021045517,0.0960459789544827,0.507908042091034,0.417992534716614,1,"NS",0.507908042091034,"background",NA,NA
"bg1336",4.98937265940055,0.466339196776943,0.233660803223057,0.232678393553886,0.207752681118669,1,"NS",0.232678393553886,"background",NA,NA
"bg1337",-3.82881966378929,0.179983739898517,0.520016260101483,-0.340032520202966,0.684774500695523,1,"NS",0.340032520202966,"background",NA,NA
"bg1338",0.471300539022577,0.324126681865717,0.375873318134283,-0.0517466362685664,0.273430745519698,1,"NS",0.0517466362685664,"background",NA,NA
"bg1339",1.14432958588719,0.456773993079788,0.243226006920212,0.213547986159576,0.174038682283834,1,"NS",0.213547986159576,"background",NA,NA
"bg1340",1.30752830369384,0.405739541975561,0.294260458024439,0.111479083951122,0.469115507486276,1,"NS",0.111479083951122,"background",NA,NA
"bg1341",-0.0853814621056449,0.35715577303198,0.34284422696802,0.0143115460639598,0.59441910623014,1,"NS",0.0143115460639598,"background",NA,NA
"bg1342",2.5706192099864,0.374059584518725,0.325940415481275,0.0481191690374499,0.119164360695286,0.953314885562286,"NS",0.0481191690374499,"background",NA,NA
"bg1343",-2.05159884548029,0.202782221244617,0.497217778755383,-0.294435557510766,0.345212204203941,1,"NS",0.294435557510766,"background",NA,NA
"bg1344",0.623935986646863,0.384479435067613,0.315520564932387,0.0689588701352262,0.559497633774532,1,"NS",0.0689588701352262,"background",NA,NA
"bg1345",2.08412801020589,0.471384331028696,0.228615668971304,0.242768662057392,0.385120681969216,1,"NS",0.242768662057392,"background",NA,NA
"bg1346",4.91288796377542,0.622183318491292,0.0778166815087079,0.544366636982584,0.599728796890471,1,"NS",0.544366636982584,"background",NA,NA
"bg1347",-1.05138668597416,0.212834391521284,0.487165608478715,-0.274331216957431,0.0849247827276122,0.679398261820897,"NS",0.274331216957431,"background",NA,NA
"bg1348",5.6951020979066,0.548398095086143,0.151601904913857,0.396796190172286,0.707476264498197,1,"NS",0.396796190172286,"background",NA,NA
"bg1349",-4.46490575220913,0.158843096425385,0.541156903574615,-0.382313807149231,0.334462596239522,1,"NS",0.382313807149231,"background",NA,NA
"bg1350",0.452761626195938,0.289890884031385,0.410109115968615,-0.120218231937231,0.23503462200542,1,"NS",0.120218231937231,"background",NA,NA
"bg1351",0.30854074273294,0.289451753036387,0.410548246963613,-0.121096493927225,0.0388700426539872,0.310960341231897,"NS",0.121096493927225,"background",NA,NA
"bg1352",1.32948916815681,0.329131838066069,0.37086816193393,-0.041736323867861,0.246334176462842,1,"NS",0.041736323867861,"background",NA,NA
"bg1353",-3.45321017355675,0.0895769299232117,0.610423070076788,-0.520846140153577,0.601859947402729,1,"NS",0.520846140153577,"background",NA,NA
"bg1354",0.292228516385204,0.361076724243855,0.338923275756145,0.0221534484877091,0.302893938413821,1,"NS",0.0221534484877091,"background",NA,NA
"bg1355",2.7710329349261,0.461689095055161,0.238310904944839,0.223378190110322,0.0523924856141675,0.41913988491334,"NS",0.223378190110322,"background",NA,NA
"bg1356",-1.56769961330313,0.211508274958605,0.488491725041395,-0.27698345008279,0.195678968271241,1,"NS",0.27698345008279,"background",NA,NA
"bg1357",-2.15608690095645,0.242247239324435,0.457752760675565,-0.215505521351129,0.347980137822917,1,"NS",0.215505521351129,"background",NA,NA
"bg1358",-0.554764547657522,0.461453101325299,0.238546898674701,0.222906202650599,0.45540629876079,1,"NS",0.222906202650599,"background",NA,NA
"bg1359",-2.36165322060335,0.204652256412049,0.495347743587951,-0.290695487175902,0.513395040212665,1,"NS",0.290695487175902,"background",NA,NA
"bg1360",2.02401878789456,0.553705578387982,0.146294421612018,0.407411156775965,0.450840239435202,1,"NS",0.407411156775965,"background",NA,NA
"bg1361",1.51887539925314,0.466538321936817,0.233461678063183,0.233076643873634,0.167309693211457,1,"NS",0.233076643873634,"background",NA,NA
"bg1362",4.68614070111839,0.592515470934874,0.107484529065126,0.485030941869748,0.190520010713255,1,"NS",0.485030941869748,"background",NA,NA
"bg1363",-0.545719704372395,0.318706250878521,0.381293749121479,-0.0625874982429576,0.467900127890986,1,"NS",0.0625874982429576,"background",NA,NA
"bg1364",0.493384740344001,0.318816731750155,0.381183268249845,-0.0623665364996898,0.27739714584942,1,"NS",0.0623665364996898,"background",NA,NA
"bg1365",6.22679737159738,0.661916573713462,0.0380834262865378,0.623833147426924,0.593079554578289,1,"NS",0.623833147426924,"background",NA,NA
"bg1366",-0.815480596266587,0.390290234349051,0.309709765650949,0.0805804686981019,0.590210477020824,1,"NS",0.0805804686981019,"background",NA,NA
"bg1367",-0.736357067605203,0.232171954747106,0.467828045252894,-0.235656090505789,0.368325137467589,1,"NS",0.235656090505789,"background",NA,NA
"bg1368",1.87458606784373,0.454753994115421,0.245246005884579,0.209507988230843,0.444838742332766,1,"NS",0.209507988230843,"background",NA,NA
"bg1369",-0.379297719259847,0.178837749644118,0.521162250355882,-0.342324500711764,0.215350003028521,1,"NS",0.342324500711764,"background",NA,NA
"bg1370",9.1159596214065,0.676651931745623,0.0233480682543771,0.653303863491246,0.092214081373997,0.737712650991976,"NS",0.653303863491246,"background",NA,NA
"bg1371",-1.97296195857175,0.206757078243201,0.493242921756799,-0.286485843513597,0.466235018187203,1,"NS",0.286485843513597,"background",NA,NA
"bg1372",1.47619497954875,0.405089809148107,0.294910190851893,0.110179618296214,0.0125987733993679,0.100790187194943,"NS",0.110179618296214,"background",NA,NA
"bg1373",0.799445489118022,0.395410340315829,0.304589659684171,0.0908206806316584,0.69267717594211,1,"NS",0.0908206806316584,"background",NA,NA
"bg1374",-0.370604996550633,0.211448196560946,0.488551803439054,-0.277103606878108,0.0807576279800851,0.646061023840681,"NS",0.277103606878108,"background",NA,NA
"bg1375",1.71350948300662,0.442618371211395,0.257381628788605,0.185236742422791,0.197284738518531,1,"NS",0.185236742422791,"background",NA,NA
"bg1376",0.999463935065563,0.354682703782639,0.345317296217361,0.00936540756527743,0.210415871086065,1,"NS",0.00936540756527743,"background",NA,NA
"bg1377",-4.70857587689183,0.197278150979413,0.502721849020587,-0.305443698041174,0.456787003969774,1,"NS",0.305443698041174,"background",NA,NA
"bg1378",2.23707389196434,0.480535833847667,0.219464166152333,0.261071667695333,0.549287300409516,1,"NS",0.261071667695333,"background",NA,NA
"bg1379",2.68580436023069,0.522852375940451,0.177147624059549,0.345704751880903,0.572707050893223,1,"NS",0.345704751880903,"background",NA,NA
"bg1380",-2.6085382092832,0.163274019203794,0.536725980796206,-0.373451961592412,0.0365307729155757,0.292246183324605,"NS",0.373451961592412,"background",NA,NA
"bg1381",-4.71528737397167,0.165801914654207,0.534198085345793,-0.368396170691587,0.162093256885884,1,"NS",0.368396170691587,"background",NA,NA
"bg1382",-0.237745559385237,0.330165809870072,0.369834190129928,-0.0396683802598562,0.0583117554099299,0.466494043279439,"NS",0.0396683802598562,"background",NA,NA
"bg1383",-4.75287289228069,0.115872787636665,0.584127212363335,-0.46825442472667,0.00730679890839383,0.0584543912671506,"NS",0.46825442472667,"background",NA,NA
"bg1384",0.641928772154044,0.440229215494058,0.259770784505942,0.180458430988115,0.333373089774512,1,"NS",0.180458430988115,"background",NA,NA
"bg1385",9.4913926218258,0.620285207760579,0.0797147922394211,0.540570415521158,0.0487162273684517,0.389729818947613,"NS",0.540570415521158,"background",NA,NA
"bg1386",-2.64980176300301,0.207375702350987,0.492624297649013,-0.285248595298025,0.288578767939005,1,"NS",0.285248595298025,"background",NA,NA
"bg1387",-0.740043664061671,0.254569546887163,0.445430453112837,-0.190860906225675,0.577307047978975,1,"NS",0.190860906225675,"background",NA,NA
"bg1388",3.44140000889229,0.561665267175717,0.138334732824283,0.423330534351435,0.697262472618138,1,"NS",0.423330534351435,"background",NA,NA
"bg1389",-3.50264316079551,0.148449674897872,0.551550325102128,-0.403100650204257,0.712547933385475,1,"NS",0.403100650204257,"background",NA,NA
"bg1390",0.0948397566502619,0.252012800613019,0.447987199386981,-0.195974398773962,0.0119170096917078,0.0953360775336623,"NS",0.195974398773962,"background",NA,NA
"bg1391",-4.15881838746872,0.213704362965792,0.486295637034208,-0.272591274068416,0.126919697545702,1,"NS",0.272591274068416,"background",NA,NA
"bg1392",-0.0635344226598542,0.302927810987156,0.397072189012844,-0.0941443780256875,0.29206331160455,1,"NS",0.0941443780256875,"background",NA,NA
"bg1393",-1.16076408271417,0.346131350040859,0.353868649959141,-0.00773729991828122,0.0413714343544561,0.330971474835649,"NS",0.00773729991828122,"background",NA,NA
"bg1394",-1.7323490711997,0.158931157219888,0.541068842780112,-0.382137685560224,0.396324293934042,1,"NS",0.382137685560224,"background",NA,NA
"bg1395",-5.38272302345154,0.0561735390625752,0.643826460937425,-0.58765292187485,0.400130400249036,1,"NS",0.58765292187485,"background",NA,NA
"bg1396",-2.08502949809438,0.351685631746893,0.348314368253107,0.00337126349378611,0.513422917246586,1,"NS",0.00337126349378611,"background",NA,NA
"bg1397",1.48119228186773,0.271653702804191,0.428346297195809,-0.156692594391618,0.590984743123176,1,"NS",0.156692594391618,"background",NA,NA
"bg1398",-0.436428382395292,0.276434406943378,0.423565593056622,-0.147131186113245,0.787088456070051,1,"NS",0.147131186113245,"background",NA,NA
"bg1399",4.33946608566779,0.540937066651313,0.159062933348686,0.381874133302627,0.760470540211769,1,"NS",0.381874133302627,"background",NA,NA
"bg1400",8.12495866125772,0.589153055116373,0.110846944883627,0.478306110232745,0.639833553709323,1,"NS",0.478306110232745,"background",NA,NA
"bg1401",2.56409823283036,0.542647158286467,0.157352841713533,0.385294316572935,0.704435419793939,1,"NS",0.385294316572935,"background",NA,NA
"bg1402",0.883732512702467,0.362804242561468,0.337195757438532,0.025608485122936,0.559146903961431,1,"NS",0.025608485122936,"background",NA,NA
"bg1403",-0.920718959428217,0.141866293405356,0.558133706594644,-0.416267413189288,0.622944456478115,1,"NS",0.416267413189288,"background",NA,NA
"bg1404",-5.05665091419808,0.162120021906846,0.537879978093154,-0.375759956186308,0.324661228976212,1,"NS",0.375759956186308,"background",NA,NA
