cell,umap_1,umap_2,RNA_snn_res.0.5,newMainCellTypes
cell_03760,11.91569,5.61431,24,Mast
cell_03761,11.24609,5.73709,24,Mast
cell_03762,10.62761,5.04896,24,Mast
cell_03763,12.13375,5.87204,24,Mast
cell_03764,11.55953,5.97368,24,Mast
cell_03765,11.59916,5.92302,24,Mast
cell_03766,12.57081,4.57647,24,Mast
cell_03767,11.59497,3.83520,24,Mast
cell_03768,11.10223,6.51781,24,Mast
cell_03769,11.43509,5.14573,24,Mast
cell_03770,11.35503,5.29584,24,Mast
cell_03771,11.76581,5.49083,24,Mast
cell_03772,11.62439,4.19208,24,Mast
cell_03773,11.90501,5.52280,24,Mast
cell_03774,9.69474,5.48689,24,Mast
cell_03775,12.12865,5.02759,24,Mast
cell_03776,9.79301,4.38351,24,Mast
cell_03777,12.67641,5.46444,24,Mast
cell_03778,11.51402,5.94530,24,Mast
cell_03779,12.10924,4.38442,24,Mast
cell_03780,11.61338,5.70465,24,Mast
cell_03781,-7.55574,-2.91066,4,Pericyte & Smooth muscle
cell_03782,-9.58018,-4.09420,4,Pericyte & Smooth muscle
cell_03783,-7.48664,-1.99070,4,Pericyte & Smooth muscle
cell_03784,-8.18899,-1.74479,4,Pericyte & Smooth muscle
cell_03785,-8.02131,-2.93152,4,Pericyte & Smooth muscle
cell_03786,-7.73582,-2.24735,4,Pericyte & Smooth muscle
cell_03787,-8.75271,-3.23748,4,Pericyte & Smooth muscle
cell_03788,-9.01866,-2.79688,4,Pericyte & Smooth muscle
cell_03789,-7.66574,-2.87409,4,Pericyte & Smooth muscle
cell_03790,-8.53694,-2.66189,4,Pericyte & Smooth muscle
cell_03791,-7.29351,-2.39294,4,Pericyte & Smooth muscle
cell_03792,-7.86079,-2.74792,4,Pericyte & Smooth muscle
cell_03793,-8.75859,-2.13238,4,Pericyte & Smooth muscle
cell_03794,-8.49491,-2.04237,4,Pericyte & Smooth muscle
cell_03795,-6.93173,-2.75888,4,Pericyte & Smooth muscle
cell_03796,-9.90716,-3.52649,4,Pericyte & Smooth muscle
cell_03797,-6.19363,-1.03625,4,Pericyte & Smooth muscle
cell_03798,-8.48433,-1.21712,4,Pericyte & Smooth muscle
cell_03799,-7.40692,-3.31671,4,Pericyte & Smooth muscle
cell_03800,-7.35875,-1.98865,4,Pericyte & Smooth muscle
cell_03801,-8.07933,-2.33959,4,Pericyte & Smooth muscle
cell_03802,-7.49422,-2.06163,4,Pericyte & Smooth muscle
cell_03803,-10.09042,-3.29203,4,Pericyte & Smooth muscle
cell_03804,-7.38694,-2.43393,4,Pericyte & Smooth muscle
cell_03805,-9.08573,-2.06591,4,Pericyte & Smooth muscle
cell_03806,-8.86007,-2.70447,4,Pericyte & Smooth muscle
cell_03807,-8.57176,-3.34938,4,Pericyte & Smooth muscle
cell_03808,-8.52384,-1.90061,4,Pericyte & Smooth muscle
cell_03809,-7.80493,-3.26894,4,Pericyte & Smooth muscle
cell_03810,-7.19867,-2.53207,4,Pericyte & Smooth muscle
cell_03811,-8.99603,-3.12579,4,Pericyte & Smooth muscle
cell_03812,-7.81386,-2.66132,4,Pericyte & Smooth muscle
cell_03813,-8.81194,-2.04951,4,Pericyte & Smooth muscle
cell_03814,-8.99691,-2.19570,4,Pericyte & Smooth muscle
cell_03815,-8.07713,-2.99720,4,Pericyte & Smooth muscle
cell_03816,-9.21357,-3.18387,4,Pericyte & Smooth muscle
cell_03817,-8.21776,-2.80021,4,Pericyte & Smooth muscle
cell_03818,-8.26290,-3.15060,4,Pericyte & Smooth muscle
cell_03819,-8.33042,-2.59619,4,Pericyte & Smooth muscle
cell_03820,-6.82137,-3.16720,4,Pericyte & Smooth muscle
cell_03821,-7.50389,-2.28355,4,Pericyte & Smooth muscle
cell_03822,-9.57768,-2.51114,4,Pericyte & Smooth muscle
cell_03823,-8.78873,-3.16327,4,Pericyte & Smooth muscle
cell_03824,-8.60301,-3.33001,4,Pericyte & Smooth muscle
cell_03825,-6.89634,-2.89652,4,Pericyte & Smooth muscle
cell_03826,-6.96370,-2.91376,4,Pericyte & Smooth muscle
cell_03827,-8.69456,-1.89049,4,Pericyte & Smooth muscle
cell_03828,-7.91149,-2.94738,4,Pericyte & Smooth muscle
cell_03829,-8.59595,-3.67678,4,Pericyte & Smooth muscle
cell_03830,-8.02614,-2.72346,4,Pericyte & Smooth muscle
cell_03831,-7.84620,-2.40442,4,Pericyte & Smooth muscle
cell_03832,-6.84344,-2.21042,4,Pericyte & Smooth muscle
cell_03833,-8.62163,-2.55690,4,Pericyte & Smooth muscle
cell_03834,-7.86082,-2.77911,4,Pericyte & Smooth muscle
cell_03835,-8.57008,-2.67948,4,Pericyte & Smooth muscle
cell_03836,-7.99189,-3.17492,4,Pericyte & Smooth muscle
cell_03837,-8.04823,-3.39439,4,Pericyte & Smooth muscle
cell_03838,-7.56883,-3.49006,4,Pericyte & Smooth muscle
cell_03839,-8.39986,-1.55298,4,Pericyte & Smooth muscle
cell_03840,-7.72030,-2.54239,4,Pericyte & Smooth muscle
cell_03841,-7.84333,-2.55454,4,Pericyte & Smooth muscle
cell_03842,-6.42890,-1.85548,4,Pericyte & Smooth muscle
cell_03843,-6.80363,-2.99811,4,Pericyte & Smooth muscle
cell_03844,-7.43515,-2.89680,4,Pericyte & Smooth muscle
cell_03845,-7.54962,-3.09959,4,Pericyte & Smooth muscle
cell_03846,-7.27727,-2.99761,4,Pericyte & Smooth muscle
cell_03847,-6.76170,-2.61831,4,Pericyte & Smooth muscle
cell_03848,-8.17865,-2.58737,4,Pericyte & Smooth muscle
cell_03849,-8.47820,-2.94736,4,Pericyte & Smooth muscle
cell_03850,-9.76060,-2.54857,4,Pericyte & Smooth muscle
cell_03851,-8.32900,-3.23210,4,Pericyte & Smooth muscle
cell_03852,-6.82897,-2.98499,4,Pericyte & Smooth muscle
cell_03853,-9.83172,-1.54091,4,Pericyte & Smooth muscle
cell_03854,-8.29718,-1.98620,4,Pericyte & Smooth muscle
cell_03855,-9.06963,-2.71739,4,Pericyte & Smooth muscle
cell_03856,-9.07599,-2.46005,4,Pericyte & Smooth muscle
cell_03857,-8.34081,-2.35370,4,Pericyte & Smooth muscle
cell_03858,-9.19371,-2.02499,4,Pericyte & Smooth muscle
cell_03859,-8.15181,-1.80988,4,Pericyte & Smooth muscle
cell_03860,-8.25221,-1.92951,4,Pericyte & Smooth muscle
cell_03861,-8.27218,-2.11207,4,Pericyte & Smooth muscle
cell_03862,-9.46510,-2.56364,4,Pericyte & Smooth muscle
cell_03863,-7.62536,-2.53201,4,Pericyte & Smooth muscle
cell_03864,-5.89933,-1.05490,4,Pericyte & Smooth muscle
cell_03865,-9.04600,-2.54969,4,Pericyte & Smooth muscle
cell_03866,-7.73307,-2.95486,4,Pericyte & Smooth muscle
cell_03867,-9.02552,-2.46899,4,Pericyte & Smooth muscle
cell_03868,-7.73620,-1.70074,4,Pericyte & Smooth muscle
cell_03869,-6.59037,-3.69378,4,Pericyte & Smooth muscle
cell_03870,-9.05176,-3.61728,4,Pericyte & Smooth muscle
cell_03871,-7.76690,-2.41598,4,Pericyte & Smooth muscle
cell_03872,-7.76343,-2.37539,4,Pericyte & Smooth muscle
cell_03873,-9.42548,-2.93652,4,Pericyte & Smooth muscle
cell_03874,-8.80032,-2.48673,4,Pericyte & Smooth muscle
cell_03875,-7.27732,-3.33008,4,Pericyte & Smooth muscle
cell_03876,-7.21465,-3.14242,4,Pericyte & Smooth muscle
cell_03877,-7.85125,-2.55982,4,Pericyte & Smooth muscle
cell_03878,-9.09859,-1.97090,4,Pericyte & Smooth muscle
cell_03879,-8.56050,-2.67739,4,Pericyte & Smooth muscle
cell_03880,-8.13642,-2.73425,4,Pericyte & Smooth muscle
cell_03881,-8.54775,-3.15908,4,Pericyte & Smooth muscle
cell_03882,-7.89172,-3.11777,4,Pericyte & Smooth muscle
cell_03883,-8.35419,-3.25068,4,Pericyte & Smooth muscle
cell_03884,-7.53959,-2.80020,4,Pericyte & Smooth muscle
cell_03885,-9.00180,-3.19393,4,Pericyte & Smooth muscle
cell_03886,-7.94853,-2.43492,4,Pericyte & Smooth muscle
cell_03887,-8.55615,-1.43886,4,Pericyte & Smooth muscle
cell_03888,-8.29088,-3.90368,4,Pericyte & Smooth muscle
cell_03889,-7.83705,-2.48639,4,Pericyte & Smooth muscle
cell_03890,-7.35396,-2.47548,4,Pericyte & Smooth muscle
cell_03891,-7.34163,-2.04086,4,Pericyte & Smooth muscle
cell_03892,-8.50525,-1.54161,4,Pericyte & Smooth muscle
cell_03893,-8.92205,-4.20978,4,Pericyte & Smooth muscle
cell_03894,-8.94381,-2.55343,4,Pericyte & Smooth muscle
cell_03895,-7.17133,-2.21621,4,Pericyte & Smooth muscle
cell_03896,-7.87381,-3.12863,4,Pericyte & Smooth muscle
cell_03897,-7.70080,-2.33751,4,Pericyte & Smooth muscle
cell_03898,-7.69766,-2.14836,4,Pericyte & Smooth muscle
cell_03899,-10.09108,-3.48078,4,Pericyte & Smooth muscle
cell_03900,-8.38639,-2.54433,4,Pericyte & Smooth muscle
cell_03901,-8.41317,-3.16612,4,Pericyte & Smooth muscle
cell_03902,-6.97096,-2.92163,4,Pericyte & Smooth muscle
cell_03903,-7.20205,-2.00825,4,Pericyte & Smooth muscle
cell_03904,-8.61068,-2.64533,4,Pericyte & Smooth muscle
cell_03905,-7.80924,-2.60907,4,Pericyte & Smooth muscle
cell_03906,-7.85507,-2.81772,4,Pericyte & Smooth muscle
cell_03907,-8.73751,-2.55213,4,Pericyte & Smooth muscle
cell_03908,-6.93469,-3.09169,4,Pericyte & Smooth muscle
cell_03909,-7.98268,-1.54391,4,Pericyte & Smooth muscle
cell_03910,-6.93283,-2.41024,4,Pericyte & Smooth muscle
cell_03911,-7.47572,-3.18438,4,Pericyte & Smooth muscle
cell_03912,-8.38434,-3.34553,4,Pericyte & Smooth muscle
cell_03913,-9.15703,-2.47950,4,Pericyte & Smooth muscle
cell_03914,-7.46060,-3.32151,4,Pericyte & Smooth muscle
cell_03915,-7.84054,-3.36353,4,Pericyte & Smooth muscle
cell_03916,-8.50790,-2.99170,4,Pericyte & Smooth muscle
cell_03917,-9.49698,-3.33056,4,Pericyte & Smooth muscle
cell_03918,-8.32494,-2.31124,4,Pericyte & Smooth muscle
cell_03919,-8.88746,-2.62425,4,Pericyte & Smooth muscle
cell_03920,-7.61466,-2.71292,4,Pericyte & Smooth muscle
cell_03921,-7.92440,-2.66915,4,Pericyte & Smooth muscle
cell_03922,-8.58649,-3.75149,4,Pericyte & Smooth muscle
cell_03923,-8.94058,-2.09909,4,Pericyte & Smooth muscle
cell_03924,-9.01677,-2.23836,4,Pericyte & Smooth muscle
cell_03925,-7.87473,-2.28287,4,Pericyte & Smooth muscle
cell_03926,-8.31166,-3.00424,4,Pericyte & Smooth muscle
cell_03927,-7.39422,-2.55482,4,Pericyte & Smooth muscle
cell_03928,-8.25895,-2.56910,4,Pericyte & Smooth muscle
cell_03929,-9.06454,-3.66229,4,Pericyte & Smooth muscle
cell_03930,-6.83903,-2.48415,4,Pericyte & Smooth muscle
cell_03931,-7.54981,-2.31811,4,Pericyte & Smooth muscle
cell_03932,-8.62356,-2.41843,4,Pericyte & Smooth muscle
cell_03933,-9.63683,-3.12044,4,Pericyte & Smooth muscle
cell_03934,-7.45972,-2.87294,4,Pericyte & Smooth muscle
cell_03935,-9.26708,-2.86811,4,Pericyte & Smooth muscle
cell_03936,-8.85292,-2.71090,4,Pericyte & Smooth muscle
cell_03937,-7.65254,-2.30136,4,Pericyte & Smooth muscle
cell_03938,-7.49253,-2.77263,4,Pericyte & Smooth muscle
cell_03939,-8.29151,-1.49425,4,Pericyte & Smooth muscle
cell_03940,-8.07444,-2.83111,4,Pericyte & Smooth muscle
cell_03941,-9.42011,-3.02961,4,Pericyte & Smooth muscle
cell_03942,-7.64277,-2.37399,4,Pericyte & Smooth muscle
cell_03943,-9.14420,-2.38824,4,Pericyte & Smooth muscle
cell_03944,-9.47439,-3.39279,4,Pericyte & Smooth muscle
cell_03945,-7.10043,-2.21119,4,Pericyte & Smooth muscle
cell_03946,-7.76840,-2.55808,4,Pericyte & Smooth muscle
cell_03947,-8.17476,-3.03573,4,Pericyte & Smooth muscle
cell_03948,-7.68730,-1.41322,4,Pericyte & Smooth muscle
cell_03949,-7.71000,-2.70980,4,Pericyte & Smooth muscle
cell_03950,-8.53243,-1.80297,4,Pericyte & Smooth muscle
cell_03951,-8.44117,-2.99561,4,Pericyte & Smooth muscle
cell_03952,-8.57382,-3.30544,4,Pericyte & Smooth muscle
cell_03953,-7.58784,-1.81917,4,Pericyte & Smooth muscle
cell_03954,-9.39774,-0.69003,4,Pericyte & Smooth muscle
cell_03955,-9.01799,-3.22691,4,Pericyte & Smooth muscle
cell_03956,-7.67311,-2.96118,4,Pericyte & Smooth muscle
cell_03957,-8.56889,-1.85106,4,Pericyte & Smooth muscle
cell_03958,-9.65383,-2.73065,4,Pericyte & Smooth muscle
cell_03959,-8.45279,-3.12619,4,Pericyte & Smooth muscle
cell_03960,-7.11371,-3.04446,4,Pericyte & Smooth muscle
cell_03961,-10.57847,-0.90486,21,Pericyte & Smooth muscle
cell_03962,-8.68428,-1.92913,21,Pericyte & Smooth muscle
cell_03963,-10.50482,-2.00899,21,Pericyte & Smooth muscle
cell_03964,-10.56342,-3.17471,21,Pericyte & Smooth muscle
cell_03965,-8.19087,-2.52772,21,Pericyte & Smooth muscle
cell_03966,-9.28836,-2.45711,21,Pericyte & Smooth muscle
cell_03967,-9.26900,-1.73134,21,Pericyte & Smooth muscle
cell_03968,-8.80820,-2.24016,21,Pericyte & Smooth muscle
cell_03969,-9.21408,-2.63160,21,Pericyte & Smooth muscle
cell_03970,-9.44785,-3.57734,21,Pericyte & Smooth muscle
cell_03971,-9.89508,-1.85175,21,Pericyte & Smooth muscle
cell_03972,-10.42708,-1.95881,21,Pericyte & Smooth muscle
cell_03973,-9.15748,-0.56745,21,Pericyte & Smooth muscle
cell_03974,-8.72440,-1.49014,21,Pericyte & Smooth muscle
cell_03975,-8.90897,-2.78367,21,Pericyte & Smooth muscle
cell_03976,-9.96678,-2.15279,21,Pericyte & Smooth muscle
cell_03977,-9.44637,-1.39248,21,Pericyte & Smooth muscle
cell_03978,-10.68908,-1.23549,21,Pericyte & Smooth muscle
cell_03979,-9.42683,-3.06207,21,Pericyte & Smooth muscle
cell_03980,-10.35086,-3.03184,21,Pericyte & Smooth muscle
cell_03981,-9.73758,-1.41397,21,Pericyte & Smooth muscle
cell_03982,-10.24769,-3.11015,21,Pericyte & Smooth muscle
cell_03983,-8.83147,-1.75930,21,Pericyte & Smooth muscle
cell_03984,-9.47221,-2.91555,21,Pericyte & Smooth muscle
cell_03985,-9.16837,-2.25545,21,Pericyte & Smooth muscle
cell_03986,-8.58925,-2.15167,21,Pericyte & Smooth muscle
cell_03987,-9.61292,-1.72537,21,Pericyte & Smooth muscle
cell_03988,-9.47457,-1.19725,21,Pericyte & Smooth muscle
cell_03989,-9.13447,-2.40558,21,Pericyte & Smooth muscle
cell_03990,-9.22086,-0.52694,21,Pericyte & Smooth muscle
cell_03991,-7.46823,-2.18233,21,Pericyte & Smooth muscle
cell_03992,-9.14747,-2.09599,21,Pericyte & Smooth muscle
cell_03993,-10.10403,-1.54182,21,Pericyte & Smooth muscle
cell_03994,-10.14734,-1.86113,21,Pericyte & Smooth muscle
cell_03995,-10.29619,-1.71514,21,Pericyte & Smooth muscle
cell_03996,-8.14586,-0.85453,21,Pericyte & Smooth muscle
cell_03997,-9.64147,-2.79460,21,Pericyte & Smooth muscle
cell_03998,-7.92276,-1.68705,21,Pericyte & Smooth muscle
cell_03999,-10.29073,-3.00241,21,Pericyte & Smooth muscle
cell_04000,-9.13528,-2.34401,21,Pericyte & Smooth muscle
cell_04001,-8.95651,-2.41598,21,Pericyte & Smooth muscle
cell_04002,-9.67198,-2.31261,21,Pericyte & Smooth muscle
cell_04003,-9.34339,-2.04677,21,Pericyte & Smooth muscle
cell_04004,-9.73902,-1.40560,21,Pericyte & Smooth muscle
cell_04005,-9.96057,-1.69951,21,Pericyte & Smooth muscle
cell_04006,-9.61581,-1.01174,21,Pericyte & Smooth muscle
cell_04007,-8.60262,-1.79051,21,Pericyte & Smooth muscle
cell_04008,-8.64710,-1.97524,21,Pericyte & Smooth muscle
cell_04009,-10.89507,-3.29362,21,Pericyte & Smooth muscle
cell_04010,-9.61002,-1.93513,21,Pericyte & Smooth muscle
cell_04011,-8.93099,-1.75326,21,Pericyte & Smooth muscle
cell_04012,-8.71504,-2.88093,21,Pericyte & Smooth muscle
cell_04013,-9.51555,-1.72705,21,Pericyte & Smooth muscle
cell_04014,-10.66500,-0.83266,21,Pericyte & Smooth muscle
cell_04015,-9.63571,-1.68341,21,Pericyte & Smooth muscle
cell_04016,-10.05106,-3.50396,21,Pericyte & Smooth muscle
cell_04017,-8.98295,-1.71608,21,Pericyte & Smooth muscle
cell_04018,-9.51091,-2.96578,21,Pericyte & Smooth muscle
cell_04019,-10.07527,-1.94619,21,Pericyte & Smooth muscle
cell_04020,-9.78581,-1.38537,21,Pericyte & Smooth muscle
cell_04021,-9.37495,-1.87708,21,Pericyte & Smooth muscle
cell_04022,-9.01952,-1.98732,21,Pericyte & Smooth muscle
cell_04023,-9.32636,-0.66188,21,Pericyte & Smooth muscle
cell_04024,-9.87399,-1.31733,21,Pericyte & Smooth muscle
cell_04025,-9.08781,-1.87124,21,Pericyte & Smooth muscle
cell_04026,-9.56673,-2.07666,21,Pericyte & Smooth muscle
cell_04027,-10.05061,-2.37102,21,Pericyte & Smooth muscle
cell_04028,-8.93495,-2.48066,21,Pericyte & Smooth muscle
cell_04029,-9.07784,-2.39344,21,Pericyte & Smooth muscle
cell_04030,-8.83280,-2.45541,21,Pericyte & Smooth muscle
cell_04031,-9.80716,-2.62433,21,Pericyte & Smooth muscle
cell_04032,-8.98712,-2.48249,21,Pericyte & Smooth muscle
cell_04033,-11.27411,-2.36929,21,Pericyte & Smooth muscle
cell_04034,-9.06019,-1.41296,21,Pericyte & Smooth muscle
cell_04035,-9.11742,-1.52863,21,Pericyte & Smooth muscle
cell_04036,-7.06025,-2.90644,21,Pericyte & Smooth muscle
cell_04037,-8.68121,-1.81999,21,Pericyte & Smooth muscle
cell_04038,-8.66536,-2.40612,21,Pericyte & Smooth muscle
cell_04039,-9.98043,-0.80039,21,Pericyte & Smooth muscle
cell_04040,-8.45497,-1.92631,21,Pericyte & Smooth muscle
cell_04041,-9.36012,-2.96694,21,Pericyte & Smooth muscle
cell_04042,-9.20128,-1.96629,21,Pericyte & Smooth muscle
cell_04043,-9.63704,-1.06655,21,Pericyte & Smooth muscle
cell_04044,-9.11094,-3.19231,21,Pericyte & Smooth muscle
cell_04045,-11.31685,-3.77072,21,Pericyte & Smooth muscle
cell_04046,-10.70160,-2.14581,21,Pericyte & Smooth muscle
cell_04047,-8.36836,-1.68693,21,Pericyte & Smooth muscle
cell_04048,-10.13957,-2.46172,21,Pericyte & Smooth muscle
cell_04049,-9.72845,-0.83664,21,Pericyte & Smooth muscle
cell_04050,-8.83698,-2.78341,21,Pericyte & Smooth muscle
cell_04051,-9.70506,-1.98100,21,Pericyte & Smooth muscle
cell_04052,-8.56661,-2.35990,21,Pericyte & Smooth muscle
cell_04053,-10.34060,-2.12560,21,Pericyte & Smooth muscle
cell_04054,-8.35719,-1.99093,21,Pericyte & Smooth muscle
cell_04055,-10.14546,-1.48186,21,Pericyte & Smooth muscle
cell_04056,-8.35751,-2.73580,21,Pericyte & Smooth muscle
cell_04057,-9.63572,-1.05838,21,Pericyte & Smooth muscle
cell_04058,-8.44442,-1.59205,21,Pericyte & Smooth muscle
cell_04059,-10.67783,-1.50109,21,Pericyte & Smooth muscle
cell_04060,-9.18167,-1.22154,21,Pericyte & Smooth muscle
cell_04061,-9.31988,-1.67745,21,Pericyte & Smooth muscle
cell_04062,-8.48375,-1.57380,21,Pericyte & Smooth muscle
cell_04063,-10.48704,-3.14091,21,Pericyte & Smooth muscle
cell_04064,-9.61037,-3.04548,21,Pericyte & Smooth muscle
cell_04065,-8.55642,-2.39964,21,Pericyte & Smooth muscle
cell_04066,-8.60007,-1.97399,21,Pericyte & Smooth muscle
cell_04067,-10.14368,-2.62828,21,Pericyte & Smooth muscle
cell_04068,-8.82018,-3.36171,21,Pericyte & Smooth muscle
cell_04069,-10.56638,-2.17497,21,Pericyte & Smooth muscle
cell_04070,-10.01920,-2.21926,21,Pericyte & Smooth muscle
cell_04071,-8.94332,-3.07902,21,Pericyte & Smooth muscle
cell_04072,-9.05299,-2.67055,21,Pericyte & Smooth muscle
cell_04073,-9.99419,-3.18854,21,Pericyte & Smooth muscle
cell_04074,-9.48878,-2.61347,21,Pericyte & Smooth muscle
cell_04075,-8.71100,-2.09888,21,Pericyte & Smooth muscle
cell_04076,-10.39999,-2.38761,21,Pericyte & Smooth muscle
cell_04077,-8.55147,-4.17450,21,Pericyte & Smooth muscle
cell_04078,-9.38422,-1.87783,21,Pericyte & Smooth muscle
cell_04079,-8.93831,-2.41402,21,Pericyte & Smooth muscle
cell_04080,-8.33205,-1.91882,21,Pericyte & Smooth muscle
cell_04081,-10.51576,-1.66562,21,Pericyte & Smooth muscle
cell_04082,-9.22836,-1.60177,21,Pericyte & Smooth muscle
cell_04083,-9.48118,-3.61755,21,Pericyte & Smooth muscle
cell_04084,-9.29496,-2.87686,21,Pericyte & Smooth muscle
cell_04085,-10.72052,-3.49090,21,Pericyte & Smooth muscle
cell_04086,-10.04180,-2.43164,21,Pericyte & Smooth muscle
cell_04087,-9.35178,-2.48867,21,Pericyte & Smooth muscle
cell_04088,-10.29660,-3.09453,21,Pericyte & Smooth muscle
cell_04089,-9.97805,-2.55095,21,Pericyte & Smooth muscle
cell_04090,-8.82746,-1.84141,21,Pericyte & Smooth muscle
cell_04091,-9.95531,-1.49163,21,Pericyte & Smooth muscle
cell_04092,-10.50760,-2.23974,21,Pericyte & Smooth muscle
cell_04093,-10.01877,-2.58220,21,Pericyte & Smooth muscle
cell_04094,-9.24532,-2.52876,21,Pericyte & Smooth muscle
cell_04095,-9.13863,-1.91153,21,Pericyte & Smooth muscle
cell_04096,-9.01381,-2.46703,21,Pericyte & Smooth muscle
cell_04097,-8.14626,-1.82652,21,Pericyte & Smooth muscle
cell_04098,-9.72670,-2.91627,21,Pericyte & Smooth muscle
cell_04099,-9.38825,-2.93287,21,Pericyte & Smooth muscle
cell_04100,-8.97224,-2.46640,21,Pericyte & Smooth muscle
cell_04101,-10.20311,-3.39090,21,Pericyte & Smooth muscle
cell_04102,-8.44167,-3.07407,21,Pericyte & Smooth muscle
cell_04103,-8.84106,-1.17122,21,Pericyte & Smooth muscle
cell_04104,-9.70791,-2.36001,21,Pericyte & Smooth muscle
cell_04105,-9.33283,-2.89285,21,Pericyte & Smooth muscle
cell_04106,-10.29905,-2.21612,21,Pericyte & Smooth muscle
cell_04107,-8.50666,-1.38545,21,Pericyte & Smooth muscle
cell_04108,-9.20976,-1.84910,21,Pericyte & Smooth muscle
cell_04109,-9.11788,-2.14532,21,Pericyte & Smooth muscle
cell_04110,-8.77958,-3.20405,21,Pericyte & Smooth muscle
cell_04111,-11.13103,-1.39638,21,Pericyte & Smooth muscle
cell_04112,-8.63775,-0.80945,21,Pericyte & Smooth muscle
cell_04113,-10.48465,-1.81729,21,Pericyte & Smooth muscle
cell_04114,-9.30724,-2.59733,21,Pericyte & Smooth muscle
cell_04115,-8.38050,-1.86941,21,Pericyte & Smooth muscle
cell_04116,-9.54574,-2.58021,21,Pericyte & Smooth muscle
cell_04117,-10.00963,-1.54381,21,Pericyte & Smooth muscle
cell_04118,-9.98237,-2.73559,21,Pericyte & Smooth muscle
cell_04119,-9.43604,-1.46081,21,Pericyte & Smooth muscle
cell_04120,-8.97396,-1.04906,21,Pericyte & Smooth muscle
cell_04121,-9.68942,-1.93592,21,Pericyte & Smooth muscle
cell_04122,-10.47249,-1.63131,21,Pericyte & Smooth muscle
cell_04123,-9.64380,-3.32401,21,Pericyte & Smooth muscle
cell_04124,-9.28911,-3.01013,21,Pericyte & Smooth muscle
cell_04125,-10.00164,-1.88542,21,Pericyte & Smooth muscle
cell_04126,-10.30693,-2.42734,21,Pericyte & Smooth muscle
cell_04127,-9.02933,-3.04662,21,Pericyte & Smooth muscle
cell_04128,-8.30313,-1.92546,21,Pericyte & Smooth muscle
cell_04129,-11.16211,-3.42886,21,Pericyte & Smooth muscle
cell_04130,-8.86336,-1.41407,21,Pericyte & Smooth muscle
cell_04131,-9.98398,-2.51960,21,Pericyte & Smooth muscle
cell_04132,-8.83799,-1.55146,21,Pericyte & Smooth muscle
cell_04133,-10.37324,-1.20262,21,Pericyte & Smooth muscle
cell_04134,-10.25493,-2.37531,21,Pericyte & Smooth muscle
cell_04135,-11.11638,-2.32610,21,Pericyte & Smooth muscle
cell_04136,-9.94921,-3.35761,21,Pericyte & Smooth muscle
cell_04137,-10.00835,-2.98297,21,Pericyte & Smooth muscle
cell_04138,-10.10072,-2.76346,21,Pericyte & Smooth muscle
cell_04139,-9.14022,-1.93459,21,Pericyte & Smooth muscle
cell_04140,-9.54449,-1.26469,21,Pericyte & Smooth muscle
cell_04141,-7.46915,-1.33151,23,Pericyte & Smooth muscle
cell_04142,-8.92490,-1.73199,23,Pericyte & Smooth muscle
cell_04143,-7.51818,-2.27110,23,Pericyte & Smooth muscle
cell_04144,-9.84515,-1.27666,23,Pericyte & Smooth muscle
cell_04145,-9.23181,-1.77771,23,Pericyte & Smooth muscle
cell_04146,-8.94326,-1.02016,23,Pericyte & Smooth muscle
cell_04147,-7.33542,-1.79288,23,Pericyte & Smooth muscle
cell_04148,-8.36769,-0.68058,23,Pericyte & Smooth muscle
cell_04149,-9.30174,-2.24627,23,Pericyte & Smooth muscle
cell_04150,-7.65568,-2.09936,23,Pericyte & Smooth muscle
cell_04151,-8.63184,-0.71649,23,Pericyte & Smooth muscle
cell_04152,-8.83183,-0.54101,23,Pericyte & Smooth muscle
cell_04153,-7.36061,-1.22985,23,Pericyte & Smooth muscle
cell_04154,-8.70690,-0.56536,23,Pericyte & Smooth muscle
cell_04155,-8.55258,-1.04239,23,Pericyte & Smooth muscle
cell_04156,-9.45636,-0.90577,23,Pericyte & Smooth muscle
cell_04157,-8.75215,-1.93241,23,Pericyte & Smooth muscle
cell_04158,-8.83027,-1.60098,23,Pericyte & Smooth muscle
cell_04159,-9.53148,-2.70776,23,Pericyte & Smooth muscle
cell_04160,-9.56533,-0.83598,23,Pericyte & Smooth muscle
cell_04161,-10.59191,-1.46771,23,Pericyte & Smooth muscle
cell_04162,-7.69161,-2.20144,23,Pericyte & Smooth muscle
cell_04163,-8.53515,-0.92634,23,Pericyte & Smooth muscle
cell_04164,-8.17071,-2.36432,23,Pericyte & Smooth muscle
cell_04165,-8.79757,-1.10074,23,Pericyte & Smooth muscle
cell_04166,-9.03260,-0.98980,23,Pericyte & Smooth muscle
cell_04167,-9.32555,-1.04568,23,Pericyte & Smooth muscle
cell_04168,-8.47215,-2.12263,23,Pericyte & Smooth muscle
cell_04169,-8.65356,-0.58071,23,Pericyte & Smooth muscle
cell_04170,-9.42282,-0.67817,23,Pericyte & Smooth muscle
cell_04171,-9.40126,-1.77468,23,Pericyte & Smooth muscle
cell_04172,-9.04238,-2.21084,23,Pericyte & Smooth muscle
cell_04173,-7.95862,-1.84559,23,Pericyte & Smooth muscle
cell_04174,-9.96795,-1.77027,23,Pericyte & Smooth muscle
cell_04175,-8.27479,-2.94824,23,Pericyte & Smooth muscle
cell_04176,-6.97157,-1.99591,23,Pericyte & Smooth muscle
cell_04177,-9.76919,-1.31429,23,Pericyte & Smooth muscle
